,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-03-31,972.59200,601.00100,755.74800,49.83900,70.68500,2449.86500,1253.59100,31.08600,3450.42000,324.11000,5059.20700,7509.07200,675.12700,2047.09800,233.62900,2280.72700,2955.85400,4035.84900,512.13700,5.23200,4553.21800,7509.07200
2021-03-31,1397.88000,484.75500,507.78700,41.57200,51.81000,2483.80400,1266.03100,35.37000,3253.86300,182.40200,4737.66600,7221.47000,681.58100,1742.55000,167.91400,1910.46400,2592.04500,4244.74000,355.03600,29.64900,4629.42500,7221.47000
2020-03-31,714.93900,382.18800,517.19800,37.87200,38.30500,1690.50200,1259.20300,22.51500,3423.16600,165.29600,4870.18000,6560.68200,539.00300,1567.23100,161.78300,1729.01400,2268.01700,4290.37700,,2.28800,4292.66500,6560.68200
2019-03-31,711.03500,400.10600,511.79300,25.76600,36.14100,1684.84100,1366.51300,97.78600,2582.09900,76.78500,4123.18300,5808.02400,435.61400,920.93500,91.79600,1012.73100,1448.34500,4687.45500,-321.15200,-6.62400,4359.67900,5808.02400
2018-03-31,926.03700,390.75200,472.29200,23.90900,30.81500,1843.80500,1374.11200,63.76500,3034.22500,65.61200,4537.71400,6381.51900,441.27900,983.29000,118.30200,1164.67600,1605.95500,5237.08500,-458.76900,-2.75200,4775.56400,6381.51900
2017-03-31,545.46300,423.19500,430.45400,36.22900,26.26400,1461.60500,1391.93200,35.49400,3574.47700,58.81500,5060.71800,6522.32300,418.82800,989.15400,86.10800,1206.77300,1625.60100,5357.39400,-456.36600,-4.30600,4896.72200,6522.32300
2016-03-31,612.68900,363.73600,427.55100,63.85000,41.38400,1509.21000,1046.88800,26.05000,3948.21200,66.45900,5087.60900,6596.81900,373.80100,988.13000,83.05600,1223.34600,1597.14700,5442.61300,-439.80800,-3.13300,4999.67200,6596.81900
2015-03-31,544.64400,379.64600,346.90000,52.16900,26.53800,1500.10500,883.37100,4.08300,4447.81500,57.00500,5392.27400,6892.37900,325.31000,,83.72000,393.90900,719.21900,6584.24700,-410.96300,-0.12400,6173.16000,6892.37900
2014-03-31,243.96500,150.59800,125.70300,12.72100,0.01200,537.41800,195.99600,3.84100,158.89100,24.16600,382.89400,920.31200,219.97300,,23.10400,23.98800,243.96100,1284.40200,-607.26600,-0.78500,676.35100,920.31200
2013-03-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
