,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,456.10000,736.90000,866.30000,57.50000,,2116.80000,1275.90000,2312.90000,297.40000,4097.90000,6214.70000,2081.80000,3237.90000,467.90000,3788.80000,5870.60000,23.30000,3163.40000,-978.80000,,344.10000,6214.70000
2021-12-31,561.00000,732.80000,725.70000,50.10000,,2069.60000,1232.00000,2342.00000,383.50000,4159.70000,6229.30000,2007.30000,3219.60000,662.50000,3973.30000,5980.60000,23.20000,2790.70000,-933.90000,,248.70000,6229.30000
2020-12-31,548.70000,681.70000,596.70000,54.10000,0.30000,1881.50000,1189.70000,2393.60000,355.80000,4202.30000,6083.80000,1367.40000,3731.40000,728.30000,4543.90000,5911.30000,23.20000,2400.70000,-963.50000,,172.50000,6083.80000
2019-12-31,262.40000,669.60000,570.30000,58.90000,2.80000,1564.00000,1141.90000,2399.00000,331.60000,4201.20000,5765.20000,1436.20000,3698.60000,730.20000,4525.20000,5961.40000,23.20000,1998.50000,-909.00000,,-196.20000,5765.20000
2018-12-31,271.70000,613.10000,544.90000,124.50000,0.60000,1554.80000,1036.20000,2049.30000,239.40000,3495.40000,5050.20000,1488.60000,3236.50000,653.30000,3910.20000,5398.80000,23.20000,1835.50000,-920.40000,,-348.60000,5050.20000
2017-12-31,594.00000,727.70000,506.80000,33.90000,4.00000,1866.40000,998.40000,2023.40000,215.90000,3413.90000,5280.30000,1378.20000,3230.50000,490.80000,3749.80000,5128.00000,23.00000,1735.20000,-844.90000,,152.30000,5280.30000
2016-12-31,333.70000,544.70000,456.70000,54.50000,825.70000,2215.30000,889.60000,1923.00000,2190.50000,5200.20000,7415.50000,2119.00000,3762.60000,919.30000,4686.80000,6805.80000,22.80000,1040.00000,-949.10000,,609.70000,7415.50000
2015-12-31,351.70000,912.60000,660.80000,280.30000,10.30000,2215.70000,945.70000,3693.80000,345.10000,5189.30000,7405.00000,1807.10000,4266.80000,729.00000,5070.80000,6877.90000,22.60000,675.20000,-820.00000,,527.10000,7405.00000
2014-12-31,286.40000,1405.80000,688.50000,131.50000,106.40000,2618.60000,943.00000,3869.10000,399.60000,5334.60000,7953.20000,1727.20000,4282.00000,704.10000,5063.20000,6790.40000,22.50000,448.50000,-613.80000,,1162.80000,7953.20000
2013-12-31,992.40000,1274.30000,730.20000,84.90000,,3459.50000,1134.50000,4131.50000,387.40000,5716.50000,9176.00000,2700.80000,4116.40000,647.90000,5058.90000,7759.70000,22.40000,302.20000,,-277.40000,1416.30000,9176.00000
2012-12-31,679.60000,1313.90000,728.90000,86.60000,87.30000,3289.30000,1194.20000,4282.80000,415.10000,6042.40000,9331.70000,2335.00000,4540.80000,644.90000,5552.40000,7887.40000,22.30000,254.80000,,-164.90000,1444.30000,9331.70000
2011-12-31,703.60000,1314.20000,777.50000,119.70000,279.00000,3350.20000,1269.20000,6245.30000,455.00000,8081.80000,11432.00000,2506.20000,4966.70000,567.00000,5973.40000,8479.60000,22.10000,1766.50000,,-145.10000,2952.40000,11432.00000
2010-12-31,675.60000,697.10000,495.80000,25.30000,,2040.00000,948.30000,2023.90000,207.60000,3359.40000,5399.40000,1447.70000,1399.20000,142.90000,1550.10000,2997.80000,18.80000,1706.10000,,-110.30000,2401.60000,5399.40000
2009-12-31,694.50000,666.70000,469.40000,66.70000,,2073.40000,1010.70000,1948.70000,241.30000,3346.70000,5420.10000,1433.80000,1626.30000,153.30000,1786.00000,3219.80000,18.70000,1531.10000,,-112.70000,2200.30000,5420.10000
