,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,153.00000,3357.00000,1729.00000,392.00000,4219.00000,9850.00000,63460.00000,3402.00000,8163.00000,2539.00000,94393.00000,104243.00000,13450.00000,38914.00000,17300.00000,62912.00000,76362.00000,23605.00000,4065.00000,-1572.00000,27881.00000,104243.00000
2021-12-31,283.00000,2568.00000,1631.00000,328.00000,2459.00000,7269.00000,59774.00000,3326.00000,8189.00000,2129.00000,92321.00000,99590.00000,8673.00000,37426.00000,17915.00000,61999.00000,70672.00000,21610.00000,5373.00000,-1458.00000,28918.00000,99590.00000
2020-12-31,172.00000,2507.00000,1550.00000,309.00000,2348.00000,6886.00000,57848.00000,3338.00000,8146.00000,1950.00000,89019.00000,95905.00000,10843.00000,33957.00000,16985.00000,58601.00000,69444.00000,21258.00000,4189.00000,-1717.00000,26461.00000,95905.00000
2019-12-31,135.00000,2425.00000,1616.00000,296.00000,1624.00000,6096.00000,57200.00000,1713.00000,8080.00000,15183.00000,97727.00000,103823.00000,9940.00000,28998.00000,22211.00000,59850.00000,69790.00000,23824.00000,7576.00000,-1793.00000,34033.00000,103823.00000
2018-12-31,268.00000,2080.00000,1418.00000,265.00000,1130.00000,5161.00000,54560.00000,1622.00000,7080.00000,598.00000,72753.00000,77914.00000,7647.00000,31144.00000,9631.00000,48219.00000,55866.00000,12588.00000,9219.00000,-1700.00000,22048.00000,77914.00000
2017-12-31,120.00000,1786.00000,1477.00000,260.00000,691.00000,4334.00000,53758.00000,1871.00000,7090.00000,581.00000,72251.00000,76585.00000,9636.00000,30948.00000,9948.00000,47579.00000,57215.00000,9865.00000,7936.00000,-659.00000,19370.00000,76585.00000
2016-12-31,261.00000,1706.00000,1524.00000,194.00000,563.00000,4248.00000,49964.00000,1859.00000,7017.00000,487.00000,67362.00000,71610.00000,8115.00000,30231.00000,5710.00000,46655.00000,54770.00000,8550.00000,6854.00000,-799.00000,16840.00000,71610.00000
2015-12-31,607.00000,1369.00000,1348.00000,198.00000,667.00000,4189.00000,41554.00000,1591.00000,3864.00000,459.00000,54459.00000,58648.00000,8119.00000,23468.00000,4846.00000,36927.00000,45046.00000,6680.00000,6458.00000,-474.00000,13602.00000,58648.00000
2014-12-31,318.00000,1633.00000,1410.00000,167.00000,1287.00000,5615.00000,36270.00000,1365.00000,3614.00000,669.00000,48712.00000,54327.00000,7198.00000,21805.00000,4627.00000,35172.00000,42370.00000,5876.00000,6095.00000,-416.00000,11957.00000,54327.00000
2013-12-31,316.00000,1836.00000,1176.00000,192.00000,1642.00000,5940.00000,32628.00000,1199.00000,3646.00000,610.00000,44156.00000,50096.00000,6994.00000,19330.00000,4278.00000,31460.00000,38454.00000,5783.00000,6183.00000,-324.00000,11642.00000,50096.00000
2012-12-31,248.00000,1717.00000,1259.00000,326.00000,1017.00000,5140.00000,30773.00000,861.00000,3666.00000,649.00000,41698.00000,46838.00000,7763.00000,16851.00000,3711.00000,28450.00000,36213.00000,5493.00000,5790.00000,-877.00000,10625.00000,46838.00000
2011-12-31,102.00000,2035.00000,1348.00000,262.00000,1674.00000,5430.00000,29670.00000,845.00000,3778.00000,829.00000,40184.00000,45614.00000,6962.00000,17394.00000,3320.00000,27149.00000,34111.00000,5180.00000,6697.00000,-610.00000,11503.00000,45614.00000
2010-12-31,62.00000,2246.00000,1163.00000,277.00000,1652.00000,5400.00000,26713.00000,854.00000,3783.00000,1012.00000,37417.00000,42817.00000,5773.00000,15758.00000,3559.00000,25047.00000,30820.00000,5715.00000,6418.00000,-330.00000,11997.00000,42817.00000
2009-12-31,48.00000,2180.00000,1185.00000,405.00000,2999.00000,6817.00000,25592.00000,867.00000,4047.00000,514.00000,35737.00000,42554.00000,6833.00000,15481.00000,3294.00000,24536.00000,31369.00000,6525.00000,4686.00000,-211.00000,11185.00000,42554.00000
