,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,11770.00000,13477.00000,8827.00000,1168.00000,35242.00000,35657.00000,6466.00000,8244.00000,3081.00000,53448.00000,89904.00000,20020.00000,25634.00000,2418.00000,35765.00000,55785.00000,10.00000,26142.00000,2.00000,34119.00000,89904.00000
2021-12-31,10839.00000,11034.00000,8055.00000,568.00000,30496.00000,37440.00000,5409.00000,8256.00000,2400.00000,53505.00000,85373.00000,17898.00000,24968.00000,2361.00000,34859.00000,52757.00000,10.00000,12905.00000,-67.00000,32616.00000,85373.00000
2020-12-31,415.00000,5760.00000,7999.00000,14113.00000,28287.00000,39035.00000,5422.00000,8256.00000,2637.00000,55350.00000,85158.00000,15663.00000,28730.00000,3328.00000,40243.00000,55906.00000,10.00000,4650.00000,-512.00000,29252.00000,85158.00000
2019-12-31,1393.00000,7233.00000,9804.00000,12028.00000,30458.00000,40870.00000,6568.00000,15650.00000,3204.00000,66292.00000,98556.00000,16948.00000,28020.00000,2789.00000,39469.00000,56417.00000,10.00000,15990.00000,-320.00000,42139.00000,98556.00000
2018-12-31,1687.00000,5853.00000,9837.00000,646.00000,18023.00000,45058.00000,5898.00000,20184.00000,3777.00000,74917.00000,92940.00000,13216.00000,26980.00000,2827.00000,35675.00000,48891.00000,10.00000,14755.00000,-144.00000,44049.00000,92940.00000
2017-12-31,3011.00000,4695.00000,5550.00000,145.00000,13401.00000,26443.00000,4787.00000,3586.00000,830.00000,35646.00000,49047.00000,10478.00000,12322.00000,1765.00000,17741.00000,28219.00000,7.00000,12864.00000,-231.00000,20828.00000,49047.00000
2016-12-31,887.00000,3617.00000,5656.00000,241.00000,10401.00000,25765.00000,3827.00000,3587.00000,833.00000,34012.00000,44413.00000,7146.00000,10544.00000,1659.00000,17064.00000,24210.00000,7.00000,10206.00000,-234.00000,20203.00000,44413.00000
2015-12-31,1127.00000,2927.00000,5225.00000,192.00000,9471.00000,25164.00000,3622.00000,4019.00000,839.00000,33644.00000,43115.00000,6345.00000,11896.00000,1914.00000,17095.00000,23440.00000,7.00000,9752.00000,-318.00000,19675.00000,43115.00000
2014-12-31,1494.00000,4058.00000,5642.00000,145.00000,11339.00000,16261.00000,865.00000,1566.00000,394.00000,19086.00000,30425.00000,8579.00000,6575.00000,1867.00000,10456.00000,19035.00000,7.00000,7515.00000,-313.00000,11390.00000,30425.00000
2013-12-31,2292.00000,5559.00000,4689.00000,197.00000,12737.00000,13921.00000,463.00000,938.00000,326.00000,15648.00000,28385.00000,9824.00000,3373.00000,1552.00000,7229.00000,17053.00000,4.00000,5507.00000,-204.00000,11332.00000,28385.00000
2012-12-31,4860.00000,4610.00000,3449.00000,110.00000,13029.00000,12643.00000,321.00000,930.00000,300.00000,14194.00000,27223.00000,8203.00000,3342.00000,1523.00000,6915.00000,15118.00000,4.00000,3880.00000,-464.00000,12105.00000,27223.00000
2011-12-31,3079.00000,5461.00000,3320.00000,141.00000,12001.00000,12228.00000,302.00000,842.00000,372.00000,13744.00000,25745.00000,9591.00000,3292.00000,2047.00000,6649.00000,16240.00000,4.00000,898.00000,-879.00000,9505.00000,25745.00000
2010-12-31,2522.00000,4398.00000,3071.00000,65.00000,10056.00000,11724.00000,312.00000,837.00000,303.00000,13176.00000,23232.00000,8620.00000,268.00000,4733.00000,6368.00000,14988.00000,,,-623.00000,8244.00000,23232.00000
2009-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
