,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,584.00000,909.00000,876.00000,171.00000,2159.00000,4699.00000,27143.00000,,4294.00000,217.00000,33847.00000,38546.00000,5113.00000,161.00000,19244.00000,23391.00000,28504.00000,6.00000,709.00000,-31.00000,10042.00000,38546.00000
2021-12-31,1669.00000,691.00000,608.00000,132.00000,4255.00000,7355.00000,23484.00000,,4294.00000,225.00000,30324.00000,37679.00000,4287.00000,317.00000,19756.00000,23977.00000,28264.00000,6.00000,154.00000,-64.00000,9415.00000,37679.00000
2020-12-31,1018.00000,758.00000,500.00000,121.00000,523.00000,2920.00000,22362.00000,,4697.00000,1398.00000,30551.00000,33471.00000,4825.00000,11521.00000,5174.00000,20298.00000,25123.00000,6.00000,-845.00000,-90.00000,8348.00000,33471.00000
2019-12-31,1063.00000,808.00000,472.00000,123.00000,1471.00000,3937.00000,20624.00000,2408.00000,4882.00000,1561.00000,31592.00000,35529.00000,3978.00000,14244.00000,5020.00000,23192.00000,27170.00000,5.00000,632.00000,-98.00000,8359.00000,35529.00000
2018-12-31,4771.00000,1190.00000,394.00000,192.00000,478.00000,7025.00000,14044.00000,2482.00000,932.00000,559.00000,19984.00000,27009.00000,3302.00000,8682.00000,3728.00000,15649.00000,18951.00000,5.00000,349.00000,-108.00000,8058.00000,27009.00000
2017-12-31,1220.00000,1000.00000,397.00000,241.00000,537.00000,3395.00000,13057.00000,2472.00000,867.00000,598.00000,19341.00000,22736.00000,3069.00000,8195.00000,3610.00000,14979.00000,18048.00000,4.00000,543.00000,-68.00000,4688.00000,22736.00000
2016-12-31,1294.00000,770.00000,312.00000,161.00000,386.00000,2923.00000,12307.00000,2505.00000,862.00000,555.00000,18906.00000,21829.00000,3080.00000,7532.00000,2494.00000,15289.00000,18369.00000,4.00000,-668.00000,-71.00000,3460.00000,21829.00000
2015-12-31,1069.00000,765.00000,347.00000,140.00000,368.00000,2689.00000,11537.00000,2594.00000,840.00000,138.00000,18601.00000,21290.00000,2458.00000,7866.00000,2458.00000,15371.00000,17829.00000,4.00000,-657.00000,-66.00000,3461.00000,21290.00000
2014-12-31,1228.00000,1027.00000,379.00000,178.00000,456.00000,3268.00000,10502.00000,4521.00000,840.00000,179.00000,19932.00000,23200.00000,2792.00000,8009.00000,2411.00000,15860.00000,18652.00000,4.00000,461.00000,-86.00000,4548.00000,23200.00000
2013-12-31,975.00000,851.00000,285.00000,125.00000,422.00000,2658.00000,9593.00000,4518.00000,840.00000,172.00000,19212.00000,21870.00000,3019.00000,7817.00000,2163.00000,14522.00000,17541.00000,4.00000,258.00000,-90.00000,4329.00000,21870.00000
2012-12-31,1186.00000,775.00000,322.00000,216.00000,375.00000,2874.00000,13597.00000,405.00000,1468.00000,203.00000,19997.00000,22871.00000,3575.00000,8357.00000,2485.00000,14995.00000,18570.00000,4.00000,302.00000,-135.00000,4301.00000,22871.00000
2011-12-31,606.00000,773.00000,353.00000,192.00000,413.00000,2337.00000,12402.00000,472.00000,1696.00000,177.00000,19366.00000,21703.00000,2593.00000,8641.00000,2415.00000,14888.00000,17481.00000,4.00000,231.00000,-133.00000,4222.00000,21703.00000
2010-12-31,566.00000,973.00000,375.00000,274.00000,394.00000,2582.00000,11732.00000,468.00000,1696.00000,187.00000,17529.00000,20111.00000,2620.00000,9001.00000,2358.00000,14293.00000,16913.00000,4.00000,-789.00000,-117.00000,3198.00000,20111.00000
2009-12-31,1040.00000,790.00000,327.00000,223.00000,524.00000,2904.00000,10788.00000,463.00000,1696.00000,245.00000,16869.00000,19773.00000,3038.00000,9119.00000,2185.00000,14096.00000,17134.00000,4.00000,-912.00000,-124.00000,2639.00000,19773.00000
