,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1671.00000,1721.00000,2904.00000,1157.00000,7453.00000,15371.00000,,3423.00000,2179.00000,22046.00000,29499.00000,5175.00000,6687.00000,4955.00000,12049.00000,17224.00000,910.00000,16778.00000,-1830.00000,12275.00000,29499.00000
2021-12-31,2148.00000,2004.00000,2481.00000,1026.00000,7659.00000,15804.00000,,3569.00000,2056.00000,22495.00000,30154.00000,4806.00000,6989.00000,5192.00000,12803.00000,17609.00000,907.00000,16389.00000,-1175.00000,12545.00000,30154.00000
2020-12-31,2672.00000,2133.00000,2438.00000,761.00000,8004.00000,15742.00000,,3768.00000,2140.00000,22771.00000,30775.00000,3767.00000,7816.00000,5017.00000,13560.00000,17327.00000,863.00000,16120.00000,-740.00000,13448.00000,30775.00000
2019-12-31,2434.00000,1836.00000,2320.00000,873.00000,7463.00000,15337.00000,,3120.00000,1821.00000,21435.00000,28898.00000,3521.00000,7729.00000,3980.00000,12380.00000,15901.00000,859.00000,16408.00000,-1171.00000,12997.00000,28898.00000
2018-12-31,2355.00000,1940.00000,2037.00000,702.00000,7034.00000,14895.00000,376.00000,3228.00000,1021.00000,20471.00000,27505.00000,3311.00000,5994.00000,3652.00000,10308.00000,13619.00000,857.00000,16303.00000,-1010.00000,13886.00000,27505.00000
2017-12-31,4317.00000,1807.00000,1712.00000,991.00000,8827.00000,14017.00000,340.00000,2563.00000,934.00000,18667.00000,27494.00000,3209.00000,4749.00000,3017.00000,8515.00000,11724.00000,854.00000,15930.00000,-842.00000,15770.00000,27494.00000
2016-12-31,5291.00000,1481.00000,1471.00000,805.00000,9048.00000,12546.00000,336.00000,2373.00000,1271.00000,18851.00000,27899.00000,2751.00000,3646.00000,2805.00000,7188.00000,9939.00000,846.00000,16880.00000,-1676.00000,17960.00000,27899.00000
2015-12-31,4600.00000,1372.00000,1385.00000,912.00000,8269.00000,12648.00000,1975.00000,2086.00000,1493.00000,20258.00000,28527.00000,2814.00000,3890.00000,2242.00000,6850.00000,9664.00000,840.00000,13832.00000,-1811.00000,18863.00000,28527.00000
2014-12-31,6068.00000,1501.00000,1322.00000,1099.00000,10238.00000,12766.00000,1801.00000,1647.00000,1722.00000,19825.00000,30063.00000,2324.00000,3227.00000,2046.00000,6087.00000,8411.00000,836.00000,13021.00000,-1307.00000,21652.00000,30063.00000
2013-12-31,5235.00000,1253.00000,1270.00000,855.00000,8891.00000,9801.00000,5537.00000,1542.00000,473.00000,19587.00000,28478.00000,1746.00000,3272.00000,1483.00000,5521.00000,7267.00000,831.00000,11320.00000,44.00000,21211.00000,28478.00000
2012-12-31,6144.00000,1302.00000,1051.00000,619.00000,9695.00000,10625.00000,4915.00000,1496.00000,301.00000,19680.00000,29375.00000,1956.00000,3382.00000,1574.00000,5886.00000,7842.00000,825.00000,9932.00000,356.00000,21533.00000,29375.00000
2011-12-31,5825.00000,1082.00000,975.00000,347.00000,8677.00000,10671.00000,4726.00000,926.00000,196.00000,19171.00000,27848.00000,2097.00000,2364.00000,1361.00000,4622.00000,6719.00000,818.00000,9332.00000,-89.00000,21129.00000,27848.00000
2010-12-31,6350.00000,973.00000,738.00000,367.00000,8859.00000,8943.00000,4372.00000,716.00000,153.00000,16974.00000,25833.00000,1986.00000,2262.00000,1246.00000,4421.00000,6407.00000,813.00000,6881.00000,43.00000,19426.00000,25833.00000
2009-12-31,3583.00000,753.00000,579.00000,371.00000,5521.00000,7995.00000,3992.00000,676.00000,129.00000,15774.00000,21295.00000,1539.00000,1930.00000,1373.00000,4161.00000,5700.00000,808.00000,3636.00000,-401.00000,15595.00000,21295.00000
