,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,325.00000,2133.00000,2253.00000,266.00000,4977.00000,1461.00000,,603.00000,180.00000,2611.00000,7588.00000,2010.00000,2284.00000,120.00000,2843.00000,4853.00000,55.00000,10700.00000,-180.00000,2735.00000,7588.00000
2021-12-31,241.00000,1754.00000,1870.00000,146.00000,4011.00000,1424.00000,,622.00000,142.00000,2581.00000,6592.00000,1528.00000,2362.00000,87.00000,2904.00000,4432.00000,55.00000,9500.00000,-96.00000,2160.00000,6592.00000
2020-12-31,585.00000,1474.00000,1733.00000,127.00000,3919.00000,1395.00000,,619.00000,152.00000,2376.00000,6295.00000,1441.00000,2389.00000,100.00000,2761.00000,4202.00000,55.00000,8779.00000,-61.00000,2093.00000,6295.00000
2019-12-31,360.00000,1425.00000,1655.00000,115.00000,3555.00000,1400.00000,,733.00000,306.00000,2450.00000,6005.00000,1678.00000,1914.00000,247.00000,2267.00000,3945.00000,55.00000,8405.00000,-154.00000,2060.00000,6005.00000
2018-12-31,538.00000,1385.00000,1541.00000,93.00000,3557.00000,1352.00000,,884.00000,68.00000,2316.00000,5873.00000,1501.00000,2090.00000,86.00000,2279.00000,3780.00000,55.00000,7869.00000,-171.00000,2093.00000,5873.00000
2017-12-31,327.00000,1325.00000,1429.00000,125.00000,3206.00000,1392.00000,,1113.00000,71.00000,2598.00000,5804.00000,1507.00000,2248.00000,110.00000,2469.00000,3976.00000,55.00000,7405.00000,-135.00000,1828.00000,5804.00000
2016-12-31,274.14600,1223.09600,1406.47000,116.51700,3020.22900,1420.89100,,1113.27600,75.13600,2674.07800,5694.30700,1628.93700,1840.94600,192.55500,2159.60200,3788.53900,54.83000,7113.55900,-272.29400,1905.76800,5694.30700
2015-12-31,290.13600,1209.64100,1414.17700,134.68800,3048.64200,1431.24100,,1230.34600,63.53000,2809.11300,5857.75500,1788.53400,1388.41400,173.74100,1716.50700,3505.04100,54.83000,6802.13000,-221.09100,2352.71400,5857.75500
2014-12-31,226.64400,1172.92400,1356.39600,150.19800,2967.54900,1324.34600,,770.83500,203.60100,2315.50000,5283.04900,1261.71600,403.33300,238.44400,737.23210,1998.94800,54.83000,6335.99000,-96.67300,3284.10100,5283.04900
2013-12-31,430.64400,1101.65600,1305.52000,130.64600,3044.28500,1208.56200,,525.46700,471.80500,2222.04300,5266.32800,1195.79000,445.51300,184.60400,743.70200,1939.49200,54.83000,5822.61200,28.91400,3326.83600,5266.32800
2012-12-31,452.06300,940.02000,1301.93500,150.65500,2900.64000,1144.57300,,543.67000,374.17900,2113.95800,5014.59800,1080.00300,467.04800,230.90100,817.22900,1897.23200,54.83000,5278.57700,53.57800,3117.36600,5014.59800
2011-12-31,335.49100,888.69700,1268.64700,154.65500,2694.90000,1060.29500,,509.18300,350.85400,2021.16200,4716.06200,1387.92500,175.05500,328.58500,603.85800,1991.78300,54.83000,4806.11000,-28.73800,2724.27900,4716.06200
2010-12-31,313.45400,762.89500,991.57700,125.51800,2238.07100,963.67200,,387.23200,228.15800,1666.30600,3904.37700,869.30300,420.44600,244.45600,747.40400,1616.70700,54.83000,4326.76100,42.95100,2287.67000,3904.37700
2009-12-31,459.87100,624.91000,889.67900,115.03200,2131.51500,953.27100,3.50800,351.18200,207.38400,1594.81700,3726.33200,776.79900,437.50000,222.61900,722.33400,1499.13300,54.83000,3966.50800,12.37400,2227.19900,3726.33200
