,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1612.84300,440.89600,149.70800,60.82400,2264.27100,111.36700,313.10000,169.29100,798.63000,3084.28000,638.21900,1199.46500,139.41000,1620.48800,2258.70700,0.00100,17.33500,-10.88200,825.57300,3084.28000
2021-12-31,1016.65100,333.62600,74.40000,37.78400,1462.46100,82.16700,279.01200,118.72600,602.37500,2079.25600,439.79600,951.59400,70.51200,1209.29200,1649.08800,0.00100,-405.73700,-2.02000,430.16800,2079.25600
2020-12-31,679.37900,182.16500,41.76400,29.75600,933.06400,42.98500,53.59100,59.87500,249.35500,1200.10200,534.04300,4.89800,51.69500,182.06600,716.10900,0.00100,-51.18600,0.43400,483.99300,1200.10200
2019-12-31,296.10900,145.41300,32.05600,26.07900,499.65700,28.93600,55.36200,44.62000,203.44900,713.22300,199.31100,102.65900,38.83700,241.70000,441.01100,0.00100,-185.18100,-0.92300,272.21200,713.22300
2018-12-31,106.23700,78.93800,16.26700,20.86000,222.30200,20.99800,60.08900,36.54800,117.63500,339.93700,147.16100,81.62800,26.46100,185.00000,332.16100,0.00100,-346.30200,0.74200,7.77600,339.93700
2017-12-31,29.14400,65.34600,25.99900,9.95700,130.44600,26.48300,4.17900,8.03900,38.70100,169.14700,91.74100,32.32200,24.26900,86.53200,178.27300,0.00100,-295.72700,-0.65600,-9.12600,169.14700
2016-12-31,17.76400,61.01900,31.96000,7.12100,117.86400,31.44000,4.60900,9.66300,45.71200,163.57600,82.77200,20.76800,24.84300,79.50400,162.27600,0.00100,-250.53500,-0.29200,1.30000,163.57600
2015-12-31,28.45200,46.09900,40.80000,6.41700,121.76800,32.11800,5.96500,5.67700,43.76000,165.52800,72.84800,,26.11600,51.23100,124.07900,,-183.07300,-0.21000,41.44900,165.52800
2014-12-31,42.03200,45.11900,21.59000,6.15500,114.89600,30.82400,5.55600,0.91600,37.29600,152.19200,58.70600,,29.92200,46.53400,105.24000,,-160.99100,-0.07900,46.95200,152.19200
2013-12-31,38.19000,32.08400,16.58000,3.65500,90.50900,24.85300,0.28600,1.02100,26.16000,116.66900,33.36500,5.17000,26.64400,43.09800,76.46300,,-152.93900,0.22900,40.20600,116.66900
2012-12-31,45.29400,27.74300,19.84300,2.11800,94.99800,25.54100,,1.75200,27.29300,122.29100,33.85500,8.67700,15.56700,31.78100,65.63600,,-127.02600,0.05200,56.65500,122.29100
2011-12-31,51.52400,17.77100,11.22800,1.26400,81.78700,18.41100,,6.04400,24.45500,106.24200,52.37000,29.35000,6.87800,39.89800,92.26800,,-88.80800,0.08300,13.97400,106.24200
2010-12-31,39.99300,8.02400,4.52100,0.41800,52.95600,6.10300,,0.44500,6.54800,59.50400,13.20300,4.33600,2.44000,7.82000,21.02300,0.00000,-56.51800,,38.48100,59.50400
2009-12-31,8.64200,6.36900,1.48300,0.18900,16.68300,3.89400,,0.37000,4.26400,20.94700,5.67900,0.23300,1.23300,1.64100,7.32000,47.85900,-34.74100,,13.62700,20.94700
