,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,428.50500,3674.52500,103.26500,249.56900,1080.20600,5536.07000,2030.46400,5045.37600,622.73600,7928.26700,13464.34000,3406.19400,3692.43200,567.51900,4659.32400,8065.51800,0.00200,4163.21200,-310.67700,5398.81900,13464.34000
2021-12-31,229.09700,3400.31800,84.65900,215.05000,803.45300,4732.57700,1919.69700,5330.06600,632.24400,8122.61200,12855.19000,3164.96000,3724.47400,487.30900,4573.30800,7738.26800,0.00200,3714.84300,-237.68900,5116.92100,12855.19000
2020-12-31,184.62000,2716.08300,50.47200,183.38200,453.83200,3588.38900,1560.65600,2556.66900,435.71300,4809.88300,8398.27200,2138.55600,1174.29400,391.22100,1910.74400,4049.30000,0.00200,3264.96700,-232.99700,4348.97200,8398.27200
2019-12-31,164.79800,2747.91100,55.71900,261.29000,601.26800,3830.98600,1386.65400,2436.40900,393.26400,4500.69600,8331.68200,2263.04900,1292.19500,311.30700,2014.80200,4277.85100,,2854.27100,-241.81800,4053.83100,8331.68200
2018-12-31,78.68700,2354.73700,107.73200,208.05700,576.89100,3326.10400,1276.03200,2180.05900,293.59200,3749.68300,7075.78700,1806.12700,1040.53200,404.56000,1664.20700,3470.33400,0.00200,2477.29100,-286.04800,3605.45300,7075.78700
2017-12-31,138.28500,1985.07700,80.89000,168.36300,497.29200,2869.90700,1288.60200,2131.77900,189.86600,3610.24700,6480.15400,1492.06700,670.72100,342.35600,1192.45800,2684.52500,0.00200,2191.05900,-203.39500,3795.62900,6480.15400
2016-12-31,112.18300,1500.11500,88.54800,114.59100,473.30800,2288.74500,1174.09400,1790.19200,101.02800,3065.31400,5354.05900,1205.22800,353.56200,259.73300,806.12900,2011.35700,0.00100,1876.08100,-271.67300,3342.70200,5354.05900
2015-12-31,128.77100,1621.13300,75.28500,134.58500,317.74500,2277.51900,1101.95900,1757.73200,76.33300,2936.02400,5213.54300,1203.74400,475.36400,260.12900,921.98400,2125.72800,0.00200,1677.69800,-294.68900,3087.81500,5213.54300
2014-12-31,190.51500,1801.11000,38.92100,161.02400,290.44700,2495.70400,1099.57400,1840.27900,818.02600,3757.87900,6253.58300,1106.31100,72.48900,333.26200,621.73200,1728.04300,0.00200,1366.79100,-123.29000,4525.54000,6253.58300
2013-12-31,488.77700,1439.11500,31.87700,140.07100,213.47800,2313.31800,1205.60800,1988.59400,285.72500,3479.92700,5793.24500,1042.46700,1.05300,264.15000,509.45900,1551.92600,0.00200,1070.07700,-37.23600,4241.31900,5793.24500
2012-12-31,394.70100,1328.08100,38.26100,97.90700,342.77700,2201.72700,1045.98300,1721.48100,171.56600,2939.03000,5140.75700,881.17900,,262.61200,487.66200,1368.84100,0.00200,668.15600,14.45300,3771.91600,5140.75700
2011-12-31,315.34900,959.88700,62.51900,105.00100,189.16700,1765.15400,938.90200,1671.68700,323.37100,2933.96000,4699.11400,781.07600,,295.13100,528.77500,1309.85100,0.00200,361.52700,0.71000,3389.26300,4699.11400
2010-12-31,539.22100,766.38700,51.75400,103.52700,135.47500,1596.36400,900.76800,1755.22200,88.85800,2744.84800,4341.21200,500.39500,,261.69800,473.89800,974.29300,0.00200,229.01200,14.12200,3366.91900,4341.21200
2009-12-31,699.62900,688.26000,33.45100,100.21300,61.23900,1582.79200,854.43700,1634.38000,45.34500,2534.16200,4116.95400,495.68800,126.60800,216.52200,510.70500,1006.39300,0.00200,75.83600,3.50200,3110.56100,4116.95400
