,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,25.20000,683.60000,672.90000,47.80000,412.50000,1842.00000,22136.50000,2336.60000,675.20000,27647.90000,29489.90000,3493.80000,9905.70000,3967.50000,16502.80000,19996.60000,7219.70000,2298.50000,-34.50000,9493.30000,29489.90000
2021-12-31,26.20000,568.60000,566.70000,49.30000,499.50000,1710.30000,21002.60000,2336.60000,711.20000,26810.20000,28520.50000,3102.90000,9297.90000,3955.60000,16175.90000,19278.80000,7205.50000,2082.90000,-44.00000,9241.70000,28520.50000
2020-12-31,144.90000,696.80000,504.50000,48.20000,229.90000,1624.30000,19951.00000,2336.60000,682.60000,25490.50000,27114.80000,2355.80000,9190.90000,3848.70000,16040.50000,18396.30000,7080.00000,1702.80000,-49.40000,8718.50000,27114.80000
2019-12-31,23.20000,653.00000,481.60000,78.20000,231.70000,1467.70000,19184.40000,2336.60000,673.50000,24508.20000,25975.90000,2335.90000,8765.50000,3191.80000,15094.70000,17430.60000,7070.40000,1551.50000,-50.00000,8545.30000,25975.90000
2018-12-31,160.30000,626.70000,511.00000,79.10000,303.90000,1681.00000,18782.50000,2338.90000,565.70000,23917.10000,25598.10000,2867.20000,6687.40000,3092.80000,12740.20000,15607.40000,8685.20000,1346.00000,-3.00000,9990.70000,25598.10000
2017-12-31,3.40000,290.70000,293.60000,39.80000,99.50000,727.00000,9553.80000,,421.10000,10897.40000,11624.40000,823.70000,3769.00000,1607.30000,6940.30000,7764.00000,2734.80000,1173.30000,,3860.40000,11624.40000
2016-12-31,3.06600,301.57900,300.12500,16.52800,147.08400,768.38200,9248.35900,,507.73200,10718.69000,11487.07000,1047.19300,3499.87900,630.97000,6606.69100,7653.88400,708.95600,1078.60200,,3833.19000,11487.07000
2015-12-31,3.23100,258.28600,301.29400,16.86400,137.46600,717.14100,8524.90200,,528.25400,9988.52500,10705.67000,836.93500,3302.04700,631.22400,6196.76800,7033.70700,706.76700,945.83000,,3671.96300,10705.67000
2014-12-31,4.55600,267.32700,247.40600,15.79300,134.32100,669.40300,8162.90800,,517.35000,9619.50300,10288.91000,849.63100,3353.64500,594.81000,6137.96800,6987.59900,658.43700,855.29900,,3301.30700,10288.91000
2013-12-31,4.48700,250.03600,239.51100,15.82100,159.01600,706.82500,7551.91600,,542.76600,8890.31300,9597.13800,955.42600,3163.76000,522.45000,5573.18100,6528.60700,641.27100,724.77600,,3068.53100,9597.13800
2012-12-31,5.82900,224.43900,249.01600,15.84700,147.94400,643.07500,7013.76500,,569.86000,8622.15600,9265.23100,846.14100,3042.01400,512.60200,5508.83400,6354.97600,632.51900,606.64900,,2910.25500,9265.23100
2011-12-31,3.53900,231.76200,229.11800,13.07800,155.69400,633.58500,6411.92200,,584.80200,8049.26600,8682.85100,827.28700,2740.39200,447.17600,5054.82300,5882.11000,628.49200,501.21600,,2800.74100,8682.85100
2010-12-31,0.92800,244.37900,206.86700,12.41300,106.77400,601.60900,5964.43900,,599.01500,7478.02900,8079.63800,782.84600,2769.03300,429.64700,4886.41900,5669.26500,560.64000,423.64700,,2410.37300,8079.63800
2009-12-31,3.86000,261.38600,193.83100,11.83000,150.64800,629.48200,5771.74000,,253.45500,6896.00100,7525.48300,682.47800,2600.03400,341.85500,4576.22000,5258.69800,545.36000,360.19900,,2266.78500,7525.48300
