,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,8146.00000,1795.00000,5180.00000,492.00000,15613.00000,32627.00000,,1601.00000,35480.00000,51093.00000,6345.00000,9583.00000,6025.00000,19877.00000,26222.00000,161.00000,-3907.00000,-320.00000,24871.00000,51093.00000
2021-12-31,8068.00000,1742.00000,4497.00000,523.00000,14830.00000,30345.00000,,1460.00000,33192.00000,48022.00000,5892.00000,9078.00000,5799.00000,19111.00000,25003.00000,160.00000,-7375.00000,-388.00000,23019.00000,48022.00000
2020-12-31,3657.00000,1412.00000,3893.00000,341.00000,9303.00000,29818.00000,,1560.00000,32841.00000,42144.00000,3417.00000,9677.00000,5974.00000,20059.00000,23476.00000,159.00000,-11681.00000,-583.00000,18668.00000,42144.00000
2019-12-31,2020.00000,1167.00000,4073.00000,655.00000,7915.00000,29584.00000,,1885.00000,32894.00000,40809.00000,3209.00000,9821.00000,6121.00000,20152.00000,23361.00000,158.00000,-12280.00000,-676.00000,17448.00000,40809.00000
2018-12-31,4217.00000,1322.00000,4503.00000,422.00000,10464.00000,28010.00000,,2172.00000,31752.00000,42216.00000,3329.00000,11124.00000,5839.00000,20995.00000,24324.00000,158.00000,-12041.00000,-605.00000,17892.00000,42216.00000
2017-12-31,4526.00000,1665.00000,4149.00000,286.00000,10626.00000,22994.00000,,2273.00000,26676.00000,37302.00000,4914.00000,11815.00000,5614.00000,21092.00000,26006.00000,158.00000,-14722.00000,-487.00000,11296.00000,37302.00000
2016-12-31,4245.00000,2005.00000,3642.00000,543.00000,10435.00000,23219.00000,,1956.00000,26882.00000,37317.00000,4265.00000,14795.00000,5232.00000,23795.00000,28060.00000,157.00000,-16540.00000,-548.00000,9257.00000,37317.00000
2015-12-31,177.00000,2129.00000,4075.00000,1081.00000,7462.00000,23986.00000,,6373.00000,39115.00000,46577.00000,4307.00000,19675.00000,6220.00000,30226.00000,34533.00000,137.00000,-12387.00000,-503.00000,12044.00000,46577.00000
2014-12-31,464.00000,2563.00000,5361.00000,657.00000,9045.00000,26220.00000,,1956.00000,49629.00000,58674.00000,5172.00000,18371.00000,5508.00000,31028.00000,36200.00000,117.00000,128.00000,-544.00000,22474.00000,58674.00000
2013-12-31,1985.00000,2562.00000,5018.00000,407.00000,9972.00000,24042.00000,1916.00000,1798.00000,53501.00000,63473.00000,4773.00000,20394.00000,4949.00000,33469.00000,38242.00000,117.00000,2742.00000,-405.00000,25231.00000,63473.00000
2012-12-31,3705.00000,1629.00000,4576.00000,387.00000,10297.00000,20999.00000,,2189.00000,25143.00000,35440.00000,3343.00000,3525.00000,3771.00000,10786.00000,14129.00000,107.00000,2399.00000,-506.00000,21311.00000,35440.00000
2011-12-31,4822.00000,1142.00000,3869.00000,214.00000,10047.00000,18449.00000,,1213.00000,22023.00000,32070.00000,2940.00000,3533.00000,3789.00000,10577.00000,13517.00000,107.00000,546.00000,-465.00000,18553.00000,32070.00000
2010-12-31,3738.00000,2425.00000,3434.00000,254.00000,9851.00000,16785.00000,328.00000,797.00000,19535.00000,29386.00000,3763.00000,4660.00000,3530.00000,11063.00000,14826.00000,107.00000,-2590.00000,-323.00000,14560.00000,29386.00000
2009-12-31,2656.00000,1803.00000,2870.00000,104.00000,7433.00000,16195.00000,347.00000,700.00000,18563.00000,25996.00000,3002.00000,6330.00000,3404.00000,12237.00000,15239.00000,98.00000,-5805.00000,-273.00000,10757.00000,25996.00000
