,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-03-31,2911.93900,579.43300,13.22400,272.72400,81.39400,3871.08800,242.03900,941.02910,445.16800,2675.13100,6546.21900,2104.96400,,349.38800,631.59600,2736.56000,1.39000,2288.99300,-57.34500,3809.65900,6546.21900
2021-03-31,3270.39800,552.76200,17.74200,320.64600,43.44300,4220.51500,149.36400,656.89700,255.58100,1807.70300,6028.21800,2234.71500,,264.63800,461.61100,2696.32600,1.37600,1870.97100,-8.66400,3331.89200,6028.21800
2020-03-31,2548.27100,592.55500,19.10800,273.50300,40.31600,3493.35100,131.88800,437.75400,213.10100,1455.48100,4948.83200,2038.53900,,190.65100,371.04900,2409.58800,1.35900,1282.08500,-58.37600,2539.24400,4948.83200
2019-03-31,2136.47100,395.72900,28.20000,186.68800,28.88000,2827.83500,127.88200,454.83200,94.34800,1415.23000,4243.06500,1951.79400,,229.63300,250.69100,2202.48500,1.34600,877.62600,-37.18900,2040.58000,4243.06500
2018-03-31,1861.77700,247.64900,15.16200,133.45400,33.28400,2409.17700,102.47800,503.21100,51.95700,1328.66400,3737.84100,1726.92900,8.06800,158.28500,521.94200,2248.87100,1.32700,73.51600,-15.73200,1488.97000,3737.84100
2017-03-31,1730.14600,219.55800,16.32300,59.59300,41.72100,2195.24200,67.30000,469.37700,35.32500,953.91200,3149.15400,1685.89200,251.92900,197.19900,459.53400,2145.42600,1.19800,-99.69400,-47.14200,1003.72800,3149.15400
2016-03-31,1530.73100,168.52700,15.88800,53.26900,178.38700,2045.27600,77.12700,221.68900,13.43900,545.00100,2590.27700,1220.41100,497.93500,74.22700,788.48100,2008.89200,1.03800,-166.99700,-37.89600,581.38500,2590.27700
2015-03-31,1267.72700,217.86000,20.05100,54.05700,163.38500,1779.85900,69.79200,222.05700,12.16700,448.21400,2228.07300,966.26000,473.03000,61.07700,698.72500,1664.98500,1.04600,-158.69500,-30.62400,563.08800,2228.07300
2014-03-31,1129.23900,53.14300,29.78000,66.07300,116.20300,1399.44000,42.57200,231.81800,15.43600,400.19000,1799.63000,474.82000,454.03100,50.84500,523.00400,997.82400,1.05200,120.77500,2.11600,801.80600,1799.63000
2013-03-31,409.99100,189.59600,30.21800,37.39200,198.95500,866.15200,25.36200,234.81900,56.26500,411.68700,1277.83900,336.99900,335.20200,17.08700,352.84500,689.84400,0.93700,-240.83000,-4.57200,587.99500,1277.83900
2012-03-31,420.27900,45.03500,22.47700,44.60200,211.22400,743.61700,18.94900,244.43500,37.67100,405.81000,1149.42700,218.72500,316.34000,16.31600,334.97500,553.70000,0.90200,-211.33900,6.73300,595.72700,1149.42700
2011-03-31,280.35900,84.21700,24.57800,45.77300,131.67600,566.60300,19.63200,243.00300,4.10100,405.05600,971.65900,230.88800,107.23900,14.99800,125.49200,356.38000,0.86100,-102.52300,10.45900,615.27900,971.65900
2010-03-31,145.83800,74.13500,24.47900,60.35800,114.60800,426.60000,23.57100,239.01800,10.74700,412.67600,839.27600,209.86700,99.86500,7.98000,108.78600,318.65300,0.84000,-150.98100,-3.71300,520.62300,839.27600
2009-10-31,102.08300,181.06500,26.68700,56.28700,167.34100,628.56700,27.04900,244.10500,31.88600,378.56100,1007.12800,354.29300,97.06300,10.14600,107.20900,461.50200,0.81900,-122.17900,8.19200,545.62600,1007.12800
