,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-01-31,6226.76500,632.16000,5961.57300,438.09900,13258.60000,5270.82700,96.66200,796.46700,15202.86000,28461.46000,10468.14000,3354.84100,1015.72000,11990.33000,22458.47000,1181.18900,5508.95300,-687.15000,6002.99200,28461.46000
2021-01-31,10469.57000,497.40100,4337.38900,434.97700,15739.34000,5036.09600,98.99800,821.93500,15074.22000,30813.55000,10803.67000,5332.92100,1063.90200,14177.20000,24980.87000,1204.69800,4973.54200,-606.07100,5832.68400,30813.55000
2020-01-31,3216.75200,433.23000,4872.59200,368.04800,8890.62200,5325.04800,95.54600,761.32300,15254.38000,24145.00000,7150.24700,2236.62500,851.11600,11046.54000,18196.79000,1199.10000,5422.28300,-673.17100,5948.21200,24145.00000
2019-01-31,3030.22900,346.29800,4579.03300,513.66200,8469.22200,5255.20800,97.55200,497.58000,5856.80700,14326.03000,5531.37400,2233.61600,1354.24200,3746.04900,9277.42300,1217.18300,4461.74400,-630.32100,5048.60600,14326.03000
2018-01-31,3264.64200,327.16600,4187.24300,706.67600,8485.72700,5006.05300,100.06900,459.60800,5572.28800,14058.01000,5125.53700,2230.60700,1320.50500,3784.16900,8909.70600,1256.01800,4334.15000,-441.85900,5148.30900,14058.01000
2017-01-31,3473.09100,258.83100,3644.95900,373.89300,7750.77400,4532.89400,195.87100,398.07600,5133.03400,12883.81000,4757.65600,2227.59900,1073.95400,3615.55300,8373.20900,646.31900,4558.50600,-694.22600,4510.59900,12883.81000
2016-01-31,2447.78600,238.07200,3695.11300,391.58900,6772.56000,4137.57500,193.91100,372.55400,4717.87200,11490.43000,4402.23000,1615.00300,881.02100,2781.12600,7183.35500,663.49600,4311.05100,-667.47200,4307.07500,11490.43000
2015-01-31,2776.39800,226.29900,3217.92300,356.82400,6577.44400,3868.36500,309.87000,210.53900,4411.30600,10988.75000,3929.63400,1623.86400,888.13700,2794.88600,6724.52000,684.73300,4133.88200,-554.38500,4264.23000,10988.75000
2014-01-31,2444.44800,210.09400,2966.49000,345.32700,6067.99800,3594.50100,312.68700,194.32800,4133.02400,10201.02000,3517.84300,1274.21600,732.99900,2453.28600,5971.12900,705.01700,3724.40800,-199.53200,4229.89300,10201.02000
2013-01-31,2047.81000,222.78800,3014.21400,330.51200,5711.54300,3223.24200,316.26900,260.80100,3800.31200,9511.85500,3760.59600,774.55200,961.28400,2085.32200,5845.91800,723.90200,3155.42700,-213.39200,3665.93700,9511.85500
2012-01-31,1601.80300,204.30400,2950.52300,270.13300,5132.63200,2706.37700,179.93500,253.91300,3148.97300,8281.60500,3063.42300,784.62300,861.76800,2008.89200,5072.31500,746.70200,2655.16300,-192.57500,3209.29000,8281.60500
2011-01-31,1818.01200,200.14700,2765.46400,249.83200,5099.52700,2449.80100,179.93600,231.51800,2872.23600,7971.76300,3133.12100,787.51700,709.32100,1738.74300,4871.86400,389.65700,2801.99700,-91.75500,3099.89900,7971.76300
2010-01-31,1745.24300,148.12600,2532.31800,255.70700,4803.85600,2273.88200,179.79400,193.23000,2660.12100,7463.97700,2894.98600,790.16900,697.09900,1679.71500,4574.70100,409.38600,2614.01400,-134.12400,2889.27600,7463.97700
2009-01-31,453.52700,143.50000,2619.33600,274.09100,3626.12900,2185.75600,179.52800,171.38100,2552.11300,6178.24200,2767.89100,383.78200,765.00400,1275.79400,4043.68500,412.82200,1939.51600,-217.78100,2134.55700,6178.24200
