,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,269.28200,698.61300,4915.26200,163.69500,6046.85200,1690.13900,1611.37200,62.42900,5971.63000,12018.48000,5370.38900,1188.28300,87.21400,3969.81200,9340.20100,0.00800,4744.62400,-45.14300,2678.28100,12018.48000
2021-12-31,601.42800,782.78500,4659.01800,232.24500,6275.47600,1528.31100,1644.96100,73.65100,5918.73300,12194.21000,5180.30700,1034.32000,103.03400,3885.61100,9065.91800,0.00800,4605.79100,-22.62700,3128.29100,12194.21000
2020-12-31,834.99200,749.99900,4538.19900,146.81100,6270.00100,1462.60200,1674.71700,52.32900,5569.63500,11839.64000,4743.91500,1032.98400,146.28100,3536.20900,8280.12400,0.00800,4196.63400,-26.75900,3559.51200,11839.64000
2019-12-31,418.66500,689.46900,4432.16800,155.24100,5695.54300,1433.21300,1701.99600,52.44800,5552.98200,11248.53000,4477.70200,747.32000,123.25000,3221.74200,7699.44400,0.00800,3772.84800,-34.56900,3549.08100,11248.53000
2018-12-31,896.52700,624.97200,4362.54700,198.40800,6082.45400,1368.98500,1540.83000,48.37900,2958.19400,9040.64800,3885.95000,1045.72000,239.81200,1603.88500,5489.83500,0.00800,3326.15500,-44.19300,3550.81300,9040.64800
2017-12-31,546.93700,606.35700,4168.49200,105.10600,5426.89200,1394.13800,1591.96700,69.30400,3055.40900,8482.30100,3480.09700,1044.32700,239.06100,1587.00800,5067.10500,0.00800,2920.09600,-24.95400,3415.19600,8482.30100
2016-12-31,135.17800,641.25200,4325.86800,70.46600,5172.76400,1446.34000,1631.78000,64.14900,3142.26900,8315.03300,3676.04600,1042.94900,225.56400,1722.79500,5398.84100,0.00800,2462.93500,-39.70100,2916.19200,8315.03300
2015-12-31,90.78200,597.78800,4174.76800,77.40800,4940.74600,1434.57700,1676.60900,75.76900,3186.95500,8127.70100,3797.47700,1206.29700,229.35400,1869.57600,5667.05300,0.00700,2021.07700,-44.05900,2460.64800,8127.70100
2014-12-31,104.67100,579.82500,3936.95500,119.58900,4741.04000,1432.03000,1743.55100,45.73700,3221.31800,7962.35800,3654.41600,1636.31100,222.36800,2305.03000,5959.44600,0.00700,1565.34100,-12.33700,2002.91200,7962.35800
2013-12-31,1112.47100,277.59500,2556.55700,42.76100,3989.38400,1283.97000,249.70700,41.71300,1575.39000,5564.77400,2764.78500,1052.66800,231.11600,1283.78400,4048.56900,0.00700,1089.11200,3.68300,1516.20500,5564.77400
2012-12-31,598.11100,229.86600,2308.60900,47.61400,3184.20000,1291.75900,105.23400,32.62100,1429.61400,4613.81400,2559.63800,604.46100,239.02100,843.48200,3403.12000,0.00700,714.90000,2.66700,1210.69400,4613.81400
2011-12-31,57.90100,140.00700,2043.15800,52.75400,2293.82000,1223.09900,107.76900,31.06600,1361.93400,3655.75400,2187.87500,415.13600,204.82900,619.96500,2807.84000,0.01100,1989.62900,2.80400,847.91400,3655.75400
2010-12-31,59.20900,124.22700,1863.87000,76.96500,2124.27100,1143.17000,59.74700,27.02900,1229.94600,3354.21700,1848.04900,300.85100,165.94300,466.79400,2314.84300,0.01100,1612.92700,-1.59700,1039.37400,3354.21700
2009-12-31,100.01800,92.56000,1631.86700,63.17300,1887.61800,1100.33800,60.80600,24.20100,1185.34500,3072.96300,1466.02700,202.92700,121.64400,324.57100,1790.59800,0.01000,1287.26800,-6.69900,1282.36500,3072.96300
