,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,410.00000,3487.00000,403.00000,268.00000,1344.00000,5912.00000,47782.00000,15677.00000,1946.00000,3038.00000,72007.00000,78574.00000,9899.00000,24548.00000,7753.00000,39419.00000,49318.00000,12160.00000,14201.00000,-135.00000,29256.00000,78574.00000
2021-12-31,578.00000,2571.00000,389.00000,260.00000,577.00000,4375.00000,43894.00000,14472.00000,1972.00000,3204.00000,67076.00000,72045.00000,10035.00000,21068.00000,7289.00000,34591.00000,44626.00000,11862.00000,13548.00000,-318.00000,27419.00000,72045.00000
2020-12-31,982.00000,2114.00000,308.00000,215.00000,892.00000,4511.00000,40003.00000,13828.00000,1804.00000,2512.00000,61569.00000,66623.00000,6839.00000,21781.00000,7020.00000,34850.00000,41689.00000,7053.00000,13673.00000,-500.00000,24934.00000,66623.00000
2019-12-31,139.00000,1860.00000,277.00000,161.00000,457.00000,3339.00000,36452.00000,13622.00000,1815.00000,2827.00000,61735.00000,65665.00000,9150.00000,20785.00000,7167.00000,34710.00000,43860.00000,7480.00000,11130.00000,-939.00000,21805.00000,65665.00000
2018-12-31,137.00000,1632.00000,258.00000,,1159.00000,3645.00000,34439.00000,11972.00000,1826.00000,2332.00000,56993.00000,60638.00000,7523.00000,20903.00000,6970.00000,33867.00000,41390.00000,5540.00000,10104.00000,-764.00000,19248.00000,60638.00000
2017-12-31,350.00000,1731.00000,307.00000,,953.00000,3341.00000,36503.00000,2527.00000,2993.00000,1952.00000,47113.00000,50454.00000,6635.00000,16445.00000,6689.00000,28679.00000,35314.00000,3149.00000,10147.00000,-626.00000,15140.00000,50454.00000
2016-12-31,415.00000,1623.00000,258.00000,,814.00000,3110.00000,32931.00000,2097.00000,2912.00000,1456.00000,44676.00000,47786.00000,5927.00000,14429.00000,6035.00000,26618.00000,32545.00000,2982.00000,10717.00000,-748.00000,15241.00000,47786.00000
2015-12-31,430.00000,1509.00000,298.00000,,654.00000,2891.00000,28039.00000,2905.00000,1223.00000,1311.00000,38259.00000,41150.00000,4612.00000,13134.00000,5308.00000,23959.00000,28571.00000,2621.00000,9994.00000,-806.00000,12579.00000,41150.00000
2014-12-31,581.00000,1477.00000,396.00000,,1425.00000,4184.00000,25902.00000,2848.00000,1346.00000,4240.00000,35467.00000,39651.00000,5069.00000,12086.00000,5188.00000,22482.00000,27551.00000,2484.00000,9339.00000,-497.00000,12100.00000,39651.00000
2013-12-31,928.00000,1611.00000,287.00000,,870.00000,3997.00000,25460.00000,1575.00000,1450.00000,3728.00000,33247.00000,37244.00000,4369.00000,11253.00000,5090.00000,21025.00000,25394.00000,2409.00000,8827.00000,-228.00000,11850.00000,37244.00000
2012-12-31,521.00000,1613.00000,408.00000,,1005.00000,3695.00000,25191.00000,1516.00000,1547.00000,900.00000,32804.00000,36499.00000,4258.00000,11621.00000,5149.00000,21558.00000,25816.00000,2217.00000,8441.00000,-376.00000,10683.00000,36499.00000
2011-12-31,276.00000,1345.00000,346.00000,,365.00000,2332.00000,23465.00000,1671.00000,1484.00000,1307.00000,30917.00000,33249.00000,4152.00000,10078.00000,4996.00000,18919.00000,23071.00000,2104.00000,8162.00000,-489.00000,10178.00000,33249.00000
2010-12-31,1043.00000,1314.00000,258.00000,,663.00000,3353.00000,19876.00000,2951.00000,540.00000,627.00000,26930.00000,30283.00000,3786.00000,8980.00000,4661.00000,17259.00000,21045.00000,2036.00000,7329.00000,-330.00000,9238.00000,30283.00000
2009-12-31,145.00000,1665.00000,197.00000,,278.00000,2295.00000,18281.00000,4323.00000,524.00000,608.00000,26217.00000,28512.00000,3888.00000,7460.00000,4475.00000,15373.00000,19261.00000,2418.00000,6971.00000,-369.00000,9251.00000,28512.00000
