,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,2031.00000,5528.00000,2510.00000,,1616.00000,11685.00000,3042.00000,963.00000,21969.00000,4499.00000,30473.00000,42158.00000,11239.00000,7426.00000,5733.00000,13517.00000,24756.00000,7.00000,1151.00000,-911.00000,17402.00000,42158.00000
2021-09-30,1336.00000,5613.00000,2057.00000,,992.00000,9998.00000,3228.00000,1066.00000,23884.00000,3714.00000,31892.00000,41890.00000,9098.00000,7506.00000,5905.00000,14039.00000,23137.00000,7.00000,2025.00000,-434.00000,18753.00000,41890.00000
2020-09-30,1951.00000,5294.00000,1773.00000,,1035.00000,10053.00000,3059.00000,914.00000,23288.00000,3501.00000,30762.00000,40815.00000,8248.00000,7526.00000,5368.00000,14034.00000,22282.00000,8.00000,2469.00000,-776.00000,18533.00000,40815.00000
2019-09-30,2805.00000,5770.00000,1814.00000,,2004.00000,12393.00000,3348.00000,853.00000,23810.00000,1883.00000,29894.00000,42287.00000,9070.00000,6708.00000,4636.00000,12388.00000,21458.00000,8.00000,4827.00000,-795.00000,20829.00000,42287.00000
2018-09-30,185.00000,5622.00000,1819.00000,,4197.00000,11823.00000,3300.00000,848.00000,24568.00000,8258.00000,36974.00000,48797.00000,11250.00000,9623.00000,4850.00000,15089.00000,26339.00000,10.00000,6604.00000,-946.00000,22458.00000,48797.00000
2017-09-30,321.00000,6666.00000,3209.00000,,2096.00000,12292.00000,6121.00000,1191.00000,26429.00000,5851.00000,39592.00000,51884.00000,11854.00000,11964.00000,5541.00000,18663.00000,30517.00000,9.00000,5231.00000,-473.00000,21367.00000,51884.00000
2016-09-30,579.00000,6394.00000,2888.00000,,7248.00000,17109.00000,5632.00000,990.00000,28564.00000,10884.00000,46070.00000,63179.00000,16331.00000,11053.00000,8921.00000,21758.00000,38089.00000,9.00000,9177.00000,-1153.00000,25090.00000,63179.00000
2015-09-30,597.00000,5751.00000,2377.00000,,1744.00000,10469.00000,5870.00000,2143.00000,8340.00000,2800.00000,19153.00000,29622.00000,10446.00000,5745.00000,1954.00000,8678.00000,19124.00000,7.00000,10797.00000,-1057.00000,10498.00000,29622.00000
2014-09-30,892.00000,1734.00000,625.00000,1051.00000,180.00000,4786.00000,1262.00000,,4834.00000,927.00000,7023.00000,11809.00000,3477.00000,1443.00000,1871.00000,3662.00000,7139.00000,208.00000,4873.00000,-1225.00000,4670.00000,11809.00000
2013-09-30,563.00000,1704.00000,645.00000,839.00000,856.00000,4857.00000,1284.00000,,4953.00000,1082.00000,7319.00000,12176.00000,3349.00000,1443.00000,1881.00000,3706.00000,7055.00000,208.00000,3035.00000,-987.00000,5121.00000,12176.00000
2012-09-30,844.00000,1696.00000,634.00000,884.00000,,4353.00000,1670.00000,,5138.00000,1204.00000,8012.00000,12365.00000,3097.00000,1481.00000,2341.00000,4258.00000,7355.00000,2792.00000,2499.00000,-966.00000,5010.00000,12365.00000
2011-09-30,1229.00000,1547.00000,539.00000,666.00000,,18242.00000,1609.00000,,4983.00000,1868.00000,8460.00000,26702.00000,5656.00000,4105.00000,2251.00000,6892.00000,12548.00000,2792.00000,2027.00000,-436.00000,14154.00000,26702.00000
2010-09-30,1775.00000,2493.00000,1443.00000,936.00000,324.00000,7353.00000,4156.00000,,13023.00000,2596.00000,19775.00000,27128.00000,5268.00000,3652.00000,3001.00000,7759.00000,13027.00000,2948.00000,312.00000,-321.00000,14101.00000,27128.00000
2009-09-30,2354.00000,2544.00000,1370.00000,963.00000,404.00000,8040.00000,3437.00000,,11434.00000,2642.00000,17513.00000,25553.00000,4746.00000,4029.00000,2691.00000,7853.00000,12599.00000,3122.00000,-820.00000,-87.00000,12954.00000,25553.00000
