,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,4888.00000,59974.00000,1408.00000,24171.00000,1065.00000,2927.00000,29571.00000,89545.00000,71652.00000,11068.00000,1932.00000,13000.00000,84652.00000,1754.00000,5811.00000,-3112.00000,4893.00000,89545.00000
2021-12-31,13383.00000,63804.00000,1319.00000,25340.00000,1015.00000,1722.00000,29396.00000,93200.00000,82789.00000,1915.00000,1033.00000,2948.00000,85737.00000,1928.00000,5175.00000,-80.00000,7463.00000,93200.00000
2020-12-31,7648.00000,60428.00000,1209.00000,17184.00000,1016.00000,1642.00000,21051.00000,81479.00000,69653.00000,2908.00000,1032.00000,3940.00000,73593.00000,2686.00000,4309.00000,325.00000,7886.00000,81479.00000
2019-12-31,2114.00000,50457.00000,1142.00000,15215.00000,1014.00000,1344.00000,18715.00000,69172.00000,57085.00000,3776.00000,958.00000,4734.00000,61819.00000,2735.00000,4009.00000,43.00000,7353.00000,69172.00000
2018-12-31,2800.00000,49112.00000,1124.00000,16557.00000,1015.00000,938.00000,19634.00000,68746.00000,54101.00000,6377.00000,690.00000,7067.00000,61168.00000,3806.00000,3456.00000,-250.00000,7578.00000,68746.00000
2017-12-31,1992.00000,46298.00000,1094.00000,16960.00000,1016.00000,920.00000,19990.00000,66288.00000,52621.00000,5359.00000,629.00000,5988.00000,58609.00000,4445.00000,2807.00000,-139.00000,7679.00000,66288.00000
2016-12-31,2831.00000,45085.00000,1020.00000,15124.00000,1022.00000,988.00000,18154.00000,63239.00000,53236.00000,1362.00000,1007.00000,2369.00000,55605.00000,4725.00000,2321.00000,-122.00000,7634.00000,63239.00000
2015-12-31,7574.36900,47767.74000,905.46200,9036.90800,1030.40100,924.02900,11896.80000,59664.54000,50721.08000,812.36600,623.58000,1435.94600,52157.02000,4766.73100,1966.91000,-54.61200,7507.51900,59664.54000
2014-12-31,9476.93200,49068.43000,829.80900,5357.45000,1039.64900,913.53600,8140.44400,57208.88000,48092.30000,1092.28200,654.76400,1747.04600,49839.34000,4723.85500,1769.70500,-128.04100,7369.53000,57208.88000
2013-12-31,9666.93800,48135.34000,726.37200,5146.50900,1050.57300,972.33300,7895.78700,56031.13000,46702.23000,2273.57500,590.76100,2864.33600,49566.56000,4179.02400,1473.67000,-192.10100,6464.56300,56031.13000
2012-12-31,10624.53000,47645.34000,708.88200,4703.68100,1064.94700,1389.06800,7866.57800,55511.92000,46485.70000,2337.11300,640.46900,2977.58200,49463.28000,4166.10900,1203.81500,-446.15700,6048.64100,55511.92000
2011-12-31,8387.67800,44795.49000,719.27600,4903.83000,1082.95900,1647.55300,8353.61800,53149.11000,43598.46000,1954.46200,612.95300,2567.41500,46165.88000,4163.24200,1036.59000,-592.08400,6983.22800,53149.11000
2010-12-31,5679.10600,41192.48000,720.98500,5904.75100,1103.05900,2113.60900,9842.40400,51034.89000,41866.20000,1942.62200,578.85000,2521.47200,44387.67000,4163.61900,889.28400,-461.29600,6647.21400,51034.89000
2009-12-31,2125.23700,40991.45000,710.53400,5625.17500,1128.57700,2667.26900,10131.55000,51123.01000,42791.28000,2032.94200,588.52700,2621.46900,45412.75000,3318.41700,1308.35600,-436.89900,5710.25700,51123.01000
