,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-06-30,183.00000,681.00000,755.00000,106.00000,,1725.00000,1334.00000,2442.00000,315.00000,4433.00000,6158.00000,1784.00000,2474.00000,791.00000,3645.00000,5429.00000,131.00000,1048.00000,-479.00000,729.00000,6158.00000
2021-06-30,319.00000,604.00000,752.00000,154.00000,,1829.00000,1302.00000,2493.00000,378.00000,4505.00000,6334.00000,2056.00000,2484.00000,834.00000,3686.00000,5742.00000,131.00000,1036.00000,-546.00000,592.00000,6334.00000
2020-06-30,871.00000,648.00000,454.00000,47.00000,,2020.00000,1103.00000,2471.00000,328.00000,4193.00000,6213.00000,1418.00000,2780.00000,767.00000,3887.00000,5305.00000,159.00000,3567.00000,-640.00000,908.00000,6213.00000
2019-06-30,111.00000,631.00000,512.00000,51.00000,,1305.00000,1034.00000,2503.00000,274.00000,3811.00000,5116.00000,1440.00000,2287.00000,780.00000,3117.00000,4557.00000,159.00000,3150.00000,-602.00000,559.00000,5116.00000
2018-06-30,131.00000,600.00000,506.00000,74.00000,,1311.00000,996.00000,2531.00000,222.00000,3749.00000,5060.00000,1200.00000,2284.00000,778.00000,3134.00000,4334.00000,159.00000,2797.00000,-547.00000,726.00000,5060.00000
2017-06-30,418.00000,565.00000,459.00000,72.00000,,1514.00000,931.00000,1918.00000,210.00000,3059.00000,4573.00000,1809.00000,1391.00000,770.00000,2222.00000,4031.00000,159.00000,2440.00000,-543.00000,542.00000,4573.00000
2016-06-30,401.00000,569.00000,443.00000,72.00000,,1485.00000,906.00000,1932.00000,187.00000,3025.00000,4510.00000,1558.00000,1789.00000,784.00000,2655.00000,4213.00000,159.00000,2163.00000,-570.00000,297.00000,4510.00000
2015-06-30,382.00000,519.00000,385.00000,,143.00000,1429.00000,918.00000,1652.00000,165.00000,2735.00000,4164.00000,1405.00000,1796.00000,750.00000,2641.00000,4046.00000,159.00000,1923.00000,-502.00000,118.00000,4164.00000
2014-06-30,329.00000,546.00000,386.00000,,134.00000,1395.00000,977.00000,1712.00000,174.00000,2863.00000,4258.00000,1638.00000,1595.00000,768.00000,2466.00000,4104.00000,159.00000,1739.00000,-417.00000,154.00000,4258.00000
2013-06-30,299.00000,580.00000,394.00000,,147.00000,1420.00000,1021.00000,1732.00000,138.00000,2891.00000,4311.00000,1134.00000,2170.00000,742.00000,3031.00000,4165.00000,159.00000,1561.00000,-367.00000,146.00000,4311.00000
2012-06-30,267.00000,576.00000,384.00000,,149.00000,1376.00000,1081.00000,1754.00000,144.00000,2979.00000,4355.00000,2061.00000,1571.00000,739.00000,2429.00000,4490.00000,159.00000,1350.00000,-396.00000,-135.00000,4355.00000
2011-06-30,259.00000,525.00000,382.00000,,113.00000,1279.00000,1039.00000,1703.00000,142.00000,2884.00000,4163.00000,1365.00000,2125.00000,619.00000,2884.00000,4249.00000,159.00000,1143.00000,-250.00000,-86.00000,4163.00000
2010-06-30,87.00000,540.00000,332.00000,,530.00000,1489.00000,966.00000,1949.00000,144.00000,3059.00000,4548.00000,1645.00000,2124.00000,677.00000,2820.00000,4465.00000,159.00000,920.00000,-371.00000,83.00000,4548.00000
2009-06-30,206.00000,486.00000,366.00000,,122.00000,1180.00000,955.00000,2292.00000,149.00000,3396.00000,4576.00000,1937.00000,2151.00000,640.00000,2814.00000,4751.00000,159.00000,640.00000,-347.00000,-175.00000,4576.00000
