,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,463.88900,711.20300,1173.11900,272.19500,2620.40600,2769.70200,4573.22500,944.98900,8328.41400,10948.82000,3257.15400,3343.97700,719.74200,4392.12200,7649.27600,221.55300,3589.78100,-252.33300,3299.54400,10948.82000
2021-12-31,329.26600,671.46400,988.51100,256.96500,2246.20600,2586.18700,4670.76200,868.20300,8166.02500,10412.23000,2493.31300,4086.62700,787.05800,5161.68900,7655.00200,221.55300,2719.93600,-249.21500,2757.22900,10412.23000
2020-12-31,1143.98700,615.23300,964.20700,254.47800,2977.90500,2285.25500,3283.42900,555.88700,6153.94000,9131.84500,1891.74500,4089.75500,683.43400,5002.21700,6893.96200,221.55300,1928.67300,-338.08200,2237.88300,9131.84500
2019-12-31,493.26200,568.50900,815.25100,240.08000,2117.10200,2153.13900,3327.12100,512.00000,6023.29300,8140.39500,2008.79300,3530.81300,655.77700,4386.60800,6395.40100,221.55300,1290.46100,-323.96600,1744.99400,8140.39500
2018-12-31,587.99800,594.14500,784.87900,272.15900,2239.18100,2130.29400,3079.39500,252.98400,5463.83900,7703.02000,2418.56600,3254.28000,446.04800,3877.18800,6295.75400,359.90100,7032.02000,-356.78000,1407.26600,7703.02000
2017-12-31,380.17900,588.26200,752.83600,280.63300,2001.91000,2106.69700,1190.21700,251.87900,3551.81600,5553.72600,2076.54300,2061.02300,438.93900,2545.61800,4622.16100,359.90100,6371.08200,-313.74600,931.56500,5553.72600
2016-12-31,296.96700,581.38100,745.67800,192.75200,1816.77800,2177.24800,1305.08100,168.36500,3707.55500,5524.33300,1909.44300,2347.45500,400.16100,2787.20300,4696.64600,359.90100,6115.96100,-375.88800,827.68700,5524.33300
2015-12-31,346.52900,599.07300,750.97000,152.02600,1848.59800,2240.46000,1063.55700,155.36600,3495.77300,5344.37100,2217.91200,1557.09100,468.71800,2078.99700,4296.90900,359.90100,5897.60300,-371.02500,1047.46200,5344.37100
2014-12-31,471.98500,596.94000,801.03600,276.57100,2247.04700,2151.90100,1087.79600,136.12600,3375.82300,5622.87000,1935.64700,1542.31700,526.00300,2167.69300,4103.34000,359.90100,5860.78400,-358.57300,1519.53000,5622.87000
2013-12-31,1118.50800,477.91200,659.54100,178.86200,2487.33400,1805.34500,771.80500,293.00400,2870.15400,5357.48800,1408.02200,1795.14200,434.06800,2333.41400,3741.43600,359.90100,5454.28600,-166.56700,1616.05200,5357.48800
2012-12-31,728.27200,461.38300,633.26200,168.34400,2113.48500,1674.07100,802.71600,152.11900,2641.35400,4754.83900,1471.11000,1530.96700,668.73200,2235.35600,3706.46600,359.90100,5027.61700,-385.07600,1048.37300,4754.83900
2011-12-31,693.68600,399.49900,648.95300,167.55900,2046.55800,1559.71700,628.65800,138.72200,2360.53600,4407.09400,1173.77500,1748.50000,603.87600,2352.37600,3526.15100,359.90100,4707.89200,-442.33100,880.94300,4407.09400
2010-12-31,884.64200,390.06100,533.62200,141.13200,2005.21700,1437.70200,647.21400,161.21200,2267.51500,4272.73200,1298.84500,1541.82500,494.46100,2036.28600,3335.13100,359.90100,4374.71800,-215.06700,937.60100,4272.73200
2009-12-31,253.60500,410.39000,519.71200,161.85900,1385.43400,1404.76700,697.10000,183.37700,2289.59700,3675.03100,910.62800,1502.73000,501.33400,2004.06400,2914.69200,359.90100,4148.35300,-202.84400,760.33900,3675.03100
