,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,10850.00000,166511.00000,844.00000,33841.00000,8370.00000,17167.00000,60222.00000,226733.00000,180727.00000,15887.00000,6429.00000,22316.00000,203043.00000,6.00000,9159.00000,-4560.00000,23690.00000,226733.00000
2021-12-31,9474.00000,139347.00000,768.00000,28309.00000,7180.00000,12805.00000,49062.00000,188409.00000,154435.00000,6932.00000,3622.00000,10554.00000,164989.00000,6.00000,7978.00000,-665.00000,23420.00000,188409.00000
2020-12-31,13039.00000,137689.00000,759.00000,26177.00000,7050.00000,11674.00000,45660.00000,183349.00000,147407.00000,8346.00000,4294.00000,13269.00000,160676.00000,6.00000,6445.00000,-60.00000,22673.00000,183349.00000
2019-12-31,3683.00000,124849.00000,761.00000,23815.00000,7044.00000,9264.00000,40884.00000,165733.00000,125587.00000,14047.00000,3032.00000,17945.00000,143532.00000,6.00000,6498.00000,-411.00000,22201.00000,165733.00000
2018-12-31,4222.00000,120960.00000,791.00000,25075.00000,6923.00000,6769.00000,39558.00000,160518.00000,120892.00000,15925.00000,2311.00000,18809.00000,139701.00000,6.00000,5385.00000,-1096.00000,20817.00000,160518.00000
2017-12-31,3224.00000,113323.00000,685.00000,25733.00000,6887.00000,5708.00000,39013.00000,152336.00000,117760.00000,11765.00000,1970.00000,14306.00000,132066.00000,6.00000,4164.00000,-820.00000,20270.00000,152336.00000
2016-12-31,4143.00000,111201.00000,601.00000,25610.00000,6876.00000,5232.00000,38319.00000,149520.00000,114163.00000,12790.00000,2106.00000,15610.00000,129773.00000,6.00000,2703.00000,-668.00000,19747.00000,149520.00000
2015-12-31,3441.00000,101632.00000,595.00000,24075.00000,6876.00000,5030.00000,36576.00000,138208.00000,105971.00000,9886.00000,1975.00000,12591.00000,118562.00000,6.00000,1913.00000,-387.00000,19646.00000,138208.00000
2014-12-31,3646.00000,96142.00000,595.00000,24704.00000,6876.00000,4540.00000,36715.00000,132857.00000,106236.00000,4642.00000,2218.00000,7353.00000,113589.00000,6.00000,1294.00000,-372.00000,19268.00000,132857.00000
2013-12-31,2990.00000,89328.00000,592.00000,21245.00000,6876.00000,4113.00000,32826.00000,122154.00000,93945.00000,1405.00000,7409.00000,9013.00000,102958.00000,6.00000,1235.00000,-648.00000,19196.00000,122154.00000
2012-12-31,4289.00000,90932.00000,643.00000,19417.00000,11311.00000,4750.00000,36121.00000,127053.00000,99250.00000,694.00000,2534.00000,3674.00000,102924.00000,6.00000,5846.00000,-312.00000,24129.00000,127053.00000
2011-12-31,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
