,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,4342.50000,8097.10000,1254.60000,918.80000,14613.00000,900.10000,66.20000,10047.70000,210.50000,12389.50000,27002.50000,15052.80000,5577.20000,837.50000,8173.30000,23226.10000,44.60000,9739.30000,-1437.90000,3776.40000,27002.50000
2021-12-31,5316.80000,8472.50000,1201.00000,919.20000,15909.50000,992.10000,76.30000,10036.60000,204.40000,12512.30000,28421.80000,16226.20000,5685.70000,961.50000,8421.90000,24648.10000,44.60000,8998.80000,-1252.30000,3773.70000,28421.80000
2020-12-31,5600.50000,7813.40000,1101.20000,1075.00000,15590.10000,585.20000,85.30000,9908.20000,255.00000,12057.10000,27647.20000,15525.10000,5807.30000,970.70000,8545.20000,24070.30000,44.60000,8190.60000,-1213.80000,3576.90000,27647.20000
2019-12-31,4309.30000,7829.00000,1257.60000,1188.80000,14584.70000,663.40000,106.80000,9778.70000,251.50000,12198.70000,26783.40000,15980.90000,4531.90000,1006.80000,7428.80000,23409.70000,44.60000,7806.30000,-1197.60000,3373.70000,26783.40000
2018-12-31,3657.90000,7666.10000,1161.50000,1241.40000,13726.90000,694.40000,120.90000,9767.10000,307.70000,10890.10000,24617.00000,15270.20000,4384.10000,1197.80000,6239.90000,21510.10000,44.60000,7016.10000,-1228.50000,3106.90000,24617.00000
2017-12-31,3796.40000,8083.80000,1110.60000,1125.20000,14116.00000,690.90000,120.30000,9705.90000,298.10000,10815.20000,24931.20000,15108.90000,4912.90000,1091.20000,6670.10000,21779.00000,44.60000,6210.60000,-963.00000,3152.20000,24931.20000
2016-12-31,3022.80000,7510.80000,1125.40000,1063.00000,12722.00000,674.80000,120.40000,9403.50000,244.70000,10443.40000,23165.40000,14010.90000,4920.50000,892.30000,6494.90000,20505.80000,44.60000,5677.20000,-1356.00000,2659.60000,23165.40000
2015-12-31,2619.70000,7220.90000,1122.70000,1017.20000,11980.50000,692.70000,136.60000,9021.20000,279.70000,10130.20000,22110.70000,14219.60000,3564.20000,800.50000,5001.70000,19221.30000,59.60000,10178.20000,-1015.40000,2889.40000,22110.70000
2014-12-31,2390.30000,6524.70000,1166.60000,998.10000,11079.70000,708.00000,148.20000,9211.60100,280.90000,10348.70000,21428.40000,12061.10000,4542.10000,774.30000,6046.00000,18107.10000,59.60000,9576.90000,-618.20000,3321.30000,21428.40000
2013-12-31,2728.70000,6632.60000,1288.00000,1003.00000,11652.30000,737.40000,131.80000,9302.00000,275.20000,10446.40000,22098.70000,12277.70000,4033.40000,685.10000,5753.10000,18030.80000,59.60000,8961.20000,-191.60000,4067.90000,22098.70000
2012-12-31,2698.90000,6958.20000,1008.40000,995.90000,11661.40000,723.80000,155.20000,9300.30000,311.20000,10490.50000,22151.90000,11875.80000,4448.50000,739.90000,6319.80000,18195.60000,59.60000,8394.40000,-129.50000,3956.30000,22151.90000
2011-12-31,1805.00000,6632.00000,1017.50000,967.00000,10421.50000,682.90000,184.20000,8924.70000,292.10000,10083.90000,20505.40000,11671.00000,3182.90000,602.00000,4854.60000,16525.60000,59.60000,7724.10000,-191.70000,3979.80000,20505.40000
2010-12-31,2300.00000,5977.20000,707.60000,1209.30000,10194.10000,653.30000,299.10000,8087.30000,318.10000,9372.00000,19566.10000,11023.10000,3124.60000,576.50000,4649.90000,15673.00000,59.60000,7052.50000,-106.40000,3893.10000,19566.10000
2009-12-31,1594.80000,5574.10000,607.60000,1012.00000,8788.50000,677.30000,299.40000,7862.00000,253.50000,9132.20000,17920.70000,10082.50000,2220.60000,462.00000,3385.40000,13467.90000,59.60000,6465.40000,-8.00000,4452.80000,17920.70000
