,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,535.00000,1484.00000,1314.00000,471.00000,3804.00000,2491.00000,1000.00000,43255.00000,1252.00000,48033.00000,51837.00000,8076.00000,11072.00000,1825.00000,18636.00000,26712.00000,14.00000,3539.00000,129.00000,25125.00000,51837.00000
2021-12-31,568.00000,1148.00000,894.00000,447.00000,3057.00000,2494.00000,30.00000,44038.00000,937.00000,47541.00000,50598.00000,6485.00000,11578.00000,1577.00000,19141.00000,25626.00000,14.00000,3199.00000,-26.00000,24972.00000,50598.00000
2020-12-31,255.00000,1048.00000,762.00000,323.00000,2388.00000,2212.00000,88.00000,44152.00000,894.00000,47391.00000,49779.00000,7694.00000,11143.00000,1119.00000,18255.00000,25949.00000,14.00000,2061.00000,77.00000,23830.00000,49779.00000
2019-12-31,101.00000,1115.00000,654.00000,403.00000,2273.00000,2028.00000,151.00000,44289.00000,748.00000,47245.00000,49518.00000,6474.00000,12827.00000,930.00000,19787.00000,26261.00000,14.00000,1582.00000,104.00000,23257.00000,49518.00000
2018-12-31,129.00000,1150.00000,626.00000,254.00000,2159.00000,2310.00000,186.00000,43978.00000,259.00000,46759.00000,48918.00000,5702.00000,14201.00000,559.00000,20683.00000,26385.00000,14.00000,1178.00000,-130.00000,22533.00000,48918.00000
2017-12-31,95.00000,483.00000,384.00000,94.00000,1056.00000,790.00000,97.00000,13653.00000,121.00000,14688.00000,15744.00000,2018.00000,4976.00000,56.00000,6328.00000,8346.00000,8.00000,914.00000,99.00000,7398.00000,15744.00000
2017-09-30,,,,,,,,,,,0.00000,,,,,,,,,,
2016-12-31,1787.00000,646.00000,202.00000,101.00000,2736.00000,1138.00000,23.00000,5649.00000,183.00000,7055.00000,9791.00000,1051.00000,4468.00000,209.00000,6606.00000,7657.00000,2.00000,2266.00000,-229.00000,2134.00000,9791.00000
2015-12-31,911.00000,628.00000,209.00000,69.00000,1817.00000,1156.00000,31.00000,5651.00000,150.00000,7052.00000,8869.00000,1583.00000,2875.00000,260.00000,5103.00000,6686.00000,2.00000,2165.00000,-195.00000,2183.00000,8869.00000
2014-12-31,237.00000,617.00000,204.00000,86.00000,1211.00000,1141.00000,14.00000,5674.00000,151.00000,7054.00000,8265.00000,1038.00000,2580.00000,302.00000,4933.00000,5971.00000,2.00000,1771.00000,-137.00000,2294.00000,8265.00000
2013-12-31,153.00000,622.00000,200.00000,78.00000,1119.00000,1173.00000,15.00000,5682.00000,127.00000,7082.00000,8201.00000,1030.00000,2508.00000,313.00000,4894.00000,5924.00000,2.00000,1393.00000,-88.00000,2277.00000,8201.00000
2012-12-31,366.00000,602.00000,197.00000,104.00000,1335.00000,1202.00000,14.00000,5667.00000,580.00000,7593.00000,8928.00000,1232.00000,2554.00000,846.00000,5416.00000,6648.00000,2.00000,1080.00000,-110.00000,2280.00000,8928.00000
2011-12-31,701.00000,635.00000,212.00000,113.00000,1757.00000,1152.00000,13.00000,5657.00000,573.00000,7526.00000,9283.00000,1915.00000,2256.00000,814.00000,5105.00000,7020.00000,2.00000,740.00000,-110.00000,2263.00000,9283.00000
2010-12-31,315.00000,571.00000,244.00000,122.00000,1309.00000,1168.00000,11.00000,5675.00000,552.00000,7550.00000,8859.00000,1338.00000,1687.00000,777.00000,5062.00000,6400.00000,2.00000,400.00000,-28.00000,2459.00000,8859.00000
2009-12-31,280.00000,572.00000,262.00000,112.00000,1279.00000,1109.00000,9.00000,5685.00000,543.00000,7497.00000,8776.00000,854.00000,2960.00000,737.00000,4735.00000,5589.00000,3.00000,87.00000,-59.00000,3187.00000,8776.00000
