,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2021-12-31,516.80000,2583.70000,1405.70000,431.40000,4937.60000,817.00000,9.20000,3985.20000,613.80000,5643.70000,10581.30000,3520.30000,2731.70000,893.20000,4009.10000,7529.40000,18.60000,4991.30000,-315.70000,3051.90000,10581.30000
2020-12-31,568.90000,2330.30000,1095.60000,380.80000,4375.60000,771.70000,3.10000,4094.10000,712.30000,5810.80000,10186.40000,2829.00000,2929.50000,1047.30000,4373.20000,7202.20000,18.60000,4506.40000,-282.20000,2984.20000,10186.40000
2019-12-31,339.10000,2231.20000,1017.00000,487.50000,4074.80000,758.00000,0.70000,4096.50000,685.30000,5797.90000,9872.70000,2723.90000,3031.10000,1178.90000,4587.40000,7311.30000,18.60000,4188.80000,-412.00000,2561.40000,9872.70000
2018-12-31,134.40000,2143.80000,1025.50000,432.60000,4030.20000,756.90000,0.70000,4171.50000,383.40000,5944.10000,9974.30000,2993.40000,2145.00000,1201.40000,3770.50000,6763.90000,18.60000,4334.30000,-308.90000,3210.40000,9974.30000
2017-12-31,283.00000,2043.50000,992.50000,326.40000,3652.70000,1025.20000,1.40000,3830.70000,443.60000,5553.60100,9206.30000,2209.40000,2993.00000,1064.30000,4289.80000,6499.20000,18.60000,3952.40000,-240.30000,2707.10000,9206.30000
2016-12-31,64.20000,1692.50000,478.90000,232.10000,2849.20000,538.10000,1.00000,1218.60000,454.70000,3290.10000,6139.30000,1438.20000,1798.80000,573.90000,2708.10000,4146.30000,18.60000,3505.50000,-478.40000,1993.00000,6139.30000
2015-12-31,78.60000,1851.40000,800.20000,241.70000,2971.90000,1016.40000,2.50000,1613.10000,435.10000,3354.00000,6325.90000,1453.30000,2036.30000,560.60000,2964.30000,4417.60000,18.60000,3385.00000,-457.30000,1908.30000,6325.90000
2014-12-31,109.50000,1602.50000,607.60000,188.80000,2934.40000,930.00000,5.50000,599.40000,255.10000,2391.60000,5326.00000,1910.40000,1138.90000,418.00000,1851.60000,3762.00000,18.60000,2984.50000,-375.80000,1564.00000,5326.00000
2013-12-31,123.20000,1484.30000,688.40000,236.80000,2945.00000,1248.30000,26.80000,661.70000,262.00000,2290.20000,5235.20000,1986.70000,1154.10000,391.40000,1676.40000,3663.10000,18.60000,2757.30000,-201.90000,1572.10000,5235.20000
2012-12-31,77.10000,1073.70000,642.40000,172.90000,2181.90000,956.20000,26.10000,483.30000,247.60000,2192.00000,4373.90000,1135.50000,908.80000,395.70000,1683.60000,2819.10000,18.60000,2536.50000,-408.90000,1554.80000,4373.90000
2011-12-31,158.90000,931.30000,470.30000,173.40000,1869.40000,986.80000,28.30000,413.20000,198.90000,1874.10000,3743.50000,919.90000,779.10000,330.10000,1519.50000,2439.40000,18.60000,2176.20000,-390.00000,1304.10000,3743.50000
2010-12-31,161.50000,852.90000,347.80000,175.30000,1646.20000,918.50000,22.40000,248.40000,169.70000,1673.70000,3319.90000,963.40000,503.00000,318.20000,1167.30000,2130.70000,9.30000,1853.00000,-311.70000,1189.20000,3319.90000
2009-12-31,76.60000,749.60000,350.50000,138.00000,1487.70000,964.50000,22.40000,209.50000,211.40000,1648.50000,3136.20000,709.20000,588.00000,299.40000,1293.90000,2003.10000,9.30000,1716.90000,-279.20000,1133.10000,3136.20000
