,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-05-31,83.30000,867.40000,1939.70000,116.30000,27.00000,3033.70000,2713.90000,15182.30000,1505.20000,19401.40000,22435.10000,3518.80000,8088.20000,1965.90000,10054.10000,13572.90000,2921.20000,6550.70000,-11.20000,8862.20000,22435.10000
2021-05-31,79.20000,793.90000,1709.70000,95.00000,24.30000,2702.10000,2572.00000,15463.50000,1458.00000,19493.50000,22195.60000,3306.20000,8275.20000,1982.80000,10258.00000,13564.20000,2921.20000,6262.60000,5.80000,8631.40000,22195.60000
2020-05-31,553.30000,860.80000,1364.80000,93.90000,13.10000,2885.90000,2365.40000,15663.90000,1388.80000,19418.10000,22304.00000,3287.40000,8900.80000,2165.10000,11065.90000,14353.30000,2921.20000,5471.20000,-109.60000,7950.70000,22304.00000
2019-05-31,236.60000,818.20000,1548.90000,93.40000,36.70000,2733.80000,2327.40000,15974.70000,1177.90000,19480.00000,22213.80000,2142.60000,10655.70000,1951.80000,12607.50000,14750.10000,2921.20000,5047.90000,-110.30000,7463.70000,22213.80000
2018-05-31,128.00000,569.40000,988.70000,184.90000,67.90000,1938.90000,1589.50000,5770.20000,1090.90000,8450.60100,10389.50000,2336.20000,3231.50000,1065.20000,4296.70000,6632.90000,2839.70000,4744.90000,-110.50000,3756.60000,10389.50000
2017-05-31,251.40000,563.40000,927.90000,228.70000,41.80000,2013.20000,1633.10000,5519.00000,931.00000,8083.10000,10096.30000,1720.50000,2769.20000,1528.80000,4298.00000,6018.50000,2839.70000,4247.00000,-212.90000,4077.80000,10096.30000
2016-05-31,798.10000,650.10000,1044.10000,148.60000,156.10000,3576.70000,1697.80000,5542.20000,1234.60000,9813.89900,13390.60000,2532.40000,4881.40000,1877.20000,7063.39900,9595.80000,2839.70000,3218.30000,-344.50000,3794.80000,13390.60000
2015-05-31,164.70000,739.00000,1642.60000,168.20000,848.80000,3563.30000,2644.60000,5817.10000,5412.80000,13874.50000,17437.80000,3310.10000,6888.80000,2628.90000,9517.69900,12827.80000,2839.70000,4331.10000,-329.50000,4610.00000,17437.80000
2014-05-31,141.30000,1058.40000,2077.00000,322.40000,631.70000,4230.80000,3636.00000,11033.40000,419.30000,15088.70000,19319.50000,2642.40000,8720.50000,2601.40000,11321.90000,13964.30000,2839.70000,5010.60000,-134.30000,5355.20000,19319.50000
2013-05-31,183.90000,1279.40000,2340.90000,510.80000,64.80000,4379.80000,3757.60000,11830.30000,437.60000,16025.50000,20405.30000,3401.30000,8886.90000,2754.10000,11641.00000,15042.30000,2839.70000,5129.50000,-196.10000,5363.00000,20405.30000
2012-05-31,103.00000,924.80000,1869.60000,321.40000,,3218.80000,2741.90000,5206.90000,274.30000,8223.10000,11441.90000,2225.20000,2858.60000,1822.10000,4680.70000,6905.90000,2839.70000,4765.10000,-299.10000,4536.00000,11441.90000
2011-05-31,972.40000,849.40000,1803.40000,274.10000,,3899.30000,2670.10000,4545.70000,293.60000,7509.40000,11408.70000,2125.60000,2870.30000,1736.10000,4606.40000,6732.00000,2839.70000,4690.30000,-91.20000,4676.70000,11408.70000
2010-05-31,953.20000,849.60000,1597.90000,307.30000,252.10000,3960.10000,2602.40000,4424.70000,750.80000,7777.89900,11738.00000,2036.20000,3226.40000,1546.50000,4772.90000,6809.10000,2839.70000,4417.10000,-285.30000,4928.90000,11738.00000
2009-05-31,243.20000,755.30000,1821.70000,269.50000,246.90000,3336.60000,2559.20000,4318.50000,859.00000,7736.70000,11073.30000,1574.10000,3455.40000,1322.90000,4778.30000,6352.40000,2835.90000,4042.50000,-103.70000,4720.90000,11073.30000
