,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,6311.00000,267.00000,28.00000,138.00000,6744.00000,11451.00000,64.00000,356.00000,15295.00000,22039.00000,3902.00000,13947.00000,382.00000,14481.00000,18383.00000,1.00000,1684.00000,-7.00000,3656.00000,22039.00000
2021-12-31,1870.00000,202.00000,22.00000,113.00000,5510.00000,11850.00000,19.00000,217.00000,14549.00000,20059.00000,2565.00000,14721.00000,352.00000,15246.00000,17811.00000,1.00000,-148.00000,-22.00000,2248.00000,20059.00000
2020-12-31,2098.00000,252.00000,22.00000,113.00000,5707.00000,12280.00000,25.00000,221.00000,15100.00000,20807.00000,2816.00000,13929.00000,336.00000,14453.00000,17269.00000,1.00000,813.00000,29.00000,3538.00000,20807.00000
2019-12-31,4242.00000,844.00000,37.00000,182.00000,5305.00000,14844.00000,42.00000,454.00000,17894.00000,23199.00000,3224.00000,12422.00000,513.00000,13468.00000,16692.00000,1.00000,3101.00000,-3.00000,6507.00000,23199.00000
2018-12-31,4661.00000,726.00000,35.00000,144.00000,5566.00000,15154.00000,72.00000,189.00000,16981.00000,22547.00000,3157.00000,11874.00000,179.00000,12645.00000,15802.00000,1.00000,2770.00000,-40.00000,6745.00000,22547.00000
2017-12-31,2430.00000,615.00000,37.00000,115.00000,3197.00000,15516.00000,89.00000,155.00000,17490.00000,20687.00000,2956.00000,9344.00000,147.00000,10104.00000,13060.00000,1.00000,2709.00000,14.00000,7627.00000,20687.00000
2016-12-31,2138.00000,776.00000,46.00000,138.00000,3098.00000,15903.00000,103.00000,155.00000,17371.00000,20469.00000,2806.00000,9428.00000,126.00000,10167.00000,12973.00000,1.00000,2222.00000,-119.00000,7496.00000,20469.00000
2015-12-31,2187.00000,1268.00000,43.00000,111.00000,3609.00000,15732.00000,71.00000,165.00000,17254.00000,20863.00000,2464.00000,9249.00000,113.00000,9981.00000,12445.00000,1.00000,2840.00000,-66.00000,8418.00000,20863.00000
2014-12-31,3512.88500,1510.77200,41.67400,125.16800,5190.49900,15372.47000,86.26000,122.05200,17163.55000,22354.05000,2699.97200,9892.91300,124.61400,10633.49000,13333.46000,0.82900,2945.84600,76.10100,9020.58200,22354.05000
2013-12-31,3607.25300,1762.11000,41.94600,104.23000,5515.53900,15358.95000,102.08100,119.08700,17208.72000,22724.26000,3129.66500,9382.75200,112.19500,10094.07000,13223.74000,0.82700,1713.33900,173.78300,9500.52900,22724.26000
2012-12-31,2517.28700,1819.26000,43.87500,94.79300,4477.51400,15766.75000,70.61800,132.28600,17686.13000,22163.65000,2622.82300,10132.26000,133.93600,10882.42000,13505.24000,0.82400,560.45200,263.07800,8658.41200,22163.65000
2011-12-31,3907.54600,1336.81700,34.99000,45.60700,5397.15200,15030.98000,80.06800,171.66700,16846.97000,22244.12000,2498.70600,9577.13100,89.44500,10306.27000,12804.97000,0.73300,2145.69200,94.10400,9439.15200,22244.12000
2010-12-31,3201.39600,716.91900,32.26000,46.72600,4058.90700,14502.20000,89.80500,828.75800,16985.40000,21044.31000,2600.41300,9373.75500,78.24000,10512.71000,13113.12000,0.70800,880.70300,129.51900,7931.18800,21044.31000
2009-12-31,5074.05700,460.76600,27.07300,35.33600,5623.67400,13351.27000,50.12900,176.53900,14948.43000,20572.11000,1839.30500,10852.15000,81.95900,11792.21000,13631.52000,0.66000,473.83300,26.74800,6940.58700,20572.11000
