,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2605.00000,24506.00000,2388.00000,8358.00000,,37857.00000,107434.00000,1071.00000,189928.00000,17260.00000,315693.00000,379680.00000,50171.00000,140676.00000,18397.00000,237046.00000,287217.00000,429.00000,82380.00000,-1865.00000,92463.00000,379680.00000
2021-12-31,2921.00000,23846.00000,3055.00000,6906.00000,,36728.00000,99696.00000,1061.00000,187899.00000,13329.00000,301985.00000,366596.00000,47160.00000,143425.00000,13513.00000,236236.00000,283396.00000,429.00000,71993.00000,-927.00000,83200.00000,366596.00000
2020-12-31,22171.00000,23917.00000,1796.00000,6710.00000,,54594.00000,94833.00000,589.00000,133055.00000,10879.00000,239356.00000,316481.00000,39660.00000,123173.00000,12008.00000,207549.00000,247209.00000,429.00000,60464.00000,-71.00000,69272.00000,316481.00000
2019-12-31,2594.00000,25429.00000,1422.00000,8028.00000,,37473.00000,91915.00000,558.00000,128946.00000,10141.00000,231560.00000,291727.00000,44868.00000,100712.00000,12264.00000,184024.00000,228892.00000,429.00000,53147.00000,998.00000,62835.00000,291727.00000
2018-12-31,2745.00000,25102.00000,1336.00000,5453.00000,,34636.00000,89286.00000,671.00000,128519.00000,11717.00000,230193.00000,264829.00000,37930.00000,86670.00000,13922.00000,172189.00000,210119.00000,429.00000,43542.00000,2370.00000,54710.00000,264829.00000
2017-12-31,2079.00000,23493.00000,1034.00000,3307.00000,,29913.00000,88568.00000,1039.00000,127836.00000,9787.00000,227230.00000,257143.00000,33037.00000,113642.00000,12433.00000,179419.00000,212456.00000,424.00000,35635.00000,2659.00000,44687.00000,257143.00000
2016-12-31,2880.00000,17513.00000,1202.00000,3918.00000,882.00000,26395.00000,84751.00000,1110.00000,122775.00000,9149.00000,217785.00000,244180.00000,30340.00000,105433.00000,12245.00000,189808.00000,220148.00000,424.00000,15059.00000,2673.00000,24032.00000,244180.00000
2015-12-31,4820.00000,13457.00000,1252.00000,2034.00000,792.00000,22355.00000,83541.00000,796.00000,119498.00000,17985.00000,221820.00000,244175.00000,35052.00000,103240.00000,12600.00000,191281.00000,226333.00000,424.00000,11246.00000,550.00000,17842.00000,244175.00000
2014-12-31,11153.00000,13993.00000,1153.00000,2648.00000,552.00000,29499.00000,89947.00000,802.00000,106629.00000,5739.00000,203117.00000,232616.00000,27987.00000,110536.00000,5574.00000,190953.00000,218940.00000,424.00000,2447.00000,1111.00000,13676.00000,232616.00000
2013-12-31,54129.00000,12439.00000,1020.00000,3406.00000,,70994.00000,88956.00000,3432.00000,106181.00000,4535.00000,203104.00000,274098.00000,27050.00000,89658.00000,5653.00000,151632.00000,178682.00000,297.00000,1782.00000,2358.00000,95416.00000,274098.00000
2012-12-31,3563.00000,12576.00000,1075.00000,4021.00000,,21235.00000,88642.00000,3401.00000,107816.00000,4128.00000,203987.00000,225222.00000,26956.00000,47618.00000,6092.00000,112733.00000,139689.00000,297.00000,-3734.00000,2235.00000,85533.00000,225222.00000
2011-12-31,13954.00000,11776.00000,940.00000,4269.00000,,30939.00000,88434.00000,3448.00000,102485.00000,5155.00000,199522.00000,230461.00000,30761.00000,50303.00000,5472.00000,113792.00000,144553.00000,297.00000,1179.00000,1269.00000,85908.00000,230461.00000
2010-12-31,7213.00000,11781.00000,1131.00000,2223.00000,,22348.00000,87711.00000,3497.00000,100814.00000,5635.00000,197657.00000,220005.00000,30597.00000,45252.00000,6262.00000,102496.00000,133093.00000,297.00000,4368.00000,1049.00000,86912.00000,220005.00000
2009-12-31,2499.00000,12573.00000,1426.00000,5247.00000,,21745.00000,91985.00000,3118.00000,101303.00000,8756.00000,205162.00000,226907.00000,29136.00000,55051.00000,6765.00000,113628.00000,142764.00000,297.00000,7260.00000,-1372.00000,84143.00000,226907.00000
