,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,334.00000,1146.00000,125.00000,,66.00000,1671.00000,17377.00000,577.00000,,315.00000,18269.00000,19940.00000,2306.00000,5521.00000,295.00000,6237.00000,8543.00000,937.00000,10663.00000,106.00000,11397.00000,19940.00000
2021-12-31,580.00000,1142.00000,77.00000,,22.00000,1821.00000,14499.00000,450.00000,,224.00000,15173.00000,16994.00000,1637.00000,3978.00000,288.00000,4671.00000,6308.00000,937.00000,7271.00000,82.00000,10686.00000,16994.00000
2020-12-31,742.00000,747.00000,76.00000,,47.00000,1612.00000,15638.00000,447.00000,,259.00000,16344.00000,17956.00000,1213.00000,5404.00000,241.00000,6182.00000,7395.00000,937.00000,6466.00000,73.00000,10561.00000,17956.00000
2019-12-31,858.00000,1122.00000,72.00000,,83.00000,2135.00000,17000.00000,663.00000,95.00000,352.00000,18110.00000,20245.00000,1745.00000,5501.00000,243.00000,6347.00000,8092.00000,937.00000,7993.00000,105.00000,12153.00000,20245.00000
2018-12-31,1462.00000,1079.00000,96.00000,,284.00000,2921.00000,16804.00000,745.00000,97.00000,754.00000,18400.00000,21321.00000,1832.00000,5499.00000,1189.00000,7361.00000,9193.00000,937.00000,7706.00000,63.00000,12128.00000,21321.00000
2017-12-31,563.00000,1082.00000,126.00000,,47.00000,2566.00000,17665.00000,847.00000,115.00000,819.00000,19446.00000,22012.00000,1968.00000,5494.00000,1430.00000,8336.00000,10304.00000,937.00000,6779.00000,-62.00000,11708.00000,22012.00000
2016-12-31,2488.00000,748.00000,136.00000,,293.00000,3665.00000,16727.00000,931.00000,115.00000,9656.00000,27429.00000,31094.00000,2240.00000,6581.00000,3393.00000,11313.00000,13553.00000,937.00000,12672.00000,-83.00000,17541.00000,31094.00000
2015-12-31,1221.00000,912.00000,313.00000,,144.00000,2590.00000,27061.00000,1003.00000,115.00000,1542.00000,29721.00000,32311.00000,1729.00000,7276.00000,1601.00000,12029.00000,13758.00000,770.00000,14974.00000,-135.00000,18553.00000,32311.00000
2014-12-31,2398.00000,1729.00000,357.00000,,109.00000,4593.00000,29040.00000,1113.00000,459.00000,778.00000,31390.00000,35983.00000,4379.00000,5295.00000,1917.00000,10584.00000,14963.00000,770.00000,17638.00000,-277.00000,21020.00000,35983.00000
2013-12-31,264.00000,2134.00000,364.00000,,213.00000,2975.00000,28145.00000,1201.00000,499.00000,2800.00000,32645.00000,35620.00000,4333.00000,6394.00000,2009.00000,11943.00000,16276.00000,770.00000,15135.00000,-250.00000,19344.00000,35620.00000
2012-12-31,684.00000,2418.00000,361.00000,,299.00000,3762.00000,28272.00000,1279.00000,525.00000,1468.00000,31544.00000,35306.00000,5081.00000,6512.00000,1749.00000,11942.00000,17023.00000,770.00000,13890.00000,-433.00000,18283.00000,35306.00000
2011-12-31,493.00000,1952.00000,361.00000,,418.00000,3224.00000,25324.00000,1383.00000,536.00000,904.00000,28147.00000,31371.00000,4394.00000,4674.00000,1510.00000,9818.00000,14212.00000,770.00000,12788.00000,-370.00000,17159.00000,31371.00000
2010-12-31,3951.00000,6030.00000,3453.00000,92.00000,303.00000,13829.00000,32222.00000,1802.00000,1380.00000,781.00000,36185.00000,50014.00000,11113.00000,7601.00000,1354.00000,15130.00000,26243.00000,770.00000,19907.00000,-997.00000,23771.00000,50014.00000
2009-12-31,2057.00000,4737.00000,3622.00000,,221.00000,10637.00000,32121.00000,1970.00000,1422.00000,902.00000,36415.00000,47052.00000,9057.00000,8436.00000,1099.00000,16085.00000,25142.00000,769.00000,18043.00000,-934.00000,21910.00000,47052.00000
