,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-04-30,4134.00000,1230.00000,204.00000,,377.00000,5945.00000,602.00000,2488.00000,991.00000,4081.00000,10026.00000,3953.00000,2386.00000,788.00000,5235.00000,9188.00000,760.00000,122.00000,-44.00000,838.00000,10026.00000
2021-04-30,4596.00000,945.00000,114.00000,,346.00000,6001.00000,525.00000,2140.00000,694.00000,3359.00000,9360.00000,3452.00000,2632.00000,650.00000,5223.00000,8675.00000,504.00000,211.00000,-30.00000,685.00000,9360.00000
2020-04-30,2882.00000,973.00000,145.00000,,274.00000,4274.00000,727.00000,1822.00000,699.00000,3248.00000,7522.00000,3616.00000,1146.00000,714.00000,3664.00000,7280.00000,284.00000,,-42.00000,242.00000,7522.00000
2019-04-30,3899.00000,1216.00000,131.00000,,364.00000,5610.00000,759.00000,1782.00000,590.00000,3131.00000,8741.00000,3867.00000,1144.00000,797.00000,3784.00000,7651.00000,1133.00000,,-43.00000,1090.00000,8741.00000
2018-04-30,5391.00000,1047.00000,122.00000,,392.00000,6952.00000,756.00000,1833.00000,450.00000,3039.00000,9991.00000,3531.00000,1541.00000,992.00000,4184.00000,7715.00000,2355.00000,-9.00000,-70.00000,2276.00000,9991.00000
2017-04-30,4921.00000,731.00000,163.00000,,383.00000,6198.00000,799.00000,1815.00000,681.00000,3295.00000,9493.00000,4122.00000,744.00000,249.00000,2591.00000,6713.00000,2769.00000,40.00000,-29.00000,2780.00000,9493.00000
2016-04-30,5303.00000,813.00000,98.00000,,234.00000,6448.00000,937.00000,1856.00000,796.00000,3589.00000,10037.00000,3662.00000,1490.00000,413.00000,3494.00000,7156.00000,2912.00000,,-31.00000,2881.00000,10037.00000
2015-04-30,5326.00000,779.00000,146.00000,,522.00000,6773.00000,1030.00000,1117.00000,481.00000,2628.00000,9401.00000,2709.00000,1487.00000,318.00000,3278.00000,5987.00000,3385.00000,53.00000,-24.00000,3414.00000,9401.00000
2014-04-30,5003.30000,855.90000,122.40000,,489.70000,6471.30000,1108.80000,1109.60000,524.10000,2742.50000,9213.80000,2694.60000,990.10000,296.20000,2732.70000,5427.30000,0.30000,1.10000,9.10000,3786.50000,9213.80000
2013-04-30,6952.60000,800.90000,139.50000,,525.20000,8418.20000,1170.90000,1168.70000,484.60000,2824.20000,11242.40000,3830.60000,994.60000,253.50000,2694.30000,6524.90000,0.50000,2896.80000,8.70000,4717.50000,11242.40000
2012-04-30,5398.50000,830.90000,161.50000,,435.60000,6826.50000,1137.20000,1141.20000,427.40000,2705.80000,9532.30000,3519.80000,62.60000,206.90000,1718.90000,5238.70000,0.50000,2805.30000,4.90000,4293.60000,9532.30000
2011-04-30,5174.70000,742.60000,108.50000,,339.40000,6365.20000,911.60000,813.30000,408.70000,2133.60000,8498.80000,3372.80000,114.60000,192.90000,1395.80000,4768.60000,0.50000,2674.00000,12.80000,3730.20000,8498.80000
2010-04-30,3724.00000,471.50000,112.90000,,228.70000,4537.10000,804.40000,706.10000,446.80000,1957.30000,6494.40000,1911.00000,1101.50000,171.90000,2052.90000,3963.90000,0.50000,2000.90000,2.80000,2530.50000,6494.40000
2009-04-30,2604.30000,446.50000,61.10000,326.90000,,3438.80000,807.90000,726.70000,411.00000,1945.60000,5384.40000,1679.30000,1219.30000,,1920.90000,3600.20000,0.40000,1600.50000,-5.20000,1784.20000,5384.40000
