,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-01-31,2903.00000,1828.00000,6783.00000,660.00000,,12174.00000,23789.00000,4018.00000,2410.00000,36912.00000,49086.00000,16323.00000,12809.00000,2059.00000,23334.00000,39657.00000,1918.00000,24066.00000,-467.00000,9429.00000,49086.00000
2021-01-31,2783.00000,1781.00000,7063.00000,876.00000,,12503.00000,22386.00000,4073.00000,2904.00000,36159.00000,48662.00000,15366.00000,12502.00000,2660.00000,23746.00000,39112.00000,1918.00000,23018.00000,-630.00000,9550.00000,48662.00000
2020-01-31,1578.00000,1706.00000,7084.00000,522.00000,,10890.00000,21871.00000,4142.00000,1539.00000,34366.00000,45256.00000,14243.00000,12111.00000,1750.00000,22440.00000,36683.00000,1918.00000,20978.00000,-640.00000,8573.00000,45256.00000
2019-01-31,1610.00000,1589.00000,6846.00000,592.00000,166.00000,10803.00000,21635.00000,4345.00000,1335.00000,27315.00000,38118.00000,14274.00000,12072.00000,1881.00000,16009.00000,30283.00000,1918.00000,19681.00000,-346.00000,7835.00000,38118.00000
2018-01-31,1508.00000,1637.00000,6533.00000,835.00000,604.00000,11117.00000,21071.00000,4025.00000,984.00000,26080.00000,37197.00000,14197.00000,12029.00000,1706.00000,16095.00000,30292.00000,1918.00000,17007.00000,-471.00000,6905.00000,37197.00000
2017-01-31,1232.00000,1649.00000,6561.00000,898.00000,,10340.00000,21016.00000,4184.00000,965.00000,26165.00000,36505.00000,12860.00000,11825.00000,1659.00000,16935.00000,29795.00000,1918.00000,15543.00000,-715.00000,6710.00000,36505.00000
2016-01-31,1200.00000,1734.00000,6168.00000,790.00000,,9892.00000,19619.00000,3777.00000,609.00000,24005.00000,33897.00000,12971.00000,9709.00000,1287.00000,14128.00000,27099.00000,1918.00000,14011.00000,-680.00000,6798.00000,33897.00000
2015-01-31,1256.00000,1266.00000,5688.00000,701.00000,,8911.00000,17912.00000,3061.00000,613.00000,21586.00000,30497.00000,11392.00000,9723.00000,1268.00000,13663.00000,25055.00000,1918.00000,12367.00000,-812.00000,5442.00000,30497.00000
2014-01-31,1359.00000,1116.00000,5651.00000,704.00000,,8830.00000,16893.00000,2837.00000,721.00000,20451.00000,29281.00000,10705.00000,9653.00000,1246.00000,13181.00000,23886.00000,959.00000,10981.00000,-464.00000,5395.00000,29281.00000
2013-01-31,1193.00000,1051.00000,5146.00000,569.00000,,7959.00000,14848.00000,1364.00000,463.00000,16675.00000,24634.00000,11061.00000,6145.00000,1127.00000,9359.00000,20420.00000,959.00000,9787.00000,-753.00000,4214.00000,24634.00000
2012-01-31,974.00000,949.00000,5114.00000,288.00000,,7325.00000,14464.00000,1138.00000,549.00000,16151.00000,23476.00000,9105.00000,6850.00000,1515.00000,10405.00000,19510.00000,959.00000,8571.00000,-844.00000,3966.00000,23476.00000
2011-01-31,1491.00000,845.00000,4966.00000,319.00000,,7621.00000,14147.00000,1140.00000,597.00000,15884.00000,23505.00000,8070.00000,7304.00000,1137.00000,10137.00000,18207.00000,959.00000,8225.00000,-550.00000,5298.00000,23505.00000
2010-01-31,1078.00000,909.00000,4935.00000,261.00000,300.00000,7483.00000,13929.00000,1158.00000,556.00000,15643.00000,23126.00000,7727.00000,7477.00000,1346.00000,10473.00000,18200.00000,958.00000,7364.00000,-593.00000,4926.00000,23126.00000
2009-01-31,894.00000,944.00000,4905.00000,209.00000,300.00000,7252.00000,13161.00000,2271.00000,573.00000,16005.00000,23257.00000,7646.00000,7505.00000,1248.00000,10311.00000,17957.00000,955.00000,7518.00000,-495.00000,5300.00000,23257.00000
