,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,17220.00000,11305.00000,78151.00000,2847.00000,109523.00000,10550.00000,983.00000,10368.00000,5613.00000,27577.00000,137100.00000,90052.00000,51811.00000,2211.00000,62896.00000,152948.00000,5061.00000,29473.00000,-9550.00000,,-15848.00000,137100.00000
2021-12-31,16244.00000,11378.00000,78823.00000,2221.00000,108666.00000,10918.00000,975.00000,10630.00000,7286.00000,29886.00000,138552.00000,81992.00000,56806.00000,1750.00000,71406.00000,153398.00000,5061.00000,34408.00000,-11659.00000,,-14846.00000,138552.00000
2020-12-31,25590.00000,10051.00000,81715.00000,4286.00000,121642.00000,11820.00000,1016.00000,10924.00000,6648.00000,30494.00000,152136.00000,87280.00000,61890.00000,1486.00000,82931.00000,170211.00000,5061.00000,38610.00000,-17133.00000,,-18075.00000,152136.00000
2019-12-31,10030.00000,12471.00000,76622.00000,3106.00000,102229.00000,12502.00000,1092.00000,11398.00000,5721.00000,31396.00000,133625.00000,97312.00000,19962.00000,3422.00000,44613.00000,141925.00000,5061.00000,50644.00000,-16153.00000,,-8300.00000,133625.00000
2018-12-31,8564.00000,14364.00000,62567.00000,2335.00000,87830.00000,12645.00000,1087.00000,11269.00000,4244.00000,29529.00000,117359.00000,81590.00000,10657.00000,3059.00000,35359.00000,116949.00000,5061.00000,55941.00000,-15083.00000,,410.00000,117359.00000
2017-12-31,9992.00000,11397.00000,61388.00000,2417.00000,85194.00000,12672.00000,1260.00000,8132.00000,4783.00000,27168.00000,112362.00000,74648.00000,9782.00000,2015.00000,36001.00000,110649.00000,5061.00000,49618.00000,-16373.00000,,1713.00000,112362.00000
2016-12-31,10029.00000,9260.00000,43199.00000,,62488.00000,12807.00000,1317.00000,7864.00000,5189.00000,27509.00000,89997.00000,50134.00000,9568.00000,2221.00000,38986.00000,89120.00000,5061.00000,40714.00000,-13623.00000,,877.00000,89997.00000
2015-12-31,12052.00000,8925.00000,47257.00000,,68234.00000,12076.00000,1284.00000,7783.00000,4766.00000,26174.00000,94408.00000,50412.00000,8730.00000,2078.00000,37599.00000,88011.00000,5061.00000,38756.00000,-12748.00000,,6397.00000,94408.00000
2014-12-31,13092.00000,7919.00000,46756.00000,,67767.00000,11007.00000,1154.00000,7988.00000,4688.00000,25154.00000,92921.00000,48233.00000,8141.00000,1566.00000,35898.00000,84131.00000,5061.00000,36180.00000,-13903.00000,,8790.00000,92921.00000
2013-12-31,15258.00000,6890.00000,42912.00000,,65074.00000,10224.00000,1204.00000,8095.00000,5127.00000,27589.00000,92663.00000,51486.00000,8072.00000,1106.00000,26180.00000,77666.00000,5061.00000,32964.00000,-9894.00000,,14997.00000,92663.00000
2012-12-31,13558.00000,5972.00000,37751.00000,,57309.00000,9660.00000,1180.00000,8146.00000,5848.00000,31587.00000,88896.00000,44982.00000,8973.00000,1795.00000,37947.00000,82929.00000,5061.00000,30037.00000,-17416.00000,,5967.00000,88896.00000
2011-12-31,11272.00000,6269.00000,32240.00000,,49810.00000,9313.00000,1043.00000,7989.00000,5939.00000,30176.00000,79986.00000,41274.00000,10018.00000,1029.00000,35104.00000,76378.00000,5061.00000,27524.00000,-16500.00000,,3608.00000,79986.00000
2010-12-31,10517.00000,5707.00000,24317.00000,,40572.00000,8931.00000,1111.00000,7916.00000,6004.00000,27993.00000,68565.00000,35395.00000,11473.00000,1010.00000,30308.00000,65703.00000,5061.00000,24784.00000,-13758.00000,,2862.00000,68565.00000
2009-12-31,11223.00000,6153.00000,16933.00000,,35275.00000,8784.00000,1030.00000,7196.00000,6690.00000,26778.00000,62053.00000,32883.00000,12217.00000,1364.00000,26945.00000,59828.00000,5061.00000,22746.00000,-11877.00000,-1615.00000,2225.00000,62053.00000
