,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2456.20000,713.30000,306.70000,192.60000,3668.80000,1055.60000,199.00000,47.10000,1722.90000,5391.70000,1839.30000,1197.70000,128.30000,1420.60000,3259.90000,0.40000,479.90000,-11.60000,2131.80000,5391.70000
2021-12-31,2731.20000,514.30000,357.30000,81.60000,3684.40000,801.80000,58.00000,10.50000,1248.90000,4933.30000,720.80000,1981.80000,90.00000,2170.40000,2891.20000,0.40000,138.70000,0.50000,2042.10000,4933.30000
2020-12-31,2707.70000,428.50000,234.70000,53.90000,3424.80000,515.30000,40.70000,,865.70000,4290.50000,614.10000,1667.20000,80.90000,1849.90000,2464.00000,0.10000,-202.10000,3.20000,1826.50000,4290.50000
2019-12-31,1533.30000,286.30000,119.80000,30.00000,1969.40000,321.30000,18.60000,14.20000,425.60000,2395.00000,360.20000,1059.70000,20.10000,1152.20000,1512.40000,0.10000,-695.70000,2.30000,882.60000,2395.00000
2018-12-31,1385.60000,226.70000,70.70000,16.50000,1699.50000,183.10000,18.70000,14.70000,216.50000,1916.00000,222.40000,1010.30000,20.00000,1030.30000,1252.70000,0.10000,-798.90000,1.50000,663.30000,1916.00000
2017-12-31,548.60000,134.30000,45.20000,16.60000,744.70000,145.60000,12.10000,1.70000,159.40000,904.10000,138.90000,327.60000,18.20000,345.80000,484.70000,0.10000,-671.80000,-2.60000,419.40000,904.10000
2016-12-31,123.70000,101.70000,45.40000,9.20000,280.00000,109.40000,11.30000,2.10000,122.80000,402.80000,102.40000,,16.60000,16.60000,119.00000,0.10000,-621.00000,-1.00000,283.80000,402.80000
2015-12-31,115.20000,74.10000,35.20000,6.80000,231.30000,54.70000,5.90000,0.10000,60.70000,292.00000,66.90000,,3.90000,3.90000,70.80000,0.10000,-555.40000,-0.30000,221.20000,292.00000
2014-12-31,83.60000,42.40000,16.00000,3.90000,145.90000,31.20000,5.90000,1.60000,38.70000,184.60000,40.60000,2.30000,1.50000,3.80000,44.40000,0.10000,-497.80000,-0.10000,140.20000,184.60000
2013-12-31,54.60000,26.10000,9.00000,3.40000,93.10000,20.70000,6.80000,1.90000,29.40000,122.50000,32.10000,4.60000,1.70000,6.30000,38.40000,0.10000,-475.40000,-0.10000,84.10000,122.50000
2012-12-31,48.70000,19.50000,7.40000,2.00000,77.60000,18.90000,7.40000,2.10000,28.40000,106.00000,19.50000,6.80000,2.10000,9.50000,29.00000,0.10000,-445.60000,-0.10000,77.00000,106.00000
2011-12-31,82.00000,12.50000,8.20000,1.80000,104.50000,15.00000,,1.00000,16.00000,120.50000,14.70000,,1.00000,1.30000,16.00000,0.10000,-391.10000,-0.10000,104.50000,120.50000
2010-12-31,47.88800,6.67100,8.11200,2.69000,65.36100,10.76300,,1.04000,11.80300,77.16400,15.12900,,1.04200,1.04200,16.17100,0.06200,-346.37800,-0.06600,60.99300,77.16400
2009-12-31,28.01600,3.49000,2.64100,2.77300,36.92000,6.42200,,3.60600,10.02800,46.94800,18.79600,45.75700,0.84000,46.59700,65.39300,0.04600,-291.20800,-0.01300,-18.44500,46.94800
