,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,45.59100,351.44800,1591.06000,30.89200,2018.99100,193.70900,1.24800,997.44300,84.43800,1546.44600,3565.43700,675.71400,1361.76100,35.47100,1654.52900,2330.24300,0.03900,653.48400,5.89500,1235.19400,3565.43700
2021-12-31,24.32100,376.57100,1339.10000,29.09300,1769.08500,179.00800,1.23100,1001.17800,37.96700,1461.04600,3230.13100,744.41600,1171.57800,31.54500,1414.32200,2158.73800,0.04000,526.87400,-7.48400,1071.39300,3230.13100
2020-12-31,34.12800,289.20000,780.98900,17.61000,1121.92700,108.24100,1.29200,280.34800,21.98700,617.74300,1739.67000,483.24900,404.14900,38.26100,616.95100,1100.20000,0.04000,133.87000,-14.01900,639.47000,1739.67000
2019-12-31,28.58300,226.53900,702.27400,16.17200,973.56800,112.24600,1.22700,199.63400,19.90200,509.69800,1483.26600,390.84600,499.66200,27.97000,682.24000,1073.08600,0.04000,-64.74000,-10.35900,410.18000,1483.26600
2018-12-31,16.35800,207.80100,672.57900,18.50600,915.24400,106.96400,1.21300,200.47600,16.97400,325.62700,1240.87100,305.61000,657.59300,24.67900,711.67100,1017.28100,0.04000,-218.64600,-10.99700,223.59000,1240.87100
2017-12-31,29.94000,196.26500,536.47400,19.56900,782.24800,100.93900,1.12700,202.65800,14.09000,318.81400,1101.06200,321.56600,508.81500,22.95000,556.35000,877.91600,0.04000,-196.31600,-7.32800,223.14600,1101.06200
2016-12-31,21.95600,166.15100,486.11600,15.31800,695.55700,83.29000,1.17200,198.12100,15.95500,298.53800,994.09500,296.22000,436.93700,18.96600,492.66500,788.88500,0.04100,-183.91500,-14.07800,205.21000,994.09500
2015-12-31,13.23700,156.75600,474.27500,11.94600,661.74400,69.85400,1.23100,184.60600,16.92600,272.61700,934.36100,304.84500,326.34500,14.95500,373.77300,678.61800,0.04300,-104.70900,-13.72900,255.74300,934.36100
2014-12-31,14.83000,140.64500,466.96200,11.65900,637.21300,56.47500,1.24400,185.91900,12.08600,255.72400,892.93700,291.90800,319.30900,10.75100,356.67700,648.58500,0.04400,-90.65000,-3.66200,244.35200,892.93700
2013-12-31,8.00600,125.28700,429.19700,9.80200,577.74900,52.32800,1.24300,182.17000,10.27100,246.01200,823.76100,263.90600,246.41800,8.14700,273.67300,537.57900,0.04500,-27.27800,2.91200,286.18200,823.76100
2012-12-31,12.46300,113.85900,400.30800,11.28000,543.09600,46.56600,1.16000,181.03600,8.71800,237.48000,780.57600,247.99600,230.88200,6.62200,250.95700,498.95300,0.04600,5.37700,-0.13400,281.62300,780.57600
2011-12-31,17.48700,109.27300,386.92400,11.29800,532.06600,41.39400,0.98000,188.84100,7.62100,238.83600,770.90200,226.59900,247.30000,7.72600,264.55700,491.15600,0.04700,34.29900,2.22000,279.74600,770.90200
2010-12-31,9.72100,101.54300,347.43900,7.67800,476.59200,30.68500,0.96600,191.48100,28.82100,251.95300,728.54500,211.53800,198.70000,7.53200,231.82500,443.36300,0.04900,67.68100,1.05200,285.18200,728.54500
2009-12-31,15.84300,96.36400,355.52800,12.90100,491.31700,31.43200,1.00600,190.84000,28.50400,251.78200,743.09900,260.51300,200.70000,7.77900,230.39900,490.91200,0.04900,47.12800,2.22600,252.18700,743.09900
