,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,12292.00000,1040.00000,790.00000,686.00000,14808.00000,17342.00000,970.00000,855.00000,20561.00000,35369.00000,10378.00000,8046.00000,3155.00000,14304.00000,24682.00000,888.00000,16261.00000,344.00000,10687.00000,35369.00000
2021-12-31,15504.00000,1357.00000,537.00000,638.00000,18036.00000,14842.00000,970.00000,882.00000,18284.00000,36320.00000,9164.00000,10274.00000,3383.00000,16742.00000,25906.00000,888.00000,15774.00000,388.00000,10414.00000,36320.00000
2020-12-31,13334.00000,1130.00000,414.00000,295.00000,15173.00000,15831.00000,970.00000,722.00000,19415.00000,34588.00000,7506.00000,10420.00000,4590.00000,18206.00000,25712.00000,888.00000,14777.00000,-105.00000,8876.00000,34588.00000
2019-12-31,4072.00000,1086.00000,529.00000,287.00000,5974.00000,17025.00000,970.00000,577.00000,19921.00000,25895.00000,8952.00000,2010.00000,1759.00000,7111.00000,16063.00000,808.00000,17945.00000,-61.00000,9832.00000,25895.00000
2018-12-31,3689.00000,568.00000,461.00000,310.00000,5028.00000,19525.00000,970.00000,720.00000,21215.00000,26243.00000,7905.00000,4472.00000,1586.00000,8485.00000,16390.00000,808.00000,15967.00000,20.00000,9853.00000,26243.00000
2017-12-31,3273.00000,662.00000,420.00000,460.00000,4815.00000,18539.00000,970.00000,786.00000,20295.00000,25110.00000,6863.00000,4710.00000,1777.00000,8606.00000,15469.00000,808.00000,13832.00000,12.00000,9641.00000,25110.00000
2016-12-31,3305.00000,546.00000,337.00000,310.00000,4498.00000,17044.00000,970.00000,774.00000,18788.00000,23286.00000,6844.00000,3899.00000,728.00000,8001.00000,14845.00000,808.00000,11418.00000,-323.00000,8441.00000,23286.00000
2015-12-31,3051.00000,474.00000,311.00000,188.00000,4024.00000,15601.00000,970.00000,717.00000,17288.00000,21312.00000,7406.00000,3298.00000,760.00000,6548.00000,13954.00000,808.00000,9409.00000,-1051.00000,7358.00000,21312.00000
2014-12-31,2988.00000,365.00000,342.00000,232.00000,3927.00000,14292.00000,970.00000,534.00000,15796.00000,19723.00000,5923.00000,2988.00000,1255.00000,7025.00000,12948.00000,808.00000,7416.00000,-738.00000,6775.00000,19723.00000
2013-12-31,3152.00000,419.00000,467.00000,250.00000,4456.00000,13389.00000,970.00000,530.00000,14889.00000,19345.00000,5676.00000,2628.00000,771.00000,6333.00000,12009.00000,808.00000,6431.00000,-3.00000,7336.00000,19345.00000
2012-12-31,2970.00000,332.00000,469.00000,210.00000,4227.00000,12766.00000,970.00000,633.00000,14369.00000,18596.00000,4650.00000,3214.00000,856.00000,6954.00000,11604.00000,808.00000,5768.00000,-119.00000,6992.00000,18596.00000
2011-12-31,3144.00000,299.00000,401.00000,238.00000,4345.00000,12127.00000,970.00000,626.00000,13723.00000,18068.00000,4533.00000,3107.00000,910.00000,6658.00000,11191.00000,808.00000,5395.00000,-224.00000,6877.00000,18068.00000
2010-12-31,3538.00000,195.00000,243.00000,89.00000,4279.00000,10578.00000,,606.00000,11184.00000,15463.00000,3305.00000,2875.00000,465.00000,5921.00000,9226.00000,808.00000,5399.00000,-262.00000,6237.00000,15463.00000
2009-12-31,2593.00000,169.00000,221.00000,84.00000,3358.00000,10634.00000,,277.00000,10911.00000,14269.00000,2695.00000,3325.00000,493.00000,6120.00000,8815.00000,808.00000,4971.00000,-578.00000,5454.00000,14269.00000
