,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2037.00000,671.00000,568.00000,285.00000,3561.00000,1091.00000,6524.00000,423.00000,8691.00000,12252.00000,2773.00000,1487.00000,649.00000,2880.00000,5653.00000,2.00000,1142.00000,3.00000,6599.00000,12252.00000
2021-12-31,1339.00000,648.00000,431.00000,295.00000,2713.00000,1024.00000,10363.00000,445.00000,12504.00000,15217.00000,1093.00000,1695.00000,915.00000,3384.00000,4477.00000,2.00000,5485.00000,17.00000,10740.00000,15217.00000
2020-12-31,3472.00000,487.00000,372.00000,152.00000,4483.00000,922.00000,1039.00000,609.00000,3102.00000,7585.00000,1244.00000,673.00000,303.00000,1647.00000,2891.00000,2.00000,4723.00000,2.00000,4694.00000,7585.00000
2019-12-31,3414.00000,573.00000,359.00000,105.00000,4451.00000,889.00000,969.00000,388.00000,2865.00000,7316.00000,665.00000,1141.00000,202.00000,2038.00000,2703.00000,2.00000,4067.00000,5.00000,4613.00000,7316.00000
2018-12-31,3512.00000,514.00000,386.00000,78.00000,4490.00000,1075.00000,1016.00000,308.00000,2469.00000,6959.00000,1804.00000,890.00000,359.00000,1310.00000,3114.00000,2.00000,3083.00000,-1.00000,3845.00000,6959.00000
2017-12-31,2145.00000,411.00000,333.00000,91.00000,2980.00000,931.00000,946.00000,312.00000,2277.00000,5257.00000,746.00000,1182.00000,360.00000,1762.00000,2508.00000,2.00000,2256.00000,-1.00000,2749.00000,5257.00000
2016-12-31,1559.00000,381.00000,300.00000,78.00000,2318.00000,713.00000,1019.00000,108.00000,1963.00000,4281.00000,705.00000,1056.00000,206.00000,1306.00000,2011.00000,2.00000,1485.00000,-1.00000,2270.00000,4281.00000
2015-12-31,1386.22000,385.52900,270.77700,54.29700,2096.82300,342.69400,1026.25000,87.46500,1590.92400,3687.74700,610.49400,1015.64900,180.50500,1228.70000,1839.19400,1.85900,1022.76500,0.03600,1848.55300,3687.74700
2014-12-31,1338.37100,289.45800,191.14400,29.84400,1889.60300,265.26400,1039.40400,95.52100,1450.03700,3339.64000,722.15800,986.78000,167.90400,1154.68400,1876.84200,1.80500,561.20600,-1.08000,1462.79800,3339.64000
2013-12-31,1165.60300,238.94600,154.09900,22.81100,1617.53500,202.66600,1054.23400,56.09100,1401.47100,3019.00600,322.06300,972.23800,191.50300,1163.74100,1485.80400,1.75300,207.85500,1.23400,1533.20200,3019.00600
2012-12-31,1350.20400,214.97500,158.71800,32.70000,1787.04800,166.16700,499.52300,73.16400,779.03700,2566.08500,304.57100,805.40600,137.52700,942.93300,1247.50400,1.70300,82.54700,2.12300,1318.58100,2566.08500
2011-12-31,1189.56800,173.88600,128.78100,29.19600,1544.61900,143.48300,428.32800,59.73500,651.22100,2195.84000,226.92100,807.36900,86.33500,893.70400,1120.62500,1.66800,-68.70700,2.11700,1075.21500,2195.84000
2010-12-31,894.28900,165.59800,142.21100,36.92200,1258.39800,129.87400,369.66800,41.67600,580.71500,1839.11300,534.51700,,106.92100,106.92100,641.43800,1.51600,-155.33500,1.76500,1197.67500,1839.11300
2009-12-31,693.52700,157.75100,92.77600,17.51500,981.59000,117.18800,257.24000,26.54800,448.34700,1429.93700,441.23600,,124.45300,124.45300,565.68900,1.43600,-280.22600,2.83000,864.24800,1429.93700
