,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,44070.00000,15729.00000,14080.00000,3877.00000,116476.00000,37265.00000,25570.00000,,11118.00000,139408.00000,255884.00000,96866.00000,88805.00000,25497.00000,115851.00000,212717.00000,42.00000,31754.00000,-9339.00000,43167.00000,255884.00000
2021-12-31,49593.00000,11370.00000,12065.00000,3425.00000,108996.00000,37139.00000,30906.00000,,14942.00000,148039.00000,257035.00000,90727.00000,88400.00000,27705.00000,117686.00000,208413.00000,41.00000,35769.00000,-8339.00000,48622.00000,257035.00000
2020-12-31,49961.00000,9993.00000,10808.00000,3581.00000,116744.00000,37083.00000,32852.00000,,12882.00000,150517.00000,267261.00000,97192.00000,110341.00000,28379.00000,139258.00000,236450.00000,41.00000,18243.00000,-8294.00000,30811.00000,267261.00000
2019-12-31,34651.00000,9237.00000,10786.00000,5722.00000,114047.00000,36469.00000,31749.00000,,10706.00000,144490.00000,258537.00000,98132.00000,101361.00000,25324.00000,127175.00000,225307.00000,41.00000,20320.00000,-7728.00000,33230.00000,258537.00000
2018-12-31,33951.00000,11195.00000,11220.00000,3930.00000,114649.00000,36178.00000,31828.00000,,7929.00000,141891.00000,256540.00000,95569.00000,100720.00000,23588.00000,125005.00000,220574.00000,41.00000,22668.00000,-7366.00000,35966.00000,256540.00000
2017-12-31,38927.00000,10599.00000,11176.00000,3889.00000,116801.00000,35327.00000,31320.00000,,8104.00000,141695.00000,258496.00000,94600.00000,102666.00000,24711.00000,128290.00000,222890.00000,41.00000,21906.00000,-6959.00000,35606.00000,258496.00000
2016-12-31,38827.00000,11102.00000,8898.00000,3368.00000,108461.00000,32072.00000,32133.00000,,5656.00000,129490.00000,237951.00000,90281.00000,93301.00000,24395.00000,118483.00000,208764.00000,41.00000,15634.00000,-7013.00000,29187.00000,237951.00000
2015-12-31,35176.00000,11042.00000,8319.00000,2913.00000,102587.00000,30163.00000,30317.00000,,4795.00000,122338.00000,224925.00000,82336.00000,89879.00000,23457.00000,113932.00000,196268.00000,41.00000,14414.00000,-6257.00000,28657.00000,224925.00000
2014-12-31,31150.00000,11708.00000,7870.00000,,131839.00000,30126.00000,26574.00000,,6052.00000,76776.00000,208615.00000,20035.00000,119171.00000,44032.00000,164115.00000,184150.00000,40.00000,9422.00000,-5265.00000,24465.00000,208615.00000
2013-12-31,36568.00000,9828.00000,7708.00000,,131585.00000,27616.00000,23663.00000,,5847.00000,70594.00000,202179.00000,19531.00000,114688.00000,40886.00000,156503.00000,176034.00000,40.00000,23386.00000,-18230.00000,26145.00000,202179.00000
2012-12-31,35943.00000,10878.00000,7362.00000,,125174.00000,24942.00000,18549.00000,,5556.00000,64232.00000,189406.00000,19308.00000,105058.00000,48259.00000,154109.00000,173417.00000,40.00000,18077.00000,-22854.00000,15989.00000,189406.00000
2011-12-31,35766.00000,8565.00000,5901.00000,,135333.00000,22371.00000,15774.00000,100.00000,4770.00000,43015.00000,178348.00000,63093.00000,99488.00000,,100184.00000,163277.00000,38.00000,12985.00000,-18734.00000,15071.00000,178348.00000
2010-12-31,35570.00000,8381.00000,5917.00000,,119938.00000,23179.00000,14244.00000,102.00000,5221.00000,44749.00000,164687.00000,60206.00000,103988.00000,,105123.00000,165329.00000,38.00000,-7038.00000,-14313.00000,-642.00000,164687.00000
2009-12-31,42281.00000,7194.00000,5041.00000,,130408.00000,22637.00000,19637.00000,165.00000,8096.00000,61632.00000,192040.00000,60445.00000,131635.00000,,139377.00000,199822.00000,34.00000,-10864.00000,-13599.00000,-7782.00000,192040.00000
