,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,600.00000,866.20000,792.90000,378.90000,2638.00000,4222.80000,,18092.00000,915.50000,23230.30000,25868.30000,3375.40000,6165.20000,292.80000,9577.70000,12953.10000,517.60000,6894.10000,-1205.50000,12915.20000,25868.30000
2021-12-31,637.40000,879.40000,804.70000,457.20000,2778.70000,4192.40000,,19439.40000,1208.50000,24840.30000,27619.00000,3622.20000,6647.20000,326.50000,10332.70000,13954.90000,522.10000,7401.50000,-1006.00000,13664.10000,27619.00000
2020-12-31,770.10000,687.10000,664.30000,297.30000,2418.80000,4250.30000,,19707.10000,954.90000,24912.30000,27331.10000,3909.60000,7208.20000,447.20000,10800.20000,14709.80000,522.20000,6544.20000,-1167.80000,12621.30000,27331.10000
2019-12-31,523.40000,714.80000,615.90000,224.80000,2184.40000,4546.50000,,21287.40000,841.50000,26675.40000,28859.80000,3695.50000,8109.50000,406.50000,11491.20000,15186.70000,662.40000,7617.00000,-1162.20000,13673.10000,28859.80000
2018-12-31,1057.90000,871.00000,591.80000,245.60000,2766.30000,4608.30000,,22037.20000,698.00000,27343.50000,30109.80000,4300.90000,8893.80000,323.80000,12073.10000,16374.00000,662.80000,7692.90000,-1150.00000,13735.80000,30109.80000
2017-12-31,418.60000,902.00000,591.50000,277.60000,2189.70000,4673.70000,,22702.00000,681.50000,28057.20000,30246.90000,3399.30000,10598.70000,316.80000,13660.30000,17059.60000,662.90000,6958.40000,-860.00000,13187.30000,30246.90000
2016-12-31,560.90000,805.30000,592.70000,210.70000,2169.60000,4507.40000,,22282.00000,382.50000,27171.90000,29341.50000,3157.50000,11387.70000,267.00000,14562.30000,17719.80000,681.30000,6145.30000,-1571.80000,11621.70000,29341.50000
2015-12-31,430.90000,525.90000,179.30000,122.70000,1258.80000,1590.80000,2441.00000,6729.00000,256.70000,11017.50000,12276.30000,1217.20000,2908.70000,75.30000,3996.00000,5213.20000,712.90000,4496.00000,-1694.90000,7063.10000,12276.30000
2014-12-31,624.60000,621.70000,202.20000,101.40000,1577.10000,1798.00000,2388.60000,7947.40000,189.20000,12403.00000,13980.10000,2324.90000,2321.30000,105.10000,3769.10000,6094.00000,771.70000,4439.90000,-898.40000,7886.10000,13980.10000
2013-12-31,442.30000,728.00000,205.30000,111.70000,1537.70000,1970.10000,2506.50000,9243.80000,260.10000,14042.40000,15580.10000,2161.40000,3213.00000,184.30000,4788.60000,6950.00000,824.30000,4199.50000,154.90000,8630.10000,15580.10000
2012-12-31,624.00000,660.50000,213.90000,117.50000,1748.00000,1995.90000,2431.80000,9687.90000,196.90000,14464.20000,16212.20000,2598.70000,3422.50000,397.90000,5621.90000,8220.60000,836.20000,3900.50000,-72.30000,7991.60000,16212.20000
2011-12-31,1078.90000,588.80000,207.20000,94.00000,2118.00000,1430.10000,2487.90000,6039.30000,165.90000,10305.80000,12423.80000,1277.20000,1914.90000,366.40000,3456.40000,4733.60000,836.90000,3689.70000,-129.70000,7690.20000,12423.80000
2010-12-31,1217.60000,570.80000,195.00000,78.20000,2220.90000,1388.70000,2574.10000,6144.20000,138.50000,10476.70000,12697.60000,1333.90000,1959.60000,612.00000,3521.10000,4855.00000,837.80000,3241.50000,171.10000,7842.60000,12697.60000
2009-12-31,734.20000,566.70000,181.30000,65.30000,1707.90000,1347.40000,2613.60000,6009.70000,115.90000,10313.20000,12021.10000,1580.90000,1412.70000,624.20000,3347.40000,4928.30000,882.50000,2734.90000,20.70000,7092.80000,12021.10000
