,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,946.98700,326.27200,148.71700,450.89300,1872.86900,14516.37000,598.65900,1569.80000,16684.83000,18557.69000,5054.85100,12630.40000,803.85000,13434.25000,18489.10000,0.42100,-7066.31500,-477.07900,68.59100,18557.69000
2021-12-31,1746.64700,1167.47300,118.20500,269.24300,3301.56800,13528.81000,598.65900,1300.80400,15428.27000,18729.84000,3730.43200,11569.70000,997.05500,12566.75000,16297.19000,0.41700,-4796.40600,-285.08600,2432.65000,18729.84000
2020-12-31,3300.48200,20.57800,82.38100,154.10300,3557.54400,13411.23000,598.65900,831.88800,14841.77000,18399.32000,1913.90300,11681.23000,450.07500,12131.31000,14045.21000,0.31600,-295.44900,-240.11700,4354.10500,18399.32000
2019-12-31,252.87600,75.10900,95.42700,306.73300,730.14500,13135.34000,2206.45600,612.66100,15954.45000,16684.60000,3584.39000,6055.33500,529.29500,6584.63000,10169.02000,0.23700,3829.06800,-295.49000,6515.57900,16684.60000
2018-12-31,163.85100,55.24900,90.20200,241.01100,550.31300,12119.25000,2206.45600,329.94800,14655.66000,15205.97000,3150.50000,5810.87300,281.59600,6092.46900,9242.96900,0.23500,2898.84000,-161.64700,5963.00100,15205.97000
2017-12-31,176.19000,43.96100,82.12100,216.06500,518.33700,11040.49000,2206.45600,329.58800,13576.53000,14094.87000,2490.02100,5688.39200,166.69000,5855.08200,8345.10300,0.23300,1963.12800,26.96600,5749.76600,14094.87000
2016-12-31,128.34700,63.21500,66.25500,153.27600,411.09300,10117.69000,2206.45600,238.67300,12562.82000,12973.91000,2312.81800,5838.49400,284.87300,6123.36700,8436.18500,0.23200,1201.10300,-314.47300,4537.72600,12973.91000
2015-12-31,115.93700,44.99600,58.17300,121.30500,340.41100,9458.80500,2206.45600,259.08500,11924.35000,12264.76000,2366.51900,5767.69700,349.66100,6117.35800,8483.87700,0.23200,568.01800,-412.65000,3780.88000,12264.76000
2014-12-31,84.82400,32.43200,56.55500,109.92400,283.73500,8623.77300,2206.45600,355.03200,11185.26000,11469.00000,2086.59900,5503.07600,360.50800,5863.58400,7950.18300,0.23000,140.88100,-242.64200,3518.81300,11469.00000
2013-12-31,56.46700,18.26000,43.71500,64.48200,182.92400,5647.67000,611.33000,209.05400,6468.05400,6650.97800,1075.48800,2841.21400,103.01000,2944.22400,4019.71200,0.20500,-197.47100,-16.69000,2631.26600,6650.97800
2012-12-31,45.50000,15.06200,39.68100,64.68600,164.92900,4960.14200,611.33000,202.02600,5773.49800,5938.42700,945.08900,2764.12000,210.43400,2974.55400,3919.64300,0.02500,-299.18500,-17.61900,2018.78400,5938.42700
2011-12-31,58.92600,8.15900,36.23400,48.82400,152.14300,4640.09300,602.79200,167.38300,5410.26800,5562.41100,817.44600,2837.49900,63.00300,2900.50200,3717.94800,0.02500,-467.74100,-19.79400,1844.46300,5562.41100
2010-12-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
