,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1434.10000,1005.50000,,668.70000,12636.30000,561.10000,,15698.90000,860.50000,17120.50000,29756.80000,2844.30000,8078.00000,329.60000,11069.00000,13913.30000,113.20000,7518.30000,-942.40000,15843.50000,29756.80000
2021-12-31,2147.10000,1317.60000,,1893.60000,15327.10000,518.10000,,16110.50000,729.90000,17358.50000,32685.60000,4113.00000,9421.20000,846.30000,12404.60000,16517.60000,113.20000,7169.20000,-441.50000,16168.00000,32685.60000
2020-12-31,1710.10000,1026.00000,149.20000,7582.10000,19204.20000,563.80000,,16221.90000,514.20000,17299.90000,36504.10000,10574.60000,8796.70000,588.60000,11120.60000,21695.20000,113.20000,6085.00000,-404.50000,14808.90000,36504.10000
2019-12-31,1701.20000,1191.20000,144.00000,10835.60000,22509.50000,583.50000,,15867.70000,459.60000,16910.80000,39420.30000,13924.50000,8314.90000,949.60000,11177.50000,25102.00000,113.20000,5917.80000,-587.30000,14318.30000,39420.30000
2018-12-31,1805.40000,906.10000,127.10000,11384.80000,21050.40000,468.70000,,9333.20000,126.10000,9928.00000,30978.40000,13297.20000,7634.80000,387.60000,8744.99900,22042.20000,98.10000,5884.50000,-735.00000,8936.20000,30978.40000
2017-12-31,2517.70000,1547.80000,124.40000,,22292.40000,490.70000,674.60000,8149.40000,61.70000,9376.40000,31668.80000,14820.10000,6875.60000,498.80000,7893.10000,22713.20000,98.10000,5489.10000,-391.20000,8955.60000,31668.80000
2016-12-31,2070.20000,1323.30000,116.90000,8224.20000,17646.00000,464.70000,,7528.60000,95.00000,8088.30000,25734.30000,10350.20000,6505.50000,673.40000,7772.30000,18122.50000,98.10000,4833.40000,-809.30000,7611.80000,25734.30000
2015-12-31,2214.70000,1267.90000,121.20000,6370.60000,17009.60000,426.90000,,7529.70000,107.00000,8063.60000,25073.20000,8137.80000,7509.80000,273.70000,8239.69900,16377.50000,98.10000,4439.60000,-446.00000,8695.70000,25073.20000
2014-12-31,1918.20000,1439.60000,132.10000,2003.70000,12141.80000,402.60000,,7826.10000,79.50000,8308.19900,20450.00000,3852.60000,6726.40000,280.90000,7477.60000,11330.20000,98.10000,3943.60000,48.80000,9119.80000,20450.00000
2013-12-31,1914.80000,1491.50000,101.40000,1524.50000,10606.60000,350.80000,,8131.00000,182.10000,8663.89900,19270.50000,3737.50000,5770.30000,461.80000,6555.70000,10293.20000,98.10000,3466.20000,427.90000,8977.30000,19270.50000
2012-12-31,1123.30000,1083.60000,99.90000,1153.60000,8660.10000,349.60000,,8335.90000,146.80000,8832.30000,17492.40000,3046.60000,5085.40000,,5396.80000,8443.40000,98.10000,2930.10000,530.50000,9049.00000,17492.40000
2011-12-31,1109.70000,967.30000,51.20000,1393.50000,3834.10000,312.80000,6829.80000,8230.70000,17.90000,15512.90000,19347.00000,2974.40000,6582.50000,378.50000,7235.00000,10209.40000,98.10000,2747.50000,373.30000,9137.60000,19347.00000
2010-12-31,1377.20000,1096.90000,64.00000,1397.20000,4274.50000,272.40000,7370.40000,8317.40000,20.90000,16169.60000,20444.10000,3264.50000,7181.10000,408.60000,7818.70000,11083.20000,98.10000,2399.90000,495.50000,9360.90000,20444.10000
2009-12-31,790.00000,672.40000,57.60000,1360.90000,3121.00000,220.70000,842.40000,6606.70000,29.20000,7788.60000,10909.60000,2298.40000,745.70000,244.70000,990.40000,3288.80000,91.90000,1631.40000,393.60000,7620.80000,10909.60000
