,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1935.00500,531.06600,224.01600,455.83600,59.08300,3205.00600,27546.45000,809.27700,1678.07400,30571.36000,33776.36000,8573.46400,21303.48000,507.59900,22334.09000,30907.55000,2.83200,-1707.42900,-643.21400,2868.81200,33776.36000
2021-12-31,2701.77000,408.06700,150.22400,286.02600,54.18400,3600.27100,25907.95000,809.38300,1398.62400,28658.09000,32258.36000,7285.68300,18847.21000,505.18100,19887.12000,27172.80000,2.82700,302.27600,-710.88500,5085.55600,32258.36000
2020-12-31,3684.47400,284.14900,118.70300,154.33900,70.08200,4311.74700,25246.60000,809.48000,1497.38000,28153.44000,32465.19000,4537.12100,17957.96000,645.56500,19167.40000,23704.52000,2.65200,5562.77500,-739.34100,8760.66900,32465.19000
2019-12-31,243.73800,305.82100,162.10700,429.21100,21.75100,1162.62800,25466.81000,1385.64400,1617.64900,29157.66000,30320.28000,7952.89600,8414.11000,617.81000,10203.54000,18156.44000,2.36500,11523.33000,-797.71300,12163.85000,30320.28000
2018-12-31,287.85200,324.50700,153.57300,456.54700,19.56500,1242.04400,23466.16000,1378.35300,1611.71000,26456.23000,27698.27000,7112.16500,8355.37000,583.25400,9480.64500,16592.81000,2.35800,10263.28000,-627.73400,11105.46000,27698.27000
2017-12-31,120.11200,318.64100,111.39300,258.17100,99.32000,907.63700,19735.18000,288.51200,1429.59700,21453.29000,22360.93000,4854.87300,6350.93700,452.81300,6803.75000,11658.62000,2.35200,9022.40500,-334.26500,10702.30000,22360.93000
2016-12-31,132.60300,291.89900,114.08700,209.71600,,748.30500,20161.43000,288.38600,1112.20600,21562.02000,22310.32000,4441.60100,8101.70100,645.61000,8747.31200,13188.91000,2.34600,7860.34100,-916.48400,9121.41200,22310.32000
2015-12-31,121.56500,238.97200,121.33200,220.57900,134.57400,837.02200,18777.78000,286.76400,880.47900,19945.02000,20782.04000,4292.69200,7627.70100,798.61100,8426.31300,12719.00000,2.33900,6944.86200,-1328.43300,8063.03900,20782.04000
2014-12-31,189.24100,261.39200,123.49000,226.96000,,801.08300,18193.63000,420.54200,1297.93800,19912.11000,20713.19000,3849.24700,7644.31800,935.26600,8579.58400,12428.83000,2.33100,6575.24800,-896.99400,8284.35900,20713.19000
2013-12-31,204.68700,259.74600,151.24400,252.85200,87.84500,956.37400,17517.75000,439.23100,1159.59000,19116.57000,20072.95000,4267.01000,6511.42600,486.24600,6997.67200,11264.68000,2.30800,6054.95200,5.67100,8808.26500,20072.95000
2012-12-31,194.85500,281.42100,146.29500,207.66200,57.82700,888.06000,17451.03000,432.97500,1055.86100,18939.87000,19827.93000,4066.15100,6970.46400,482.56600,7453.03000,11519.18000,2.29100,5744.79100,-134.51600,8308.74900,19827.93000
2011-12-31,262.18600,292.44700,144.55300,185.46000,84.64200,969.28800,16934.82000,746.53700,1153.76300,18835.12000,19804.40000,3067.64200,7856.96200,471.97800,8328.93900,11396.58000,2.27600,5823.43000,-75.93800,8407.82300,19804.40000
2010-12-31,419.92900,266.71000,126.79700,145.14400,56.49100,1015.07100,16771.68000,759.32800,1107.75300,18638.76000,19653.83000,3445.17300,7951.18700,356.71700,8307.90400,11753.08000,2.26200,5259.99800,25.06600,7900.75200,19653.83000
2009-12-31,284.61900,338.80400,107.87700,180.99700,114.09400,1026.39100,15268.05000,792.37300,1146.67700,17207.10000,18233.49000,2749.03000,7663.55500,321.19200,7984.74700,10733.78000,2.24300,4754.95000,182.73300,7499.71700,18233.49000
