,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-06-30,273.71000,575.95000,743.91000,337.90800,1931.47800,498.18100,,2282.38600,171.74800,3164.37500,5095.85300,689.29900,765.32500,54.85600,1045.80300,1735.10200,0.58600,3613.73600,-312.74700,3360.75100,5095.85300
2021-06-30,295.27800,614.29200,457.03300,208.15400,1574.75700,463.49000,,2320.48300,160.91600,3153.36800,4728.12500,911.76600,643.35100,69.73500,930.68000,1842.44600,0.58300,3079.64000,-193.48700,2885.67900,4728.12500
2020-06-30,463.15600,474.64300,416.91500,168.74500,1523.45900,417.33500,,2338.49200,148.67700,3063.91700,4587.37600,602.76100,1164.13300,121.25700,1487.58800,2090.34900,0.58000,2832.99100,-283.98200,2497.02700,4587.37600
2019-06-30,147.12800,528.48400,349.64100,120.11300,1145.36600,387.46000,,2378.39900,150.97900,2962.31600,4107.68200,555.99100,1258.86100,128.11400,1479.49800,2035.48900,0.57500,2436.41000,-253.00900,2072.19300,4107.68200
2018-06-30,188.70100,483.68100,268.70100,124.63400,1065.71700,386.55000,,1284.12800,273.71000,1998.20600,3063.92300,511.24900,269.98800,139.02600,493.69400,1004.94300,0.57100,2432.32800,-224.32800,2058.98000,3063.92300
2017-06-30,821.93500,450.53000,268.31900,103.21900,1644.00300,394.24100,,1326.67400,42.06600,1824.48400,3468.48700,360.12600,1078.61100,2.42700,1148.09500,1508.22100,0.56900,2316.23700,-189.05900,1960.26600,3468.48700
2016-06-30,731.43400,382.08600,224.45600,81.74300,1419.71900,384.27600,,1359.05300,38.16100,1836.98600,3256.70500,637.98900,873.33200,1.21100,923.88490,1561.87400,0.56300,2160.29900,-222.65800,1694.83100,3256.70500
2015-06-30,717.24900,362.56800,246.85900,81.16800,1407.84400,387.75800,,311.40300,28.38900,773.93000,2181.77400,266.46300,300.59400,1.75400,328.00400,594.46700,0.56200,1976.02000,-173.51600,1587.30700,2181.77400
2014-06-30,905.73000,359.59300,165.41800,93.56000,1556.20900,434.27700,,334.51000,17.21100,804.75300,2360.96200,269.55800,300.77000,5.31800,333.15600,602.71400,0.56100,1780.39600,151.55700,1758.24800,2360.96200
2013-06-30,876.04800,327.25900,145.84700,61.14300,1448.84900,411.43300,,324.46800,5.91800,761.87200,2210.72100,574.04900,0.76900,3.56400,26.15600,600.20500,0.56800,1576.64100,92.08800,1610.51600,2210.72100
2012-06-30,809.54100,285.44200,174.35100,72.22700,1361.15100,434.36300,,311.03600,7.81900,776.71800,2137.86900,252.85200,250.78300,3.38000,277.39000,530.24200,0.56800,1366.71200,236.45600,1607.62700,2137.86900
2011-06-30,735.26700,283.64600,200.77700,58.88700,1292.45200,462.10700,,283.39800,12.04300,776.47000,2068.92200,208.84000,100.00000,4.05700,129.34500,338.18500,0.60700,1111.86200,324.43200,1730.73700,2068.92200
2010-06-30,488.77600,232.22800,185.64200,64.58300,985.34100,387.14800,,229.55000,5.31600,641.05600,1626.39700,312.67200,,2.64100,26.18900,338.86100,0.60500,884.87600,86.37500,1287.53600,1626.39700
2009-06-30,415.65000,214.16300,157.43100,21.67200,853.28400,377.61300,4.25400,248.19200,5.26100,654.68400,1507.96800,269.10000,94.19100,3.11000,123.67600,392.77600,0.30300,694.79100,105.77700,1115.19200,1507.96800
