,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,316.50000,675.00000,907.50000,59.00000,1958.00000,772.40000,2149.80000,110.90000,3228.10000,5186.10000,968.10000,2074.20000,126.10000,2576.60000,3544.70000,2.00000,3046.00000,-93.50000,1641.40000,5186.10000
2021-12-31,361.70000,651.50000,993.20000,58.90000,2065.30000,781.50000,2157.40000,110.50000,3242.00000,5307.30000,1335.70000,1789.70000,162.90000,2323.00000,3658.70000,2.00000,2973.00000,-38.30000,1648.60000,5307.30000
2020-12-31,348.90000,563.60000,691.50000,54.10000,1658.10000,784.80000,2090.40000,105.10000,3141.90000,4800.00000,1006.00000,1849.30000,192.10000,2368.90000,3374.90000,2.00000,2797.20000,-52.40000,1425.10000,4800.00000
2019-12-31,247.60000,591.90000,636.70000,61.90000,1538.10000,830.80000,2170.30000,118.40000,3278.30000,4816.40000,928.10000,2066.50000,173.50000,2575.80000,3503.90000,2.00000,2734.50000,-76.80000,1312.50000,4816.40000
2018-12-31,268.10000,571.60000,633.90000,51.00000,1524.60000,728.50000,1012.50000,116.40000,1857.40000,3382.00000,815.70000,1167.80000,155.30000,1408.70000,2224.40000,2.00000,2613.80000,-77.60000,1157.60000,3382.00000
2017-12-31,526.10000,595.10000,571.10000,74.20000,1766.50000,663.90000,991.30000,129.10000,1784.30000,3550.80000,976.20000,1097.90000,202.90000,1383.80000,2360.00000,2.00000,2511.30000,-9.50000,1190.80000,3550.80000
2016-12-31,281.90000,486.60000,519.60000,36.80000,1324.90000,565.50000,956.20000,137.50000,1659.20000,2984.10000,706.60000,956.20000,173.00000,1183.50000,1890.10000,2.00000,2410.50000,-113.60000,1094.00000,2984.10000
2015-12-31,253.20000,520.20000,504.60000,33.20000,1311.20000,540.80000,994.50000,117.20000,1652.50000,2963.70000,701.20000,941.50000,184.70000,1164.80000,1866.00000,2.00000,2209.20000,-91.10000,1097.70000,2963.70000
2014-12-31,332.80000,523.30000,481.40000,91.80000,1429.30000,548.80000,1034.10000,128.40000,1711.30000,3140.60000,992.20000,766.70000,185.00000,993.50000,1985.70000,2.00000,2061.30000,-2.60000,1154.90000,3140.60000
2013-12-31,272.70000,467.40000,495.90000,45.70000,1281.70000,574.60000,1130.20000,121.60000,1826.40000,3108.10000,829.50000,688.40000,127.70000,879.40000,1708.90000,2.00000,2136.40000,94.50000,1399.20000,3108.10000
2012-12-31,359.10000,446.20000,489.00000,44.80000,1339.10000,572.80000,1197.80000,145.20000,1915.80000,3254.90000,731.00000,853.90000,158.20000,1081.70000,1812.70000,2.00000,2109.60000,71.00000,1442.20000,3254.90000
2011-12-31,236.30000,503.60000,441.00000,43.10000,1224.00000,580.60000,1043.20000,67.30000,1691.10000,2915.10000,586.00000,833.30000,130.30000,1021.40000,1607.40000,2.00000,2027.40000,65.20000,1307.70000,2915.10000
2010-12-31,244.50000,478.90000,435.30000,60.40000,1219.10000,624.20000,1082.60000,75.10000,1781.90000,3001.00000,523.00000,762.20000,121.90000,953.60000,1476.60000,2.00000,2033.30000,101.80000,1524.40000,3001.00000
2009-12-31,260.50000,469.50000,409.10000,74.50000,1213.60000,668.60000,1099.30000,79.70000,1847.60000,3061.20000,535.10000,789.30000,112.30000,950.60000,1485.70000,2.00000,2013.30000,104.80000,1575.50000,3061.20000
