,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2021-12-31,258.10000,4934.90000,927.60000,357.50000,6478.10000,195.80000,,6011.00000,358.90000,6721.30000,13199.40000,5096.00000,6755.80000,235.40000,7397.70000,12493.70000,1.30000,-2570.70000,-94.40000,705.70000,13199.40000
2020-12-31,1410.20000,3592.10000,760.00000,191.20000,5953.50000,175.50000,,3041.00000,43.90000,3391.20000,9344.70000,3898.30000,3856.30000,68.70000,4149.30000,8047.60000,1.40000,-1813.40000,-95.80000,1297.10000,9344.70000
2019-12-31,154.00000,3397.30000,611.20000,171.60000,4334.10000,363.10000,,3147.10000,23.30000,3665.30000,7999.40000,3491.40000,3283.20000,71.00000,3547.70000,7039.10000,1.40000,-2018.60000,-117.80000,960.30000,7999.40000
2018-12-31,205.80000,2987.60000,454.30000,149.10000,3796.80000,156.10000,,3175.00000,39.80000,3370.90000,7167.70000,2803.10000,3183.30000,64.20000,3389.40000,6192.50000,1.50000,-1892.60000,-130.60000,975.20000,7167.70000
2017-12-31,144.20000,2672.30000,411.50000,168.30000,3396.30000,161.10000,,3376.60000,32.70000,3570.40000,6966.70000,2522.10000,3210.00000,52.70000,3459.00000,5981.10000,1.50000,-1831.60000,-95.90000,985.60000,6966.70000
2016-12-31,263.70000,2403.50000,452.00000,118.90000,3238.10000,163.70000,,3510.60000,36.00000,3710.30000,6948.40000,2280.70000,3215.90000,37.10000,3622.20000,5902.90000,1.60000,-1673.80000,-139.60000,1045.50000,6948.40000
2015-12-31,37.60000,2215.80000,393.10000,144.30000,2790.80000,175.40000,,3776.80000,12.30000,3964.50000,6755.30000,1887.30000,3232.50000,70.00000,3772.10000,5659.40000,1.70000,-1651.60000,-61.10000,1095.90000,6755.30000
2014-12-31,344.50000,1716.70000,337.50000,54.70000,2453.40000,137.20000,86.70000,3386.40000,12.20000,3622.50000,6075.90000,1468.00000,3150.60000,45.80000,3671.40000,5139.40000,1.70000,-1760.50000,-16.60000,936.50000,6075.90000
2013-12-31,188.10000,1597.30000,382.00000,46.10000,2213.50000,131.10000,,3548.30000,1.60000,3711.10000,5924.60000,1402.60000,3205.80000,41.00000,3810.30000,5212.90000,1.70000,-1971.80000,-6.30000,711.70000,5924.60000
2012-12-31,37.90000,1433.50000,314.60000,34.60000,1834.70000,142.70000,,3687.80000,1.60000,3885.30000,5720.00000,1168.20000,3731.00000,60.00000,4415.30000,5583.50000,1.40000,-2073.00000,0.40000,136.50000,5720.00000
2011-12-31,99.90000,1416.60000,321.70000,34.70000,1897.50000,154.30000,,3844.40000,3.00000,4070.20000,5967.70000,1359.40000,3865.00000,58.60000,4615.60000,5975.00000,1.40000,-2191.30000,-2.10000,-7.30000,5967.70000
2010-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
