,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,117.00000,448.00000,98.00000,587.00000,1250.00000,23223.00000,1143.00000,1099.00000,26455.00000,27787.00000,2811.00000,10929.00000,3612.00000,17283.00000,20094.00000,2.00000,1267.00000,-23.00000,7693.00000,27787.00000
2021-12-31,136.00000,275.00000,57.00000,1086.00000,1554.00000,21084.00000,1139.00000,962.00000,24429.00000,26075.00000,2141.00000,10344.00000,3506.00000,16636.00000,18777.00000,2.00000,925.00000,-45.00000,7298.00000,26075.00000
2020-12-31,576.00000,321.00000,47.00000,962.00000,1906.00000,19710.00000,1559.00000,196.00000,22765.00000,24766.00000,2881.00000,9333.00000,3516.00000,15431.00000,18312.00000,2.00000,102.00000,-49.00000,6454.00000,24766.00000
2019-12-31,91.00000,294.00000,44.00000,856.00000,1285.00000,18232.00000,1568.00000,207.00000,21294.00000,22682.00000,2045.00000,8644.00000,3479.00000,14516.00000,16561.00000,2.00000,-207.00000,-36.00000,6121.00000,22682.00000
2018-12-31,158.00000,301.00000,41.00000,281.00000,781.00000,17409.00000,1659.00000,63.00000,20442.00000,21223.00000,2094.00000,7576.00000,3559.00000,13265.00000,15359.00000,2.00000,-464.00000,-34.00000,5864.00000,21223.00000
2017-12-31,82.00000,272.00000,41.00000,325.00000,720.00000,16246.00000,1388.00000,67.00000,18762.00000,19482.00000,2325.00000,6498.00000,3277.00000,11772.00000,14097.00000,2.00000,-723.00000,-79.00000,5385.00000,19482.00000
2016-12-31,95.00000,269.00000,39.00000,381.00000,784.00000,14992.00000,1345.00000,72.00000,17698.00000,18482.00000,2392.00000,5759.00000,1988.00000,10872.00000,13264.00000,2.00000,-873.00000,-86.00000,5218.00000,18482.00000
2015-12-31,66.00000,255.00000,38.00000,298.00000,657.00000,13933.00000,1302.00000,78.00000,16584.00000,17241.00000,1533.00000,5874.00000,1940.00000,10659.00000,12192.00000,2.00000,-1073.00000,-88.00000,5049.00000,17241.00000
2014-12-31,23.00000,232.00000,37.00000,283.00000,575.00000,13029.00000,1208.00000,73.00000,15463.00000,16038.00000,1241.00000,5442.00000,1872.00000,9882.00000,11123.00000,2.00000,-1296.00000,-82.00000,4915.00000,16038.00000
2013-12-31,55.46900,213.88100,32.97300,244.00100,571.80700,12388.35000,1207.76400,61.75200,14516.33000,15088.14000,1235.53300,5230.05800,1830.68100,9124.80500,10360.34000,1.78400,-1495.69800,-34.63500,4727.80400,15088.14000
2012-12-31,54.18900,204.37500,29.77200,211.11100,499.44700,11739.36000,1207.25000,73.80100,14219.53000,14718.98000,994.83200,5209.37000,1780.57000,9279.15500,10273.99000,1.77000,-1664.95500,-116.19100,4444.98800,14718.98000
2011-12-31,46.64500,189.11900,28.59800,203.43900,1397.65900,11021.10000,1195.06900,82.90400,13378.73000,14776.39000,1489.10500,5361.08400,1765.47100,9046.90200,10536.01000,1.75700,-1848.80100,-97.67700,4240.38400,14776.39000
2010-12-31,107.17800,206.33500,27.74300,178.81400,1457.77500,10381.64000,1195.58500,75.07200,12628.47000,14086.25000,1106.76400,5416.27000,1660.99100,8851.75700,9958.52100,1.75000,-1959.23500,-71.44600,4127.72500,14086.25000
2009-12-31,63.27600,223.38800,29.52100,182.94200,499.12700,10677.39000,1250.38100,73.73000,12953.52000,13452.65000,607.39200,5312.12600,1976.39500,8839.84300,9447.23500,1.74600,-2076.28700,-64.67700,4005.41600,13452.65000
