,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,653.46300,2188.86800,4441.64900,1532.75900,8816.73900,1326.01400,4400.62300,847.32500,7678.64100,16495.38000,7686.11000,3076.79400,502.96700,5004.82200,12690.93000,140.94100,4541.64000,-1032.54200,3804.44700,16495.38000
2021-12-31,714.70100,1797.95500,3889.91900,1353.84700,7756.42200,1234.39900,3321.70800,985.88400,6595.68000,14352.10000,6581.58300,2409.36300,522.77900,4267.22900,10848.81000,142.18100,4086.32500,-857.73900,3503.29000,14352.10000
2020-12-31,990.16600,1556.96600,3506.27100,1060.36000,7113.76300,1162.04300,3415.73400,644.14000,6326.45200,13440.21000,5894.08400,2516.61400,543.62300,4328.12800,10222.21000,144.35400,3979.77900,-1036.50200,3218.00300,13440.21000
2019-12-31,276.99200,2440.25200,3443.87600,1063.24500,7938.61600,1173.68800,3785.61600,457.35000,6707.01300,14645.63000,6394.12000,2802.05600,445.65200,4556.00900,10950.13000,145.37800,4571.86000,-1141.30800,3695.50000,14645.63000
2018-12-31,333.54700,2493.63600,3609.38900,1139.11800,7575.69000,1027.23100,3540.41800,510.19200,5107.35000,12683.04000,5900.73300,2432.13300,446.11200,3310.31600,9211.04900,145.93700,4341.21200,-1115.07800,3471.99100,12683.04000
2017-12-31,314.89900,2421.56300,3771.08900,805.34200,7312.89300,936.70200,3554.38000,568.24800,5099.48800,12412.38000,5474.02500,2550.02000,501.00400,3474.20000,8948.22500,146.65300,4049.96500,-852.59200,3464.15600,12412.38000
2016-12-31,242.87900,1938.56200,3210.32000,556.67000,5948.43100,728.12400,1574.66300,475.53000,2910.96900,8859.40000,4244.15000,550.00000,468.05800,1407.89400,5652.04400,148.41000,4001.73400,-1013.02100,3207.35600,8859.40000
2015-12-31,211.63100,1822.41900,2999.96600,521.30000,5555.31600,648.21700,1361.79500,460.91800,2589.45500,8144.77100,3940.65400,250.00000,459.95600,1044.87500,4985.52900,150.08100,3885.75100,-930.61800,3159.24200,8144.77100
2014-12-31,137.73000,1872.36500,3043.84800,538.58200,5592.52500,670.10200,1386.59000,451.69000,2653.71300,8246.23800,3584.11500,500.00000,447.74900,1349.75900,4933.87400,153.11300,3841.93200,-720.21100,3312.36400,8246.23800
2013-12-31,196.89300,1664.81900,2946.02100,413.75800,5221.49100,670.06100,1289.35600,401.83400,2458.80600,7680.29700,3183.04400,500.00000,414.99800,1138.48500,4321.52900,153.77300,3578.02100,-397.65500,3358.76800,7680.29700
2012-12-31,403.09500,1490.02800,2602.56000,324.44800,4820.13100,566.36500,497.83900,643.26300,1986.93000,6807.06100,2487.63800,250.00000,488.25600,1311.24400,3798.88200,154.84100,3344.53800,-501.49200,3008.17900,6807.06100
2011-12-31,525.05400,1461.01100,2440.11100,328.53400,4754.71000,500.20400,279.77500,406.47700,1448.06400,6202.77400,2012.54800,500.00000,442.91400,1436.63500,3449.18300,155.65100,3070.39400,-482.03800,2753.59100,6202.77400
2010-12-31,529.96800,1364.40600,2224.71700,295.79600,4414.88700,484.13000,209.54800,199.08700,1050.15700,5465.04400,1971.81400,250.00000,181.70900,690.51600,2662.33000,157.63600,2934.53500,-298.35200,2802.71400,5465.04400
2009-12-31,336.80300,1187.07500,2214.07600,294.87400,4032.82800,485.02400,171.53200,147.58300,971.86100,5004.68900,1408.28400,500.00000,166.83600,967.03300,2375.31700,158.91800,2772.30900,-309.89700,2629.37200,5004.68900
