,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1718.00000,2659.00000,2718.00000,916.00000,,8011.00000,4979.00000,13636.00000,1111.00000,20276.00000,28287.00000,4745.00000,15232.00000,1959.00000,17647.00000,22392.00000,683.00000,14050.00000,-3833.00000,5895.00000,28287.00000
2021-12-31,2951.00000,2629.00000,2453.00000,839.00000,,8872.00000,5178.00000,17628.00000,1213.00000,24649.00000,33521.00000,4236.00000,17149.00000,2493.00000,20164.00000,24400.00000,683.00000,17065.00000,-3380.00000,9121.00000,33521.00000
2020-12-31,3730.00000,2007.00000,1916.00000,758.00000,,8411.00000,4722.00000,4888.00000,1395.00000,11608.00000,20019.00000,3333.00000,5786.00000,1673.00000,7960.00000,11293.00000,683.00000,16328.00000,-3314.00000,8726.00000,20019.00000
2019-12-31,3335.00000,1896.00000,1653.00000,619.00000,,7503.00000,4512.00000,4501.00000,1069.00000,10690.00000,18193.00000,3230.00000,4809.00000,1732.00000,7051.00000,10281.00000,683.00000,15718.00000,-3710.00000,7912.00000,18193.00000
2018-12-31,1838.00000,1840.00000,1667.00000,614.00000,,5959.00000,4530.00000,4412.00000,819.00000,9761.00000,15720.00000,2814.00000,3481.00000,1559.00000,5040.00000,7854.00000,683.00000,15075.00000,-3823.00000,7866.00000,15720.00000
2017-12-31,3394.00000,1793.00000,1475.00000,601.00000,,7263.00000,4588.00000,4473.00000,787.00000,9848.00000,17111.00000,2821.00000,3509.00000,1665.00000,5174.00000,7995.00000,683.00000,14483.00000,-4001.00000,9116.00000,17111.00000
2016-12-31,2801.00000,1691.00000,1430.00000,602.00000,50.00000,6574.00000,4289.00000,3706.00000,977.00000,8972.00000,15546.00000,2744.00000,2779.00000,1743.00000,4522.00000,7266.00000,683.00000,14200.00000,-4556.00000,8280.00000,15546.00000
2015-12-31,7361.00000,1731.00000,1604.00000,855.00000,245.00000,11796.00000,4386.00000,4036.00000,744.00000,9166.00000,20962.00000,5750.00000,3922.00000,2425.00000,6347.00000,12097.00000,683.00000,9683.00000,224.00000,8865.00000,20962.00000
2014-12-31,2925.00000,1884.00000,1577.00000,478.00000,3298.00000,10162.00000,4434.00000,4547.00000,6995.00000,15976.00000,26138.00000,6037.00000,7331.00000,4614.00000,11945.00000,17982.00000,683.00000,13227.00000,-3650.00000,8156.00000,26138.00000
2013-12-31,2733.00000,2911.00000,3499.00000,548.00000,,10195.00000,7832.00000,6499.00000,698.00000,15029.00000,25224.00000,5248.00000,8126.00000,3364.00000,11490.00000,16738.00000,683.00000,11852.00000,-1976.00000,8486.00000,25224.00000
2012-12-31,3270.00000,2425.00000,2803.00000,418.00000,,9260.00000,6098.00000,3316.00000,1716.00000,11130.00000,20390.00000,4759.00000,5580.00000,3073.00000,8653.00000,13412.00000,683.00000,10888.00000,-2810.00000,6978.00000,20390.00000
2011-12-31,2905.00000,2420.00000,2628.00000,402.00000,,8650.00000,5525.00000,3143.00000,1755.00000,10423.00000,19073.00000,4857.00000,4749.00000,2639.00000,7388.00000,12245.00000,683.00000,9429.00000,-2591.00000,6828.00000,19073.00000
2010-12-31,2685.00000,2265.00000,2371.00000,345.00000,,7989.00000,5260.00000,2515.00000,1725.00000,9500.00000,17489.00000,4041.00000,4363.00000,2289.00000,6652.00000,10693.00000,683.00000,7925.00000,-2139.00000,6796.00000,17489.00000
2009-12-31,2786.00000,2302.00000,2557.00000,400.00000,,8271.00000,5159.00000,2338.00000,1586.00000,9083.00000,17354.00000,4464.00000,3440.00000,2030.00000,5470.00000,9934.00000,683.00000,7343.00000,-1777.00000,7420.00000,17354.00000
