,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,928.00000,1970.00000,1867.00000,264.00000,731.00000,5760.00000,2446.00000,18822.00000,1500.00000,26710.00000,32469.00000,3803.00000,8915.00000,2035.00000,11094.00000,14896.00000,17.00000,-750.00000,269.00000,17573.00000,32469.00000
2021-12-31,1925.00000,1778.00000,1610.00000,205.00000,799.00000,6317.00000,2252.00000,18109.00000,1410.00000,25913.00000,32229.00000,4274.00000,8804.00000,2220.00000,11334.00000,15607.00000,17.00000,-1392.00000,263.00000,16622.00000,32229.00000
2020-12-31,1734.00000,1531.00000,1351.00000,194.00000,1884.00000,6694.00000,2084.00000,15868.00000,1921.00000,24083.00000,30777.00000,3681.00000,9130.00000,2309.00000,11769.00000,15451.00000,17.00000,-2378.00000,207.00000,15326.00000,30777.00000
2019-12-31,217.00000,1828.00000,1579.00000,195.00000,880.00000,4699.00000,2079.00000,18062.00000,1529.00000,25866.00000,30565.00000,4866.00000,8592.00000,2635.00000,11822.00000,16688.00000,16.00000,-2253.00000,270.00000,13877.00000,30565.00000
2018-12-31,146.00000,1608.00000,1166.00000,161.00000,921.00000,4003.00000,1782.00000,14283.00000,845.00000,16997.00000,20999.00000,5260.00000,4803.00000,1882.00000,7013.00000,12273.00000,16.00000,-6953.00000,33.00000,8726.00000,20999.00000
2017-12-31,188.00000,1548.00000,1078.00000,66.00000,942.00000,3822.00000,1697.00000,12835.00000,688.00000,15220.00000,19042.00000,5654.00000,3815.00000,2370.00000,6376.00000,12030.00000,16.00000,-8390.00000,-59.00000,7012.00000,19042.00000
2016-12-31,196.00000,1472.00000,955.00000,,541.00000,3239.00000,1630.00000,12561.00000,666.00000,14857.00000,18096.00000,3587.00000,5420.00000,2338.00000,7776.00000,11363.00000,16.00000,-8581.00000,1.00000,6733.00000,18096.00000
2015-12-31,319.00000,1275.00000,1016.00000,,365.00000,3471.00000,1490.00000,12667.00000,505.00000,14662.00000,18133.00000,2430.00000,5674.00000,2974.00000,9383.00000,11813.00000,16.00000,-8927.00000,88.00000,6320.00000,18133.00000
2014-12-31,587.00000,1183.00000,946.00000,,443.00000,3606.00000,1507.00000,11504.00000,407.00000,13418.00000,17024.00000,2846.00000,3841.00000,2666.00000,7721.00000,10567.00000,16.00000,-8689.00000,144.00000,6457.00000,17024.00000
2013-12-31,217.00000,1307.00000,897.00000,,302.00000,3011.00000,1546.00000,11643.00000,371.00000,13560.00000,16571.00000,1824.00000,4237.00000,2569.00000,8208.00000,10032.00000,16.00000,-8570.00000,106.00000,6539.00000,16571.00000
2012-12-31,207.00000,1217.00000,884.00000,281.00000,,3022.00000,1564.00000,12262.00000,306.00000,14132.00000,17154.00000,1772.00000,4252.00000,2547.00000,8512.00000,10284.00000,15.00000,-8449.00000,-33.00000,6870.00000,17154.00000
2011-12-31,267.00000,1246.00000,931.00000,203.00000,,3105.00000,1670.00000,16234.00000,281.00000,18185.00000,21290.00000,1807.00000,4257.00000,2008.00000,8130.00000,9937.00000,15.00000,-4381.00000,-138.00000,11353.00000,21290.00000
2010-12-31,213.00000,1320.00000,894.00000,183.00000,576.00000,3615.00000,1697.00000,16529.00000,287.00000,18513.00000,22128.00000,2609.00000,4934.00000,1645.00000,8223.00000,10832.00000,15.00000,-4822.00000,-129.00000,11296.00000,22128.00000
2009-12-31,864.00000,1375.00000,891.00000,319.00000,578.00000,4599.00000,1722.00000,18603.00000,253.00000,20578.00000,25177.00000,3022.00000,5915.00000,2064.00000,9854.00000,12876.00000,15.00000,-3757.00000,-43.00000,12301.00000,25177.00000
