,cash-on-hand,receivables-total,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-01-31,1996.63300,368.14500,79.35200,2570.95200,260.57700,23.63200,513.78100,25.34600,1047.42900,3618.38100,1406.83000,739.51700,16.19300,1173.90800,2580.73800,0.11500,-964.91800,-1.24000,1037.64300,3618.38100
2021-01-31,1918.60800,239.19900,53.61700,2292.27400,167.01400,2.50000,99.24300,17.11200,440.25900,2732.53300,863.55300,738.02900,17.18400,997.10600,1860.65900,0.11200,-730.11600,2.31900,871.87400,2732.53300
2020-01-31,912.06400,164.98700,51.61400,1171.63600,136.07800,1.00000,8.24900,16.70800,233.27000,1404.90600,493.09600,,11.02000,169.20300,662.29900,0.10600,-637.48700,1.00900,742.60700,1404.90600
2019-01-31,191.65500,92.47600,18.41000,331.38800,73.73500,,8.99500,9.18300,101.83100,433.21900,281.42000,,10.31300,81.68000,363.10000,0.02400,-519.12600,0.09800,70.11900,433.21900
2018-01-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
