,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-06-30,953.20000,469.50000,994.20000,105.20000,51.70000,2573.80000,544.40000,,2608.10000,209.50000,4691.50000,7265.30000,1468.80000,1659.20000,347.80000,3511.00000,4979.80000,2.40000,-1166.20000,-170.90000,2285.50000,7265.30000
2021-06-30,2015.80000,454.80000,734.80000,93.80000,76.10000,3375.30000,678.10000,,2670.70000,96.10000,5007.10100,8382.40000,1425.80000,1590.70000,376.80000,3697.30000,5123.10000,2.80000,-158.50000,-72.00000,3259.30000,8382.40000
2020-06-30,1426.30000,239.30000,736.90000,57.50000,93.10000,2553.10000,775.20000,,2680.50000,158.40000,5371.10000,7924.20000,1742.10000,1587.90000,362.90000,3905.70000,5647.80000,2.80000,-992.70000,-92.20000,2276.40000,7924.20000
2019-06-30,1233.80000,353.90000,778.30000,99.80000,91.00000,2556.80000,938.80000,0.10000,3228.10000,134.10000,4320.50000,6877.30000,918.00000,1601.90000,609.90000,2445.90000,3363.90000,2.90000,291.60000,-83.20000,3513.40000,6877.30000
2018-06-30,1250.00000,339.90000,673.80000,82.60000,86.30000,2432.60000,885.40000,,3217.20000,118.80000,4245.70000,6678.30000,938.20000,1599.90000,689.40000,2495.50000,3433.70000,2.90000,119.00000,-82.80000,3244.60000,6678.30000
2017-06-30,3083.60000,309.50000,469.70000,58.60000,31.90000,3953.30000,691.40000,75.10000,821.30000,120.00000,1878.30000,5831.60000,753.80000,1579.50000,433.10000,2075.90000,2829.70000,2.80000,107.70000,-86.90000,3001.90000,5831.60000
2016-06-30,1319.40000,258.80000,459.20000,58.00000,77.50000,2172.90000,919.50000,558.60000,849.20000,143.70000,2719.80000,4892.70000,826.70000,861.20000,521.90000,1383.10000,2209.80000,2.80000,-104.10000,-72.90000,2682.90000,4892.70000
2015-06-30,1525.80000,219.50000,485.10000,73.10000,104.60000,2506.50000,732.60000,406.00000,794.10000,111.90000,2160.40000,4666.90000,834.70000,879.10000,463.20000,1342.30000,2177.00000,2.80000,-189.60000,-77.70000,2489.90000,4666.90000
2014-06-30,868.60000,198.60000,526.20000,45.50000,103.70000,1855.20000,713.90000,484.50000,371.20000,126.70000,1807.90000,3663.10000,813.10000,,429.40000,429.40000,1242.50000,2.70000,-219.50000,-8.70000,2420.60000,3663.10000
2013-06-30,1134.89100,175.47700,524.70600,37.95600,86.79900,2070.94700,694.77100,197.34000,354.82700,129.16700,1460.95000,3531.89700,722.51000,0.48500,399.74400,400.22900,1122.73900,2.81900,-101.88400,-12.24600,2409.15800,3531.89700
2012-06-30,917.21500,174.46200,504.49000,39.36500,73.57700,1804.52800,644.44900,6.00000,385.82300,168.29800,1299.79300,3104.32100,718.16000,0.98500,392.24500,393.23000,1111.39000,2.85100,-387.45000,50.47500,1992.93100,3104.32100
2011-06-30,702.03800,142.89800,421.83100,38.20300,53.51600,1452.38800,582.34800,,340.79200,155.93100,1182.72800,2635.11600,593.01700,23.36000,406.17000,429.53000,1022.54700,2.88600,-445.65400,54.91100,1612.56900,2635.11600
2010-06-30,696.39790,109.06800,363.28500,30.37500,26.16000,1302.64100,548.47400,,315.64900,143.88600,1164.47400,2467.11500,529.03600,24.15900,408.62700,432.78600,961.82200,2.96900,-30.05300,29.39500,1505.29300,2467.11500
2009-06-30,800.36200,108.70700,326.14800,48.34200,63.37400,1396.40900,592.98200,6.00000,293.17500,116.67800,1167.92700,2564.33600,459.65200,25.07200,383.57000,408.64200,868.29400,3.18000,499.95100,3.85100,1696.04200,2564.33600
