,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,430.20000,442.80000,470.90000,55.40000,1399.30000,382.10000,3585.90000,144.60000,4112.60000,5511.90000,543.60000,1468.70000,195.80000,1928.70000,2472.30000,0.90000,3531.70000,-126.20000,3039.60000,5511.90000
2021-12-31,855.40000,356.40000,370.40000,95.80000,1678.00000,327.30000,2765.00000,146.90000,3239.20000,4917.20000,480.00000,1190.30000,247.40000,1634.10000,2114.10000,0.90000,3126.50000,-69.60000,2803.10000,4917.20000
2020-12-31,1025.90000,293.10000,289.90000,48.30000,1657.20000,298.30000,2311.20000,147.70000,2757.20000,4414.40000,399.00000,1044.40000,266.80000,1475.10000,1874.10000,0.90000,2841.50000,-13.50000,2540.30000,4414.40000
2019-12-31,632.58100,298.18600,293.46700,37.21100,1261.44500,280.31600,2167.77600,104.37500,2552.46700,3813.91200,357.87700,848.86400,197.36800,1192.80600,1550.68300,0.89900,2615.13100,-127.34500,2263.22900,3813.91200
2018-12-31,466.40700,312.19200,279.99500,33.93800,1092.53200,281.22000,2081.28200,18.82300,2381.32500,3473.85700,364.66100,848.33500,138.21400,1114.55600,1479.21700,0.90100,2342.07900,-129.22500,1994.64000,3473.85700
2017-12-31,375.95000,294.16600,259.72400,74.20300,1004.04300,258.35000,2118.90400,18.33100,2395.58500,3399.62800,360.97500,858.78800,155.68500,1152.11100,1513.08600,0.90200,2057.91500,-89.50700,1886.54200,3399.62800
2016-12-31,235.96400,272.81300,252.85900,61.08500,822.72100,247.81600,2068.09600,16.31100,2332.22300,3154.94400,309.15800,1014.23500,121.23000,1301.89200,1611.05000,0.90200,1834.73900,-201.65300,1543.89400,3154.94400
2015-12-31,328.01800,260.00000,239.12400,35.54200,862.68400,240.94500,1684.36600,17.44800,1942.75900,2805.44300,309.59700,839.70700,102.36500,1052.55500,1362.15200,0.90200,1666.68000,-146.49800,1443.29100,2805.44300
2014-12-31,509.13700,256.04000,237.63100,72.98300,1075.79100,219.54300,1592.44100,15.68800,1827.67200,2903.46300,411.96800,760.39900,114.27700,1005.04400,1417.01200,0.89800,1483.82100,-92.27800,1486.45100,2903.46300
2013-12-31,439.62900,253.22600,230.96700,67.13100,990.95300,213.48800,1660.68300,22.45300,1896.62400,2887.57700,304.60900,772.00500,93.06600,1009.97900,1314.58800,0.89200,1293.74000,-3.30500,1572.98900,2887.57700
2012-12-31,318.86400,256.09500,234.95000,71.95600,881.86500,219.16100,1663.09900,21.26500,1903.52500,2785.39000,291.42700,779.24100,128.37500,1028.96500,1320.39200,0.87700,1113.54100,-43.40300,1464.99800,2785.39000
2011-12-31,230.25900,252.84500,254.25800,51.79900,789.16100,213.71700,1813.58800,19.64100,2046.94600,2836.10700,258.27800,806.36600,115.84600,1064.69400,1322.97200,0.86000,1142.41200,-55.46900,1513.13500,2836.10700
2010-12-31,235.13600,213.55300,196.54600,47.52300,692.75800,188.56200,1488.39300,11.98200,1688.93700,2381.69500,353.66800,408.45000,95.38300,652.36700,1006.03500,0.84600,1005.04000,-12.70900,1375.66000,2381.69500
2009-12-31,73.52600,183.17800,159.46300,35.54500,451.71200,178.28300,1461.79900,6.36300,1646.44500,2098.15700,189.68200,391.75400,99.81100,640.37100,830.05300,0.83500,896.97700,25.42800,1268.10400,2098.15700
