,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,148060.00000,214805.00000,3256.00000,142816.00000,19051.00000,25855.00000,190978.00000,405783.00000,325535.00000,30855.00000,8543.00000,39507.00000,365042.00000,14.00000,37864.00000,-5966.00000,40741.00000,405783.00000
2021-12-31,171342.00000,239390.00000,3431.00000,158705.00000,20503.00000,22409.00000,205048.00000,444438.00000,367646.00000,26680.00000,6721.00000,33562.00000,401208.00000,14.00000,36667.00000,-2213.00000,43230.00000,444438.00000
2020-12-31,211506.00000,268127.00000,3602.00000,156441.00000,20508.00000,20955.00000,201506.00000,469633.00000,389662.00000,26334.00000,7517.00000,34027.00000,423689.00000,14.00000,34241.00000,-985.00000,45944.00000,469633.00000
2019-12-31,158436.00000,213891.00000,3625.00000,123033.00000,20493.00000,20466.00000,167617.00000,381508.00000,304067.00000,28100.00000,7613.00000,35856.00000,339923.00000,14.00000,31894.00000,-2638.00000,41585.00000,381508.00000
2018-12-31,141830.00000,198919.00000,1832.00000,119791.00000,20570.00000,21761.00000,163954.00000,362873.00000,283839.00000,32390.00000,5776.00000,38295.00000,322134.00000,14.00000,28652.00000,-3171.00000,40739.00000,362873.00000
2017-12-31,143028.00000,205019.00000,1634.00000,120370.00000,20975.00000,23760.00000,166739.00000,371758.00000,292953.00000,31007.00000,6052.00000,37238.00000,330191.00000,14.00000,25635.00000,-2357.00000,41567.00000,371758.00000
2016-12-31,109483.00000,174340.00000,1303.00000,114727.00000,20914.00000,22185.00000,159129.00000,333469.00000,262722.00000,25217.00000,5950.00000,31318.00000,294040.00000,13.00000,22621.00000,-3765.00000,39429.00000,333469.00000
2015-12-31,166627.00000,230735.00000,1379.00000,119179.00000,21460.00000,21027.00000,163045.00000,393780.00000,326999.00000,22070.00000,5736.00000,28006.00000,355005.00000,13.00000,19974.00000,-2600.00000,38775.00000,393780.00000
2014-12-31,153330.00000,212878.00000,1394.00000,119263.00000,21996.00000,29772.00000,172425.00000,385303.00000,312856.00000,21050.00000,12694.00000,33973.00000,346829.00000,13.00000,17683.00000,-1634.00000,38474.00000,385303.00000
2013-12-31,167378.00000,219446.00000,1655.00000,99052.00000,22525.00000,31838.00000,155070.00000,374516.00000,300521.00000,20527.00000,14958.00000,35715.00000,336236.00000,13.00000,15952.00000,-892.00000,38280.00000,374516.00000
2012-12-31,154718.00000,201674.00000,1659.00000,100824.00000,22884.00000,31949.00000,157316.00000,358990.00000,285447.00000,19910.00000,16191.00000,36279.00000,321726.00000,13.00000,14622.00000,-643.00000,37264.00000,358990.00000
2011-12-31,143110.00000,187355.00000,1681.00000,81988.00000,23056.00000,31186.00000,137911.00000,325266.00000,252348.00000,22107.00000,16610.00000,38831.00000,291179.00000,12.00000,12812.00000,-1627.00000,34087.00000,325266.00000
2010-12-31,83869.00000,121687.00000,1693.00000,66307.00000,23738.00000,33556.00000,125572.00000,247259.00000,173988.00000,19375.00000,20739.00000,40206.00000,214194.00000,12.00000,10898.00000,-1355.00000,33065.00000,247259.00000
2009-12-31,76932.00000,113757.00000,1602.00000,56049.00000,21837.00000,16737.00000,98467.00000,212224.00000,160011.00000,17711.00000,3891.00000,23210.00000,183221.00000,12.00000,8912.00000,-1835.00000,29003.00000,212224.00000
