,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2023-01-31,13296.00000,3827.00000,5159.00000,791.00000,23073.00000,3807.00000,6048.00000,3820.00000,18109.00000,41182.00000,6563.00000,9703.00000,1913.00000,12518.00000,19081.00000,2.00000,10171.00000,-43.00000,22101.00000,41182.00000
2022-01-31,21208.00000,4650.00000,2605.00000,366.00000,28829.00000,2778.00000,6688.00000,3841.00000,15358.00000,44187.00000,4335.00000,10946.00000,1553.00000,13240.00000,17575.00000,3.00000,16235.00000,-11.00000,26612.00000,44187.00000
2021-01-31,11561.00000,2429.00000,1826.00000,239.00000,16055.00000,2149.00000,6930.00000,2144.00000,12736.00000,28791.00000,3925.00000,5964.00000,1375.00000,7973.00000,11898.00000,3.00000,18908.00000,19.00000,16893.00000,28791.00000
2020-01-31,10897.00000,1657.00000,979.00000,157.00000,13690.00000,1674.00000,667.00000,118.00000,3625.00000,17315.00000,1784.00000,1991.00000,775.00000,3327.00000,5111.00000,1.00000,14971.00000,1.00000,12204.00000,17315.00000
2019-01-31,7422.00000,1424.00000,1575.00000,136.00000,10557.00000,1404.00000,663.00000,108.00000,2735.00000,13292.00000,1329.00000,1988.00000,633.00000,2621.00000,3950.00000,1.00000,12565.00000,-12.00000,9342.00000,13292.00000
2018-01-31,7108.00000,1265.00000,796.00000,86.00000,9255.00000,997.00000,670.00000,319.00000,1986.00000,11241.00000,1153.00000,1985.00000,632.00000,2617.00000,3770.00000,1.00000,8787.00000,-18.00000,7471.00000,11241.00000
2017-01-31,6798.00000,826.00000,794.00000,118.00000,8536.00000,521.00000,722.00000,62.00000,1305.00000,9841.00000,1788.00000,2014.00000,277.00000,2291.00000,4079.00000,1.00000,6108.00000,-16.00000,5762.00000,9841.00000
2016-01-31,5037.00000,505.00000,418.00000,93.00000,6053.00000,466.00000,784.00000,67.00000,1317.00000,7370.00000,2351.00000,97.00000,453.00000,550.00000,2901.00000,1.00000,4350.00000,-4.00000,4469.00000,7370.00000
2015-01-31,4623.00000,474.00000,483.00000,70.00000,5713.00000,557.00000,840.00000,91.00000,1488.00000,7201.00000,896.00000,1398.00000,489.00000,1887.00000,2783.00000,1.00000,3949.00000,8.00000,4418.00000,7201.00000
2014-01-31,4671.81000,426.35700,387.76500,70.28500,5624.71100,582.74000,939.19100,104.25200,1626.18300,7250.89400,945.49600,1373.87500,475.12500,1849.00000,2794.49600,0.73200,3504.74200,4.87700,4456.39800,7250.89400
2013-01-31,3727.88300,454.25200,412.46700,76.92000,4775.25800,576.14400,953.36210,107.48100,1636.98700,6412.24500,976.22300,18.99800,589.32100,608.31900,1584.54200,0.72000,3246.08800,9.98100,4827.70300,6412.24500
2012-01-31,3129.57600,336.14300,340.29700,49.41100,3905.35800,560.07200,967.16600,120.33200,1647.57000,5552.92800,929.95800,21.43900,455.80700,477.24600,1407.20400,0.70000,2730.41800,10.61400,4145.72400,5552.92800
2011-01-31,2490.56300,348.77000,345.52500,32.63600,3226.95000,568.85700,658.58900,40.85000,1268.29600,4495.24600,942.68200,23.38900,347.71300,371.10200,1313.78400,0.67700,2149.32800,10.27200,3181.46200,4495.24600
2010-01-31,1728.22700,374.96300,330.67400,38.21400,2480.83000,571.85800,490.30200,42.92800,1105.08800,3585.91800,784.37800,24.45000,111.95000,136.40000,920.77800,0.65300,1896.18200,12.17200,2665.14000,3585.91800
2009-01-31,1255.39000,318.43500,537.83400,39.79400,2167.95800,625.79800,516.94500,40.02600,1182.76900,3350.72700,778.59100,25.63400,151.85000,177.48400,956.07500,0.62900,1964.16900,3.86500,2394.65200,3350.72700
