,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,7004.00000,17869.00000,16270.00000,2642.00000,43785.00000,12028.00000,,6046.00000,4593.00000,38158.00000,81943.00000,31531.00000,25714.00000,4604.00000,34521.00000,66052.00000,6560.00000,43514.00000,-2457.00000,15891.00000,81943.00000
2021-12-31,9254.00000,17375.00000,14038.00000,2788.00000,43455.00000,12090.00000,,7366.00000,4131.00000,39338.00000,82793.00000,29847.00000,26033.00000,4805.00000,36430.00000,66277.00000,6398.00000,39282.00000,-1553.00000,16516.00000,82793.00000
2020-12-31,9352.00000,16780.00000,11402.00000,1930.00000,39464.00000,12401.00000,,7702.00000,3827.00000,38860.00000,78324.00000,25717.00000,25999.00000,4358.00000,37229.00000,62946.00000,6230.00000,35167.00000,-888.00000,15378.00000,78324.00000
2019-12-31,8284.00000,17904.00000,11266.00000,1739.00000,39193.00000,12904.00000,,7761.00000,3340.00000,39260.00000,78453.00000,26621.00000,26281.00000,4323.00000,37203.00000,63824.00000,5935.00000,34437.00000,-1567.00000,14629.00000,78453.00000
2018-12-31,7857.00000,17452.00000,11529.00000,1765.00000,38603.00000,13574.00000,,8114.00000,2332.00000,39906.00000,78509.00000,28218.00000,25000.00000,3756.00000,36211.00000,64429.00000,5827.00000,30427.00000,-1684.00000,14080.00000,78509.00000
2017-12-31,8261.00000,16193.00000,10018.00000,1772.00000,36244.00000,14155.00000,,8311.00000,2027.00000,40718.00000,76962.00000,26931.00000,23847.00000,4053.00000,36265.00000,63196.00000,5593.00000,26301.00000,-1192.00000,13766.00000,76962.00000
2016-12-31,7168.00000,14503.00000,8614.00000,1682.00000,31967.00000,15322.00000,,8369.00000,1671.00000,42737.00000,74704.00000,26132.00000,22818.00000,3184.00000,35359.00000,61491.00000,5277.00000,27377.00000,-2039.00000,13213.00000,74704.00000
2015-12-31,6460.00000,15686.00000,9700.00000,1662.00000,33508.00000,16090.00000,,9436.00000,1998.00000,44834.00000,78342.00000,26242.00000,25169.00000,3203.00000,37215.00000,63457.00000,5238.00000,29246.00000,-2035.00000,14885.00000,78342.00000
2014-12-31,7341.00000,16764.00000,12205.00000,818.00000,38867.00000,16577.00000,257.00000,9770.00000,1798.00000,45814.00000,84681.00000,27877.00000,27784.00000,3231.00000,39978.00000,67855.00000,5016.00000,33887.00000,-6431.00000,16826.00000,84681.00000
2013-12-31,6081.00000,17176.00000,12625.00000,900.00000,38335.00000,17075.00000,272.00000,10552.00000,1745.00000,46561.00000,84896.00000,27297.00000,26719.00000,3029.00000,36721.00000,64018.00000,4709.00000,31854.00000,-3898.00000,20878.00000,84896.00000
2012-12-31,5490.00000,18566.00000,15547.00000,988.00000,42138.00000,16461.00000,272.00000,10958.00000,1785.00000,46832.00000,88970.00000,29415.00000,27752.00000,3136.00000,41973.00000,71388.00000,4481.00000,29558.00000,-6433.00000,17582.00000,88970.00000
2011-12-31,3057.00000,17725.00000,14544.00000,994.00000,37900.00000,14395.00000,133.00000,11448.00000,2107.00000,43318.00000,81218.00000,28357.00000,24944.00000,3559.00000,39932.00000,68289.00000,4273.00000,25219.00000,-6328.00000,12929.00000,81218.00000
2010-12-31,3592.00000,16792.00000,9587.00000,908.00000,31810.00000,12539.00000,164.00000,3419.00000,1538.00000,32210.00000,64020.00000,22020.00000,20437.00000,2654.00000,31136.00000,53156.00000,3888.00000,21384.00000,-4051.00000,10864.00000,64020.00000
2009-12-31,4867.00000,13912.00000,6360.00000,862.00000,27217.00000,12386.00000,105.00000,2734.00000,1632.00000,32821.00000,60038.00000,18975.00000,21847.00000,2496.00000,32240.00000,51215.00000,3439.00000,19711.00000,-3764.00000,8823.00000,60038.00000
