,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,206.00000,1571.00000,421.00000,217.00000,,2415.00000,36285.00000,1757.00000,5618.00000,,43693.00000,46108.00000,3958.00000,21203.00000,3767.00000,31507.00000,35465.00000,57.00000,-1199.00000,-14.00000,10643.00000,46108.00000
2021-12-31,1511.00000,1279.00000,260.00000,187.00000,,3237.00000,34744.00000,1762.00000,5618.00000,,42195.00000,45432.00000,4416.00000,22248.00000,3987.00000,32341.00000,36757.00000,57.00000,-1605.00000,-15.00000,8675.00000,45432.00000
2020-12-31,1801.00000,1439.00000,317.00000,157.00000,,3714.00000,33339.00000,605.00000,5618.00000,1106.00000,40750.00000,44464.00000,5004.00000,22131.00000,3652.00000,32223.00000,37227.00000,54.00000,-2888.00000,-5.00000,7237.00000,44464.00000
2019-12-31,679.00000,1294.00000,281.00000,157.00000,,2444.00000,31650.00000,1451.00000,5618.00000,1039.00000,39857.00000,42301.00000,4862.00000,19618.00000,4932.00000,30464.00000,35326.00000,54.00000,-3967.00000,20.00000,6975.00000,42301.00000
2018-12-31,429.00000,1511.00000,252.00000,175.00000,,2392.00000,29911.00000,1299.00000,5618.00000,752.00000,37671.00000,40063.00000,4634.00000,17751.00000,5456.00000,28615.00000,33249.00000,51.00000,-4879.00000,41.00000,6814.00000,40063.00000
2017-12-31,639.00000,1452.00000,236.00000,151.00000,,3110.00000,28101.00000,1328.00000,5618.00000,697.00000,39147.00000,42257.00000,4113.00000,18687.00000,4858.00000,34219.00000,38332.00000,44.00000,-6262.00000,142.00000,3925.00000,42257.00000
2016-12-31,199.00000,1615.00000,564.00000,256.00000,316.00000,2950.00000,29387.00000,3026.00000,5618.00000,1153.00000,40198.00000,43148.00000,7126.00000,18192.00000,3348.00000,29781.00000,36907.00000,44.00000,-4532.00000,174.00000,6241.00000,43148.00000
2015-12-31,131.00000,1595.00000,785.00000,135.00000,394.00000,3040.00000,37214.00000,2788.00000,6418.00000,1286.00000,49054.00000,52094.00000,5602.00000,19099.00000,3162.00000,34070.00000,39672.00000,42.00000,2256.00000,171.00000,12422.00000,52094.00000
2014-12-31,85.00000,1779.00000,817.00000,128.00000,549.00000,3358.00000,35783.00000,3222.00000,6418.00000,1456.00000,48290.00000,51648.00000,5561.00000,19176.00000,3194.00000,33665.00000,39226.00000,42.00000,2285.00000,246.00000,12422.00000,51648.00000
2013-12-31,218.00000,1918.00000,752.00000,226.00000,533.00000,4013.00000,33252.00000,3104.00000,6418.00000,1783.00000,46411.00000,50424.00000,7637.00000,15831.00000,3746.00000,30092.00000,37729.00000,42.00000,2590.00000,284.00000,12695.00000,50424.00000
2012-12-31,172.00000,1929.00000,861.00000,119.00000,368.00000,3768.00000,33036.00000,3194.00000,6447.00000,1719.00000,46726.00000,50494.00000,7605.00000,15179.00000,4029.00000,29796.00000,37401.00000,42.00000,2888.00000,385.00000,13093.00000,50494.00000
2011-12-31,202.00000,1794.00000,811.00000,191.00000,357.00000,3355.00000,30337.00000,3522.00000,6441.00000,1641.00000,43971.00000,47326.00000,4855.00000,15716.00000,4038.00000,29172.00000,34027.00000,42.00000,3047.00000,426.00000,13299.00000,47326.00000
2010-12-31,1019.00000,1568.00000,638.00000,199.00000,274.00000,3698.00000,20510.00000,3365.00000,5575.00000,553.00000,31833.00000,35531.00000,4704.00000,12579.00000,3309.00000,21875.00000,26579.00000,31.00000,3084.00000,425.00000,8952.00000,35531.00000
2009-12-31,874.00000,1397.00000,647.00000,248.00000,154.00000,3320.00000,19164.00000,3023.00000,5575.00000,866.00000,30984.00000,34304.00000,5188.00000,12008.00000,3556.00000,20559.00000,25747.00000,31.00000,4495.00000,-1415.00000,8557.00000,34304.00000
