,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2640.00000,1799.00000,1055.00000,98.00000,2051.00000,7643.00000,23039.00000,952.00000,2203.00000,3156.00000,30720.00000,38363.00000,6491.00000,21740.00000,4489.00000,27368.00000,33859.00000,8.00000,-1635.00000,-1640.00000,4504.00000,38363.00000
2021-12-31,1479.00000,1418.00000,604.00000,142.00000,1713.00000,5356.00000,19906.00000,1080.00000,2627.00000,2425.00000,27607.00000,32963.00000,4732.00000,17332.00000,4615.00000,23664.00000,28396.00000,8.00000,-1089.00000,-2220.00000,4567.00000,32963.00000
2020-12-31,1721.00000,1300.00000,461.00000,102.00000,1830.00000,5414.00000,22826.00000,835.00000,1888.00000,2101.00000,29189.00000,34603.00000,5362.00000,18451.00000,4113.00000,24521.00000,29883.00000,8.00000,-680.00000,-2397.00000,4720.00000,34603.00000
2019-12-31,1765.00000,1479.00000,487.00000,80.00000,1420.00000,5231.00000,22574.00000,966.00000,1528.00000,1842.00000,28417.00000,33648.00000,5096.00000,18305.00000,3805.00000,23323.00000,28419.00000,8.00000,-692.00000,-2229.00000,5229.00000,33648.00000
2018-12-31,1849.00000,1595.00000,577.00000,130.00000,807.00000,5015.00000,21396.00000,1114.00000,1495.00000,1981.00000,27506.00000,32521.00000,4399.00000,17636.00000,3602.00000,22518.00000,26917.00000,8.00000,-1005.00000,-2071.00000,5604.00000,32521.00000
2017-12-31,1647.00000,1463.00000,562.00000,62.00000,630.00000,6398.00000,20296.00000,1197.00000,1425.00000,3666.00000,26714.00000,33112.00000,6028.00000,17801.00000,3432.00000,22239.00000,28267.00000,8.00000,-2276.00000,-1876.00000,4845.00000,33112.00000
2016-12-31,2051.00000,1421.00000,622.00000,72.00000,657.00000,6416.00000,20415.00000,621.00000,1444.00000,3658.00000,29708.00000,36124.00000,5277.00000,18402.00000,5704.00000,25147.00000,30424.00000,8.00000,-1146.00000,-2756.00000,5700.00000,36124.00000
2015-12-31,2021.00000,2302.00000,671.00000,106.00000,1318.00000,6842.00000,22022.00000,610.00000,1497.00000,4207.00000,29628.00000,36470.00000,6926.00000,17909.00000,3455.00000,23373.00000,30299.00000,8.00000,143.00000,-3883.00000,6171.00000,36470.00000
2014-12-31,2531.00000,2709.00000,702.00000,175.00000,1434.00000,7826.00000,25151.00000,537.00000,1739.00000,3051.00000,31140.00000,38966.00000,6997.00000,18725.00000,3222.00000,24644.00000,31641.00000,8.00000,512.00000,-3286.00000,7325.00000,38966.00000
2013-12-31,2907.00000,2363.00000,684.00000,179.00000,976.00000,7739.00000,25112.00000,1010.00000,1919.00000,2711.00000,32672.00000,40411.00000,7653.00000,18869.00000,3299.00000,25107.00000,32760.00000,8.00000,-150.00000,-2882.00000,7651.00000,40411.00000
2012-12-31,3327.00000,2539.00000,719.00000,222.00000,1072.00000,8465.00000,24635.00000,1196.00000,2323.00000,2698.00000,33365.00000,41830.00000,8319.00000,18216.00000,3523.00000,25997.00000,34316.00000,8.00000,-264.00000,-2920.00000,7514.00000,41830.00000
2011-12-31,3528.00000,2522.00000,775.00000,157.00000,1560.00000,9229.00000,25001.00000,1422.00000,4365.00000,3222.00000,36117.00000,45346.00000,8438.00000,19592.00000,3111.00000,27179.00000,35617.00000,8.00000,678.00000,-2758.00000,9729.00000,45346.00000
2010-12-31,4647.00000,2283.00000,552.00000,215.00000,1024.00000,9446.00000,23429.00000,1320.00000,1719.00000,2589.00000,31065.00000,40511.00000,8065.00000,15792.00000,2566.00000,22033.00000,30098.00000,8.00000,620.00000,-2383.00000,10413.00000,40511.00000
2009-12-31,3837.00000,2142.00000,560.00000,161.00000,1557.00000,8787.00000,23796.00000,1157.00000,1809.00000,2146.00000,30748.00000,39535.00000,6621.00000,17605.00000,3146.00000,24034.00000,30655.00000,7.00000,650.00000,-2724.00000,8880.00000,39535.00000
