,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,27911.00000,30450.00000,6621.00000,4087.00000,69069.00000,10128.00000,43728.00000,107753.00000,15027.00000,176636.00000,245705.00000,89237.00000,54513.00000,12839.00000,75018.00000,164255.00000,9.00000,86156.00000,-8393.00000,81450.00000,245705.00000
2021-12-31,23907.00000,28082.00000,5320.00000,4449.00000,61758.00000,8969.00000,43114.00000,85839.00000,12526.00000,150448.00000,212206.00000,78292.00000,42383.00000,11787.00000,58869.00000,137161.00000,10.00000,77134.00000,-5384.00000,75045.00000,212206.00000
2020-12-31,19781.00000,25404.00000,4457.00000,4076.00000,53718.00000,8626.00000,41242.00000,82193.00000,11510.00000,143571.00000,197289.00000,72420.00000,38648.00000,12315.00000,56541.00000,128961.00000,10.00000,69295.00000,-3814.00000,68328.00000,197289.00000
2019-12-31,14245.00000,21462.00000,3851.00000,3076.00000,42634.00000,8704.00000,37209.00000,76008.00000,9334.00000,131255.00000,173889.00000,61782.00000,36808.00000,10144.00000,51671.00000,113453.00000,9.00000,61178.00000,-3578.00000,60436.00000,173889.00000
2018-12-31,14324.00000,18250.00000,3086.00000,3032.00000,38692.00000,8458.00000,32510.00000,68235.00000,4326.00000,113529.00000,152221.00000,53209.00000,34581.00000,5730.00000,44693.00000,97902.00000,10.00000,55846.00000,-4160.00000,54319.00000,152221.00000
2017-12-31,15490.00000,15830.00000,2663.00000,3101.00000,37084.00000,7013.00000,28341.00000,63045.00000,3575.00000,101974.00000,139058.00000,50463.00000,28835.00000,5556.00000,38762.00000,89225.00000,10.00000,48730.00000,-2667.00000,49833.00000,139058.00000
2016-12-31,13275.00000,15651.00000,1848.00000,3105.00000,33879.00000,5901.00000,23868.00000,56125.00000,3037.00000,88931.00000,122810.00000,49252.00000,25777.00000,4831.00000,35381.00000,84633.00000,10.00000,40945.00000,-2681.00000,38177.00000,122810.00000
2015-12-31,12911.00000,13324.00000,2406.00000,2998.00000,31639.00000,4861.00000,18792.00000,52844.00000,3118.00000,79615.00000,111254.00000,42898.00000,25331.00000,3977.00000,34631.00000,77529.00000,10.00000,37125.00000,-3334.00000,33725.00000,111254.00000
2014-12-31,9236.00000,9750.00000,1052.00000,2962.00000,23556.00000,4418.00000,18827.00000,36609.00000,2972.00000,62826.00000,86382.00000,30623.00000,16007.00000,3845.00000,23305.00000,53928.00000,10.00000,33836.00000,-1392.00000,32454.00000,86382.00000
2013-12-31,9213.00000,7050.00000,930.00000,2757.00000,20380.00000,4010.00000,19605.00000,35448.00000,2439.00000,61502.00000,81882.00000,27881.00000,14891.00000,3990.00000,21852.00000,49733.00000,10.00000,33047.00000,-908.00000,32149.00000,81882.00000
2012-12-31,11437.00000,5598.00000,781.00000,2773.00000,21052.00000,3939.00000,17711.00000,35968.00000,2215.00000,59833.00000,80885.00000,27116.00000,14041.00000,3979.00000,22591.00000,49707.00000,10.00000,30664.00000,438.00000,31178.00000,80885.00000
2011-12-31,12006.00000,4549.00000,615.00000,2708.00000,20350.00000,2515.00000,16166.00000,26770.00000,2088.00000,47539.00000,67889.00000,23922.00000,10656.00000,3668.00000,15675.00000,39597.00000,10.00000,27821.00000,461.00000,28292.00000,67889.00000
2010-12-31,11195.00000,3704.00000,541.00000,2550.00000,18393.00000,2200.00000,14707.00000,25655.00000,2108.00000,44670.00000,63063.00000,23700.00000,8662.00000,2361.00000,13538.00000,37238.00000,11.00000,25562.00000,252.00000,25825.00000,63063.00000
2009-12-31,11039.00000,3792.00000,,2921.00000,18200.00000,2140.00000,13311.00000,23108.00000,2286.00000,40845.00000,59045.00000,22163.00000,9009.00000,2325.00000,13276.00000,35439.00000,11.00000,23342.00000,253.00000,23606.00000,59045.00000
