Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.09491817011396027,0.021325997899936406,0.006726055008218986,0.35711,-0.128565,-0.128565,0.16462223507190857,-0.08058929244325923,-0.09105053656285314,0.0962182603997839,0.0035620724531535706,0.0019094899672574392,0.009960203296803001,-0.002699799365753864,0.0012113965397634377,-0.11086686183579886,-0.00951653703122379,0.00017263185883847524,-0.0006869489458093744,-0.0006878135290749283
2021-12-31,0.11774957974689237,0.019308753715781533,0.0046146443098804436,0.399327,0.133761,0.133761,0.19342275700587938,0.05980245804226209,0.056805417774726176,0.06868359445344858,0.003119441579600317,0.0016336676572976671,0.011641904428664732,0.0009333568239309587,-0.0005896354035335206,0.05004404259177699,0.004093855728458177,0.00026860426468524495,0.00026513329848405645,0.0002481732617030779
2020-12-31,0.14187969797997405,0.011792892319978703,0.0016912259075979564,0.392958,0.138439,0.138439,0.2001000500250125,0.05729099808276016,0.053393857608084586,0.10500630289933369,0.0036852358389509194,0.001953970934174216,0.009733418389306026,0.0008362345974430309,0.0011202290246350218,0.07182439959584445,0.0063520536546232765,0.00025529171067500793,-0.00015361561247604114,-0.00017460338050824374
2019-12-31,0.1305961128695838,0.011180620258219085,0.0016116219824094393,0.419028,0.15595900000000001,0.15595900000000001,0.2169611421680422,0.04418968665758428,0.049827894933901024,0.11246173239690259,0.003979193758127438,0.0020132676914310977,0.0094467810021188,0.0008400145676765871,0.0011480436962642505,0.07198502551879583,0.006600113275300503,0.00023091047410832332,0.00012542254748213973,8.36509933787107e-05
2018-12-31,0.11905391046219409,0.009074640992649777,0.0010558245167219486,0.42877699999999996,0.14271599999999998,0.14271599999999998,0.20179386271082309,0.07541057090681717,0.0787803446173476,0.12713848370250314,0.003789765282075044,0.0020265380705339125,0.009385005302039435,0.001297055699011817,0.0017404369394022846,0.12788932355760513,0.01135875549974837,0.00022650545457231276,0.00021111691932392402,0.00018857609849839613
2017-12-31,0.14474697670757694,0.00821982637502403,0.0009183051609322049,0.422714,0.121693,0.121693,0.18312863656162684,0.053796072764013866,0.03216888580209558,0.11138123536826941,0.00412776706575191,0.001983165768200409,0.009590262549051813,0.0004391733763877421,0.0005080506063567428,0.04610352599808285,0.004005992628800827,0.0002486930445893745,3.0144624499041643e-05,0.00010433209852063385
2016-12-31,0.1346946348155103,0.007433041986482689,0.000800805953992268,0.40499899999999994,0.073305,0.073305,0.14457989450999262,0.25231321404761214,0.27630526676568035,0.117720151269584,0.004213762212955074,0.002019146973312092,0.009419375111573924,0.003942732464882433,0.0042053258066003,0.4137918080779295,0.03729165732394577,0.00022667090131544933,-7.809722948248824e-05,4.8330037822702144e-05
2015-12-31,0.11533769234661465,0.009071683156602629,0.0017493796733045377,0.415931,0.045044,0.045044,0.11525534630433087,0.02222476427888179,0.054923743259736695,0.08562938951917883,0.003616878166898346,0.0019346196978116304,0.009830804686267694,0.0002914324180765408,0.00031522648951420575,0.024285603253970313,0.002552348303278838,0.00023911781433034692,-0.0009240634256839171,-0.0009710483059469298
2014-12-31,0.09463706435635215,0.01400239584719819,0.002638369616278097,0.42737200000000003,0.061200000000000004,0.061200000000000004,0.12847393278388242,0.023661658930072507,0.13175171624325693,0.07385197190707726,0.003878450891589316,0.001911438529252283,0.009950090879918307,0.0003683465950028136,0.000490477125618432,0.022648255136143425,0.0024506164534865375,0.0002221344107067678,1.8261021083812512e-05,-0.0001307208921784283
2013-12-31,0.10921520894590964,0.01446973394264756,0.0025742574729376447,0.44215499999999996,0.052693000000000004,0.052693000000000004,0.11427101383391315,0.0206211981299665,0.12089037648195301,0.06720691518098325,0.0014953988112142455,0.0010863569080218265,0.017507106221788565,0.00024402173055583314,0.0006140453827296492,0.016176584885618798,0.001574725988376825,0.00023084104556432848,8.322007318348144e-05,0.00038582491850792125
2012-12-31,0.10939511663077883,0.013141665557478147,0.0020253717253054444,0.511912,0.198766,0.198766,0.23762546672575832,0.1054093700438522,0.09439818653406527,0.12308661984512877,0.0024181277371717264,0.0019306889779254802,0.009850858911776762,0.002150776767448343,0.0024147752031485853,0.14503873157335684,0.015097587834033416,0.00018871564579624937,0.0002335250043561596,9.539993662241975e-05
2011-12-31,0.1001242487448628,0.012133043465400712,0.0018132534815396353,0.507162,0.212049,0.212049,0.24753346254876488,0.10465520739731587,0.09053812384551604,0.131172339276067,0.0025961964834661125,0.0019287068200341737,0.009860971328661459,0.0021720300609528414,0.002371323735896575,0.15321899531075936,0.01618317047932726,0.000179802202509768,-4.8579891967241675e-05,-7.171673557279805e-05
2010-12-31,0.11114921655825355,0.011565138944348314,0.001538453105065503,0.46391,0.166316,0.166316,0.20890007741513342,0.07617301536690504,0.062533581131448,0.1322348280208896,0.0028935423922195817,0.0019049545212349583,0.009983933354829973,0.001380353095236843,0.0012911221192293079,0.10569444804269541,0.010619891607828287,0.00017286968853173402,0.00011075100191671024,0.00012897893529371433
2009-12-31,0.10416654953926767,0.009370424597364568,0.0013332465793549843,0.519424,0.229024,0.229024,0.26611404561596386,0.1126538864480544,0.09927515657997882,0.13036196650459211,0.0023526598209347863,0.0018333280699762207,0.01037400587729947,0.001962415920314283,0.0016882161619471586,0.16533588953081688,0.016938145374398122,0.0001823858306682128,0.001651089039902422,0.0011438726666580187
