Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.008618838911201477,0.0002216,0.00010131986464397351,0.001026815624100532,0.000573994923857868,0.000573994923857868,0.0005080560685802628,0.0006689266661154472,0.07985122775057878,0.0009480039626406176,0.0008245220184959132,0.009111911576497964,0.001012443244904762,-0.0005045675724632388,0.024595605022466032,0.00016067117117117116,0.000999547975862502,0.0020715022307521533,0.0005232741987097556
2022-09-30,0.008420473791322405,0.0002290666666666667,0.00011668004932465374,0.0010157223155623357,0.000558756345177665,0.000558756345177665,0.00048056441873074073,0.0006616534971576836,0.07404455577061748,0.0008824250510113571,0.0008203962692463959,0.009157975567190228,0.0009684206776064231,-0.0003722168010120458,0.02256963318910221,0.0001510990990990991,0.0009497071444926176,0.004233595199048976,0.003592575130132149
2022-06-30,0.00876635727566851,0.00023946666666666667,0.00011854406240142239,0.001054265933928181,0.000540263959390863,0.000540263959390863,0.00045726548448171716,0.0006099583878150273,0.0690728300884284,0.0008197031740326114,0.0007470296847658502,0.01005709365910413,0.0008351780298773565,-0.00031165729803638573,0.01940788926733747,0.00012722072072072073,0.0009362128945055433,0.0021372073704337613,0.0014984368993991863
2022-03-31,0.00929993433863437,0.00024533333333333335,0.00011438587938401538,0.0009939008101218683,0.000490751269035533,0.000490751269035533,0.0004115143533362135,0.0005687266905544657,0.07005958480397738,0.0009410939253463491,0.0007725913920726419,0.009724658522396741,0.0007679597577261689,-0.000331093310388954,0.01835269560412715,0.00011536036036036036,0.0009582232201549586,0.006293191730104054,0.0061790285107277375
2021-12-31,0.008976021674528035,0.0002486,0.00011678758854062115,0.0010441584268069829,0.0005849492385786802,0.0005849492385786802,0.0005007040211374779,0.0006768217861410278,0.07799157463281338,0.0010608236100028104,0.0007999469034009627,0.009391934845840605,0.001022676644104548,-0.0003919632344563029,0.024316778090854092,0.00015244144144144144,0.0009386694832005082,0.005291680690924455,0.004313911500671253
2021-09-30,0.009321277421153004,0.0002814,0.00015582432393679562,0.0010366736382705149,0.00057297461928934,0.00057297461928934,0.00048292708908541897,0.0006576803273950422,0.07070477057952863,0.0009333201333902969,0.0007541152106508907,0.009963401977894125,0.001036681240416848,-0.0002456380358598445,0.021412117716126042,0.00014239189189189187,0.0008317052093566042,0.004718953873917745,0.004322432339803491
2021-06-30,0.009042561872968483,0.0002856,0.00016736686645063233,0.0009999008113389068,0.0005279847715736041,0.0005279847715736041,0.0004349908292881899,0.0005848901012463168,0.06835174010398877,0.0008822257230124839,0.0007397647784786568,0.010155932518906341,0.0009116063613083514,-0.00020077123207226896,0.018416646735230805,0.00012384684684684684,0.0008096210235540028,0.0035367984588832633,0.003158959094291606
2021-03-31,0.008454371628263766,0.000263,0.00015401408046801068,0.0009702354909199778,0.0005071269035532995,0.0005071269035532995,0.00040970706984718217,0.0005517584020101458,0.0713120042506357,0.0009218919947882372,0.000753397689042279,0.009973128563118092,0.0008746524197535685,-0.00019367902313038854,0.018123750554776063,0.0001258828828828829,0.000801856844251095,9.399236602954762e-06,-0.0004348468237151995
2020-12-31,0.008471320546734445,0.0002597333333333333,0.0001487625820882682,0.0010880326750573376,0.0006262233502538072,0.0006262233502538072,0.0005146979492112369,0.0006995266586520345,0.0775361493794831,0.0009954440263724232,0.0008404868742875234,0.008939634671320534,0.0012124872485213213,-0.0002810972545628248,0.024978032786465893,0.00017592342342342342,0.0008075485076556049,0.007956050959975364,0.007284938754101838
2020-09-30,0.008125437062388342,0.0002694,0.0001628681425826618,0.0010220509172517074,0.000576994923857868,0.000576994923857868,0.00047208338815123103,0.0006470632568138397,0.07123610004174731,0.0008143877607293278,0.0007045165294556074,0.010664172193135544,0.0010739952460175495,-0.00020761875615364164,0.021224101390681295,0.00015213063063063064,0.0007575141626843734,0.003486848230078989,0.0029772758687942255
