Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.07949670825157841,0.004936628362689856,0.0004847736042917479,0.276042,0.187955,0.189884,0.2358555703707367,0.09728801662988161,0.07620696949164812,0.20185485323248695,0.012213204191142402,0.0018694023571236991,0.0011014664192357762,0.20208684162802146,0.019674607564199025,0.0007327134004475925,0.0024411918452692106,0.002207948882831162
2021-12-31,0.05871174853403348,0.00586243104544715,0.0006470798110383951,0.22476500000000002,0.109347,0.112663,0.17575898215267327,0.05659946665120728,0.04562000242066935,0.15177381595533945,0.011749547852861607,0.0008830141942812665,0.0005202788361761934,0.09019145573719527,0.008944015094515118,0.0006122179465400211,0.002726607422895975,0.0035411759691488325
2020-12-31,0.044780147186974685,0.006604847893281275,0.0009821789691673026,0.170478,-0.159133,-0.152753,0.09580550731639584,-0.08236936474349153,-0.06992510630018789,0.09823518818656582,0.00795908504352072,-0.0009312663360452702,-0.0005487093736721603,-0.09051400295344439,-0.009137762364364454,0.0005727692387234011,-0.0012284370099320439,-0.0006049408568574728
2019-12-31,0.043976184720215444,0.0034577103391159026,0.0005622325135320714,0.203014,0.075701,0.078834,0.1431713955837234,0.03918384797903045,0.03061241803376042,0.13158652980370972,0.011356142474926386,0.00048820123378228423,0.0002876519668393028,0.052779864763335835,0.005446266482635826,0.0006942396466530271,-0.0005139919846663182,-0.0009621532069611563
2018-12-31,0.047203278817556746,0.002774450212224736,0.00045379004059561853,0.222923,0.10665699999999999,0.109296,0.16537451235123266,0.05520708674785604,0.040614080829995486,0.1509634431838646,0.011853579062224414,0.0007093130577921292,0.00041793277456094374,0.08015104018238815,0.008120526912849438,0.0006921553131301195,0.0004773653946680606,0.00014995654373516328
2017-12-31,0.045870837526494214,0.003297987192569916,0.0005188555243574903,0.21833100000000003,0.076419,0.078879,0.15243933753949218,0.03955549436215542,0.04561887126676794,0.1262020529443544,0.011201490715413858,0.0006708362477451655,0.00039526193859856036,0.07373377548641157,0.00752973476638215,0.0006777924677415781,0.0006195504443282802,0.0007518211788600562
2016-12-31,0.04887866913290118,0.004220832039280063,0.0005863043591729104,0.213705,0.038292,0.040468000000000004,0.14043143244626113,0.019820450282202796,0.021306414886890265,0.11345218800648299,0.0108130676750918,0.0003167220624043503,0.0001866151043621508,0.03284411513251639,0.0034302318821803996,0.0006190500107097222,-0.0006778184352674682,0.0001847586185170017
2015-12-31,0.04439784335662763,0.0029962879157608294,0.0005214772105163935,0.21404,0.08812900000000001,0.089377,0.15386685738306413,0.045616746655182554,0.036646558520812667,0.13327930848190167,0.012016401855422527,0.0006153725801616645,0.00036258231395912277,0.06366486178398405,0.006986528211695261,0.000628450931007231,-0.0011516292036940234,-0.000712423302935568
2014-12-31,0.046022634635602605,0.0017894908085244834,0.0003832428494105854,0.202651,0.125334,0.126028,0.15979282416873836,0.06487455122922818,0.04464890679631199,0.2122636412749865,0.019624630684224424,0.0012204570674267804,0.0007191028035066395,0.12459131065571648,0.014485535807119735,0.0006366774748690828,0.00012977870709182784,0.00010970622082453861
2013-12-31,0.046489270193232096,0.0010884836653504296,0.00029982556253639077,0.204801,0.131684,0.13170400000000002,0.16254324881071716,0.06816139598249224,0.042044990515274536,0.22757068251395643,0.02152270202133437,0.0012182219545930255,0.0007177858576280797,0.12493199305681496,0.014823617734062147,0.000615058608031553,-0.0006876459313469246,-0.0008106400209034826
2012-12-31,0.05650225727923359,0.0013044056967922268,0.00016087619611451813,0.230211,0.16378,0.16446000000000002,0.18784487300684563,0.08477471396686447,0.052806788733254686,0.2593192868719611,0.025355215760130338,0.0018259820033973714,0.001075882808859637,0.18503717712894116,0.022048987415147332,0.0005632530965869223,0.0002732880292733926,-9.899503912916982e-05
2011-12-31,0.05292659204245822,0.0016208941538370528,0.00025263521167613216,0.218225,0.150602,0.15110900000000002,0.17417929497067924,0.07795360528048433,0.047740915985806286,0.2645957140284531,0.025221988052354403,0.0017260790335898015,0.0010170192014582462,0.1651480608305915,0.02060995925743224,0.0005015872546919661,0.0005110646454086077,0.00022237747464433504
2010-12-31,0.0529434583879147,0.0021917565109365986,0.00023428340856380934,0.221295,0.138194,0.13887,0.16870222183335015,0.07153105887127163,0.044954318349691706,0.22812893931208356,0.022916261851735596,0.001351894849774122,0.0007965469679064161,0.13444907899168373,0.01581195303559535,0.00045297841067722377,0.0014010803275832028,0.0011757467713570402
2009-12-31,0.059650641764444616,0.0017214605794400816,0.00019829480765522824,0.206056,0.111972,0.11373699999999999,0.14465978236266422,0.057958201687005426,0.035108754791850716,0.23970826580226903,0.021268702449815408,0.0011199098592141869,0.0006598596058226049,0.10913754242337885,0.013324463976959603,0.0003606044714936739,0.0020442237323575535,0.00045465074691034295
