Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.09155614525296708,0.008352928997145688,0.0010832330538377553,0.561496,0.191556,0.191556,0.2533548142892739,0.09848784436815974,0.08982549688763004,0.10560057626508194,0.003089946140930402,0.002358566315275987,0.008063752894718107,0.001234972153123636,0.007353252527083572,0.12064820332132958,0.011195735400856707,0.0003137091830328456,-0.00015898240111517686,-0.00015195794100696227
2021-12-31,0.10398664185439846,0.009595220136947809,0.0011942972129331114,0.569658,0.195589,0.195589,0.2641292128954211,0.09866797381290555,0.09284284991963153,0.10315144966684675,0.00358180251010169,0.002230834716924336,0.008525480886523948,0.001290356934371828,0.5071961408837714,0.12180885515168788,0.011013116349678527,0.00030165668323596105,0.0005100888656560376,0.0006037919065718104
2020-12-31,0.09651485081717444,0.010633420589496723,0.0013537433984155006,0.566488,0.154791,0.154791,0.2386411837097256,0.07430391357099378,0.07345883108818137,0.08589951377633712,0.002982825882247433,0.0018127337854445106,0.010491865165500094,0.0008905807086096547,-0.0031344512654494215,0.07983108370683178,0.007205521589574687,0.0002752442924566626,0.0003410350235232619,0.0002518054271222687
2019-12-31,0.08108214472448824,0.010275522427791827,0.0013811519355313075,0.585287,0.142051,0.142051,0.22494327011414453,0.06614580960938826,0.06536146588496392,0.08463893390959841,0.003054770837381483,0.001975741075082125,0.00962619885261292,0.0007743482673931221,-0.0016012008997064373,0.07035285888235447,0.006384026521700857,0.00026234240089813944,-3.972817564035547e-05,-9.128595334149954e-05
2018-12-31,0.09128066161051111,0.011434994158273806,0.0015179562860049866,0.584473,0.119367,0.119367,0.21647230459336134,0.048632879627980935,0.04379884463940511,0.08197370790563659,0.0033353760917547294,0.001982426658478227,0.009593752263467543,0.0004994293888412649,-0.0007879054789209255,0.045008938055390045,0.0038703778445470897,0.0002584987185263422,0.00013054539118313296,8.750553627254584e-05
2017-12-31,0.1270991572449387,0.013804220832039278,0.0021400109109811234,0.546951,0.057101,0.057101,0.19086919885798415,0.04216115995080603,0.009849522596495913,0.06468575544750586,0.003433827082990798,0.0017530674733265378,0.010848870705150306,7.461989934103614e-05,-9.498278480600806e-05,0.005997564703748803,0.0005027629539939509,0.0002634665524296297,0.00035717023871754657,0.0004194780430040973
2016-12-31,0.22603151757754306,0.01477734889155094,0.002531595489079128,0.5639,0.14511100000000002,0.14511100000000002,0.20723860028873753,0.03507348039073596,0.03797113973935952,0.07129479560597875,0.0037230019580586824,0.0021569573406025892,0.008817546718357867,0.00033731139591999874,0.0004846825637527689,0.02614575507137491,0.002132465664462615,0.00020778042853660878,6.631817389789162e-05,6.35628948358391e-05
2015-12-31,0.08663117237967267,0.00638596802579233,0.0010060124797027865,0.571331,0.140505,0.140505,0.20223419694638192,0.08074302360730953,0.1225950254113724,0.08908698001080496,0.0033536114474189,0.002005641422934037,0.009482779345047296,0.0008033127001740758,0.0016477316962921387,0.0818414984844167,0.007957423767549782,0.00021391673006329815,-0.00015236103850845093,-0.00017382505934698854
2014-12-31,0.07281201333565714,0.004007867843885414,0.0008622964111738171,0.544723,0.12836499999999998,0.12836499999999998,0.1947941651434082,0.06437246628266659,0.06380103907797383,0.08847469836124618,0.0034753797786845632,0.001896857910187418,0.010026507870701893,0.0005228323349829343,0.0012404313230154496,0.05410114251664551,0.005709606642383898,0.00021196534481612514,0.00010277051751176163,0.00011748943243709035
2013-12-31,0.11381972125553078,0.003496162207728825,0.0006189562686065238,0.532329,0.10851100000000001,0.10851100000000001,0.18636789877828647,0.05374431142931679,0.07411772823575057,0.08240590671708986,0.0034016411820097753,0.0016567816340640887,0.011479423325468292,0.0005172314051759955,0.0007889629089940043,0.059953625741599535,0.005761510647379969,0.00024109874363879432,-0.0013029099146192717,-0.0012373823947459616
