Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.006560480352574056,0.0007683923796640096,0.166474,0.166474,0.16876784399804465,0.07875849403502379,0.06961290782339973,0.039041959301278586,0.0006910771666131992,0.0007142572173475858,0.0345591854711262,0.006794109684373823,0.001800741555937987,0.00048447464715107165,0.0005152486087509243
2021-12-31,0.005992575831521659,0.000701420215059299,0.25164200000000003,0.25164200000000003,0.25369433766312816,0.12403620394794053,0.11789790883578248,0.03688096524401225,0.0009400490147096719,0.0008470712092003388,0.055290292494624214,0.00946986494993132,0.0020678686175595127,0.0012463843875239588,0.0013255550634424405
2020-12-31,0.005942292618720144,0.0006556598748311695,0.129966,0.129966,0.14096306708487322,0.059851631310224314,0.055514205596270814,0.03398163155051324,0.00039073059264674173,0.00035795363653300826,0.02398896344464883,0.0039442061012535026,0.0019480807439194627,0.002704234187140617,0.002876007879575185
2019-12-31,0.00582102134078708,0.0007009435448485893,0.170362,0.170362,0.18149569081118505,0.07947538852057824,0.07368732417626546,0.03479200432198812,0.0005291761111140328,0.0005078298242535724,0.032607062359128476,0.005369282462425653,0.0018084111942448168,0.0007248998083289771,0.0007709456416794688
2018-12-31,0.005729328423325495,0.0006637632684132341,0.163738,0.163738,0.18278530900431203,0.07367811903450618,0.06849080315320462,0.03511615343057807,0.0005176850016040222,0.0005310506787887661,0.03059146610015804,0.005273031675560937,0.0016184783331240629,0.0007607597142359296,0.0008090833785809723
2017-12-31,0.005448333998846444,0.0006508931727240726,0.143876,0.143876,0.1649722199502793,0.05975121432091199,0.06772614311585391,0.03475598775436701,0.0004960044071165992,0.0005136011458978492,0.029945076297313404,0.005111589458421155,0.001629712462423647,-0.0006276354765638613,-0.0006675030530574124
2016-12-31,0.006125678453643315,0.000716435326696654,0.192157,0.192157,0.25271380937617094,0.08141954425180026,0.0743162457454474,0.03545831082297857,0.0005630840875743504,0.0006117794611444801,0.033521593823674194,0.005640096798893158,0.001530401577652872,-0.00013699250740547135,-0.00014569430880448017
2015-12-31,0.007208246446899448,0.0008827932302343335,0.191131,0.191131,0.1982531189549147,0.08985405374068814,0.08441801566195692,0.0334233747523861,0.0006394460601534602,0.00046806967883176055,0.03588305396512863,0.006109309004057648,0.0013260393970057096,-0.0005270953127722599,-0.0005605765506659279
2014-12-31,0.0030140349320437166,0.00047595520539361874,0.196495,0.196495,0.19620171302381226,0.09414817406715723,0.08416859622669681,0.03513416171438862,0.0006338977212367274,0.0004630923980848508,0.037616259488587794,0.007191985025071711,0.0013298239912549578,0.000549329151420108,0.0005842226888031089
2013-12-31,0.0034517946670216066,0.0004719035086025865,0.23430800000000002,0.23430800000000002,0.23607050673625785,0.11389046473396744,0.1103491532747471,0.03670088240590672,0.0008570540161033306,0.0006214977470542051,0.05150781108318869,0.009563873483780206,0.0012531231765774682,1.0803275832026485e-05,1.1489502856623977e-05
2012-12-31,0.003218125619296922,0.0004120813971585212,0.179862,0.179862,0.18272253997721294,0.08588395936942272,0.08532859455258904,0.03490005402485143,0.0006461382509321736,0.00046468047987958467,0.03787662892821058,0.007274699247433451,0.0011950114852538204,0.0005134343962362782,0.0005460478889891648
2011-12-31,0.0035878551251904106,0.000451645024647425,0.136153,0.136153,0.13807474079244944,0.06278753421424224,0.05174011060422848,0.034719971186745906,0.00041606625400348153,0.00030538038238685596,0.022845151428793495,0.004618376841346482,0.0010667976453383164,-7.276529012023e-05,-7.73873611762286e-05
2010-12-31,0.0037712409601135806,0.0004833435936596189,0.241285,0.241285,0.23808862606208048,0.11764833763297486,0.10900930147853127,0.03457590491626148,0.0008827512398302366,0.0006526125301202952,0.04794165651959896,0.009729551067727668,0.0010132253990294776,0.0001780798048440495,0.000189391482572092
2009-12-31,0.004093645089252702,0.00040230965783897275,0.219038,0.219038,0.21165906146989846,0.1056516130902345,0.09563227544049961,0.03481001260579867,0.000852025012227382,0.0006274278768779551,0.04234306588253582,0.009274290659106121,0.0008632981512803658,0.003443213103328106,0.003661926937880706
