Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.2472044032405872,0.6743600000000001,0.253463,0.253463,0.3010326456003667,0.13366691788167773,0.12019245452478529,0.0863677291554115,0.0022604865750913013,0.002218874577783571,0.008571436547918664,0.0007953057371402126,0.0005179393205566343,0.13423016140314517,0.010046954439079648,0.0004690164043400226,-0.0005553929255967938,-0.0007917749984711549
2021-12-31,0.2857946016450309,0.693245,0.318909,0.318909,0.35862608110138716,0.1713533104479219,0.16883829363171665,0.07586889969385918,0.0029729608537733734,0.0024509550305487487,0.007759822033870702,0.0009505343234444929,0.000609908623322879,0.1651441747195523,0.012007929271035242,0.0004935645648529076,0.0005572050879944241,0.0005992331683416015
2020-12-31,0.3859469609656545,0.656479,0.240868,0.240868,0.2930780979843534,0.1433462874700302,0.1376308886458165,0.07026832342877724,0.00248030731058398,0.0022683949291697715,0.008384356835551783,0.0007186084976360395,0.000463305433447559,0.12372729863467967,0.009078051997016974,0.000408273814359891,-0.0001206830458267991,-3.884193223787719e-05
2019-12-31,0.2544513096717247,0.694474,0.306911,0.306911,0.3377772536458343,0.17362045690765363,0.17418808600841806,0.08285611381235368,0.0022895834267521635,0.0023319919611738942,0.008155710747033083,0.0010964477483210357,0.00071020954545613,0.18390113733516414,0.013851227342863738,0.00035167182456736416,0.00041038508450949644,0.0001912075652816874
2018-12-31,0.2968757906099433,0.699237,0.32205599999999995,0.32205599999999995,0.34035649003208823,0.17783331193864832,0.17128893855911353,0.08546731496488386,0.0027289259574807307,0.0018337648166302375,0.010371524302603838,0.0011058812392517367,0.0007044304770713912,0.1857198373014845,0.01397039893833472,0.00028759223286629095,1.0803275832026485e-06,8.85803607333268e-06
2017-12-31,0.23825961803349657,0.701676,0.338697,0.338697,0.35545244104942203,0.1822252611876949,0.12091186840607973,0.0978209976589231,0.0038676890423448877,0.002075823250644873,0.009162159894371772,0.0009226019868838319,0.0005928231872336815,0.1504404259177699,0.011655065083469945,0.00020960625152336565,7.158041470639484e-05,-6.99747786880841e-05
2016-12-31,0.3063546767564893,0.69939,0.350896,0.350896,0.3696306328068977,0.1884371389646905,0.15428260522841958,0.07513056005762651,0.004447234553507815,0.0021136186341655485,0.008998344944776433,0.0008400211415378629,0.000512795484889789,0.14743128060312444,0.010611836106252897,0.0002444150645168438,0.0002473253179996515,0.0002945389651664218
2015-12-31,0.25093186558647096,0.66176,0.310351,0.310351,0.3413855216581675,0.16465746419150865,0.1396624410527423,0.08750225103547632,0.004786531744964102,0.0020316110508997987,0.009361554421165723,0.0008960961782200087,0.0005707875839891918,0.15542501101064796,0.011320221966439286,0.00018956503755788792,0.00014054713364697682,0.0001768271552546871
2014-12-31,0.20324508486582823,0.663227,0.255571,0.255571,0.29137667693162167,0.1333066589921861,0.11111494446599922,0.09695660003601657,0.003937043181920094,0.002272829587502864,0.008368024972086162,0.0008146789063198473,0.0005309693380139139,0.13701650301821294,0.010291692203437125,0.00015155069391613917,-0.00016661439275135042,-0.00018512924764140892
2013-12-31,0.2852211458995103,0.70381,0.376363,0.376363,0.40164664081089974,0.1990150853233841,0.16754312241460637,0.10325949936971007,0.0037223044307928394,0.002524832406870495,0.007532788968904162,0.0012598016271621428,0.0007948349382642884,0.22003290240679813,0.015914847535099565,0.00015044426882141355,8.266248475344137e-05,9.491811876069034e-05
2012-12-31,0.264975909236573,0.720718,0.40302,0.40302,0.40851984927825125,0.21236226308837108,0.17044170428696018,0.09666846749504773,0.004990508646846928,0.0019767489519760097,0.00962135978195644,0.0012056658795563432,0.0007617718499719761,0.20953392574937174,0.01523096036527132,0.00014617219756113775,0.00011437532671197073,9.217546324007688e-05
2011-12-31,0.25713305859930624,0.724862,0.395379,0.395379,0.4134205886213069,0.20904229108090092,0.15934508451416374,0.10331352422114172,0.004297864071865238,0.001981821932341896,0.009596761172785998,0.001230238973005096,0.0007802865596764341,0.20937589056711314,0.015541387838351827,0.0001104918347600653,0.00012828018818609514,0.00014958591461075604
2010-12-31,0.26196807763016605,0.728946,0.39292299999999997,0.39292299999999997,0.4128604226067406,0.2096463458568157,0.15282171996475324,0.10644696560417792,0.0043968132968626224,0.0019234658601859733,0.009887880904267206,0.0012319153076304121,0.0007974843235023322,0.20689914246483074,0.015562564672390224,8.596583229313617e-05,0.00013699250740547135,0.00010370202900914157
2009-12-31,0.23483574990582956,0.713838,0.35867699999999997,0.35867699999999997,0.3723924699992582,0.19485502685378045,0.1250270062993961,0.1047001620745543,0.0052089343278079216,0.0017210169881010054,0.011051025983793145,0.00099465150646605,0.0006574348760579625,0.16649395062048242,0.012565253715081062,6.553906832802771e-05,0.00038741941104722074,0.00035591514816825826
