Date,current-ratio-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.2673596860610899,,0.5030169999999999,0.25110299999999997,0.25110299999999997,0.2480384679031531,0.12892765007681384,0.10678997752397197,0.13704303979830723,0.003340458076120154,0.002086439553927125,0.009115475270410215,0.0011150912188990622,0.0010521816564157923,0.1861304697012876,0.014086746955933914,0.0001986867664763537,-0.0001717720857292211,-0.0002835312801715272
2021-12-31,0.27275691660716594,,0.560967,0.324373,0.324373,0.3171015165377365,0.16826937012667031,0.14059168398274766,0.12785881505492527,0.004085616489544565,0.002076226401402427,0.009160329733033745,0.0013789265673400052,0.0012816633491250639,0.228621207803311,0.017419731494353673,0.0001832662436941894,-0.00013699250740547135,-0.00014202508047284865
2020-12-31,0.23545418257256745,,0.592323,0.355138,0.355138,0.34954739727278084,0.18303687891574497,0.1733629092373421,0.13351341617143886,0.005608617451135724,0.0023196958630685013,0.008198859127053367,0.0017955318779680981,0.0019709528219632485,0.294378092696702,0.02268263150813938,0.00014436114660501808,0.00017884648893535458,0.00022519425598982996
2019-12-31,0.19698204858631915,,0.599546,0.333968,0.333968,0.3313672045148049,0.17447089563672655,0.1491533878624924,0.1468755627588691,0.004646926645043322,0.002611912970502131,0.007281576060497068,0.0017459255207812902,0.0024005444409196776,0.2786328661364284,0.022055963313418803,0.00011480969931531638,-7.49259452866353e-06,-3.82118627263849e-05
2018-12-31,0.16873091994670233,,0.6029059999999999,0.337157,0.337157,0.33488512316994995,0.17582963067252466,0.1475160425902067,0.15144966684674951,0.005424669546457808,0.0026396295850839597,0.0072051900893971765,0.0018078249985537505,0.0031184813599867685,0.28414855307132314,0.022837928291087627,9.810991867997135e-05,0.00012117093570308417,0.00014369291153268116
2017-12-31,0.20932821346046812,,0.634509,0.355824,0.355824,0.3522055704658412,0.1846150820106587,0.1377711517295909,0.12663425175580767,0.004797791827969847,0.0025181804193708563,0.007552657076311059,0.0013850402583264526,0.002078342011619336,0.22189046348350996,0.01749696465378783,0.0001016079355348583,0.0001889179299529535,0.0006348506271971359
2016-12-31,0.1711146967712193,,0.6368480000000001,0.35591900000000004,0.35591900000000004,0.35123455263753545,0.1832692873085348,0.13218325145664345,0.13221681973707905,0.006812848452236821,0.0017877384384761706,0.010638495210328188,0.0014070561197389389,0.0028593373980480537,0.22227000699499988,0.01777508707415878,8.681522405477468e-05,9.221118661787767e-05,-0.0003662927636516605
2015-12-31,0.49325065075982893,,0.599546,0.32824,0.32824,0.32295044860833455,0.16950077227911367,0.11357690093241017,0.0880064829821718,0.006958731297550184,0.0019137230502117549,0.009938225850904819,0.0007473165498272389,0.0006827512238881587,0.1271198735718542,0.009440715660725527,0.00011671529126751408,-8.29412789684614e-05,-9.132301625394026e-05
2014-12-31,0.2612821795816022,,0.543563,0.303264,0.303264,0.29831455651780264,0.15661271755288972,0.11086948406939405,0.22893931208355844,0.006421834596355919,0.002949518134057034,0.006448139198969402,0.0020964240824204432,0.001278034001218562,0.32281794865151947,0.026483665602011718,4.448153865471117e-05,0.00016905384213277574,0.0001833131649318135
2013-12-31,0.2104695028363571,,0.522132,0.255034,0.255034,0.25218597892101946,0.1299302671298961,0.08526355320325818,0.28478300018008285,0.004830475962712185,0.002548147959015694,0.0074638632317330115,0.002243632557968309,0.0014158136537075318,0.3088266535402472,0.028343406862622975,2.928850514435967e-05,4.662833246210141e-05,5.574262031084665e-05
2012-12-31,0.16270963461873625,,0.517133,0.267202,0.267202,0.2636108928989209,0.13793826322088013,0.0933213280199264,0.35568161354222944,0.0048817940401277475,0.002924724362467471,0.00650282690132437,0.003468737345317044,0.0022331916067165787,0.42216119588590384,0.043819935456331706,1.9140120096609083e-05,-2.5196027182435967e-05,-3.9027246800080804e-05
2011-12-31,0.24988615216816873,,0.5250670000000001,0.267975,0.267975,0.2643955057376597,0.13896469048792304,0.0950423786809162,0.2251395641995318,0.005179937122899322,0.0026159444780776697,0.007270377954683034,0.0019216119633757042,0.001191100079752693,0.2721378792196689,0.02427537856705084,2.766505897733232e-05,6.47151071615264e-05,6.0523736015699854e-05
2010-12-31,0.27957092017158697,,0.52168,0.26674,0.26674,0.26227086927494164,0.13865929861321033,0.09196620564604159,0.20473617864217541,0.004055722463865596,0.002631768145311659,0.007226640200672537,0.0016825863673894407,0.001046088845042338,0.23946604834322135,0.021255811172399358,2.2921759939730115e-05,4.715107161526398e-05,5.670625603430543e-05
2009-12-31,0.39314326836042257,9.533404214193667e-07,0.535569,0.295031,0.295031,0.2855020666226649,0.1519816309375427,0.10324946581257007,0.2573383756528003,0.004892655536124439,0.0035269308065635635,0.00539247732344798,0.0023456062940777397,0.001466039645493663,0.3379258530013731,0.029631622743421477,1.6336388681670126e-05,9.587036069001569e-05,8.713490714813861e-05
