Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.183522704912042,0.577492,0.211478,0.211478,0.2331878867190249,0.11341840136153014,0.11329298130315718,0.1132180803169458,0.0013506120801757768,0.0024858947628700837,0.007650725806314026,0.001031570311390661,0.0006909356551863846,0.16312598771988912,0.013031642342373766,0.00047828733076792394,-0.00040466980310158564,-0.00030421238531345036
2021-12-31,0.16545322681299157,0.580088,0.244566,0.244566,0.26214247808314806,0.1253623293428795,0.12283596119237195,0.1142445524941473,0.0016983792455744387,0.0019847447753341615,0.0095826161970209,0.0011635668719464415,0.000787467788084816,0.17847871706520896,0.01469913116847957,0.000468924817750072,-0.00023401289423244468,-0.0004851905867614983
2020-12-31,0.17719782536585915,0.592689,0.251815,0.251815,0.2682729197298269,0.13642165611425588,0.1340558767404217,0.1072213218080317,0.0022296957286419643,0.001655773757170204,0.011486542342876384,0.0011826047742010128,0.0008199692376936249,0.18281302624420323,0.014939633566029368,0.00042534732737035697,0.0007864784805715282,0.0007103107169264469
2019-12-31,0.16595359506153406,0.594537,0.25165299999999996,0.25165299999999996,0.26620629706488225,0.13599410748965807,0.14336753565679886,0.10972447325769853,0.0020163520320463954,0.001786125835445955,0.010648157841799302,0.001306252530936591,0.0008924632349381094,0.20007513148009018,0.016501653453983155,0.0003713422605638484,-0.0004136957658128594,-0.00036699695898803424
2018-12-31,0.16264779135206248,0.5914119999999999,0.232519,0.232519,0.2484654874966,0.12729820326055,0.11727011842050195,0.1119935170178282,0.002425800537095995,0.0019735573418120417,0.009636838604120438,0.0010960401689219393,0.0007177006434829964,0.16702893857353818,0.013846078465568129,0.0003245813975818186,0.00046868792472556193,0.0004709584283842609
2017-12-31,0.16652142869190248,0.575975,0.219005,0.219005,0.23456214799414915,0.11558771889868444,0.1284606239671151,0.11359625427696741,0.0025479674553707107,0.0017748376142344468,0.010715920340831875,0.0012098665769115474,0.0007977205990864268,0.1856045493406565,0.015284027019979305,0.00030239823917394806,-7.85851193587733e-05,-0.0001804963835863186
2016-12-31,0.16254659327932355,0.554379,0.20778300000000002,0.20778300000000002,0.22457046013501045,0.10853006091273867,0.09613677008052686,0.12121375832883127,0.002789610829609036,0.0019414396647935836,0.009796279778314728,0.0009957427674378244,0.0006441802031272817,0.14820461669991453,0.01257903941880802,0.00026776373614198875,0.0007873845617703433,0.0008016337331803871
2015-12-31,0.14354384406501414,0.545588,0.19486799999999999,0.19486799999999999,0.21175321501054709,0.1040977378226284,0.09149168658440161,0.11287592292454529,0.002551255798195397,0.0017827326499032102,0.010668351655885,0.0008965826439544142,0.0005701213643094497,0.13134796238244514,0.01132636740063082,0.0002604560125857701,-0.00042672939536504614,-0.0004562073892328534
2014-12-31,0.13662302031270204,0.5589,0.240581,0.240581,0.2543182237506586,0.1304996418115639,0.07175701004351549,0.11013866378534126,0.003000861944407077,0.0016914190033172588,0.011244480241159429,0.0007035017644243664,0.0004428888989596515,0.10052332961993835,0.008887211351447415,0.0002621001395956895,-0.00018020561073357728,-0.00022600964006352586
2013-12-31,0.16119166352765238,0.5347189999999999,0.21811,0.21811,0.2359088289391844,0.12853685199985093,0.1316057973899755,0.0971366828741221,0.003192383002256999,0.001566106309510931,0.012144206166744137,0.001100063372022698,0.0006895218750520484,0.16257545532267675,0.013896902867260282,0.0002770243221484441,-9.778707091827846e-05,-0.0001370215872933511
2012-12-31,0.15685139063018289,0.5296949999999999,0.222471,0.222471,0.2432623155684306,0.11903657662955033,0.11296324994089721,0.10147667927246534,0.0032638297236297327,0.0015113449982765304,0.012584158340595817,0.0010095938931458292,0.0006367975594668847,0.14579652322599032,0.012754018200450776,0.00026673855721576765,-0.000254260324098275,-0.0002764893268077899
2011-12-31,0.1686634545648764,0.48524900000000004,0.200744,0.200744,0.22350909294951657,0.10961083758121354,0.10679676444738041,0.11109310282730056,0.0035574887025494623,0.0015256568501696927,0.01246598885555824,0.0010515022587787343,0.0006703215788166931,0.15090675924246744,0.01328343905141071,0.00024712573213876845,0.0001141313817738282,0.00011630341923898724
2010-12-31,0.20998037881811896,0.500527,0.23669,0.23669,0.2585684477219598,0.11108292993999826,0.12291796985022392,0.12144786601836845,0.0034542546672047592,0.0012093850808686823,0.015726343730045618,0.0012602157804225153,0.0007905238771971207,0.18985595481748233,0.01592007945880317,0.00023177906950979017,-0.0005397456002787942,-0.0005434164222058734
2009-12-31,0.19640859284079856,0.490121,0.266766,0.266766,0.2848506002050455,0.142058983076114,0.1351248171772507,0.13860976048982532,0.004830077375703132,0.001132450477968819,0.01679456857746367,0.001631500891415589,0.0010396048232755464,0.238206948366538,0.020610457535880203,0.00020921331550841638,0.001896044607074403,0.0019258259933323824
