Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.011130337045417573,0.0014376373555004048,0.38587000000000005,0.38587000000000005,0.603572698896977,0.18108133569088958,0.2231144512828982,0.020295335854493068,0.0005193021714778566,0.0003160941244459628,0.0582113526257157,0.004091945661074322,0.0005347637583000347,-1.585642097926468e-05,0.0004325241881832317
2021-12-31,0.011192451602407678,0.0014507457862949211,0.38775,0.38775,0.6023363392722977,0.14168112533282537,0.1752807806771766,0.019466954799207636,0.0003941029834812014,0.00024058277179148406,0.04396357418585974,0.003094890486701779,0.0005284782592639097,0.00031981181390486145,-0.00046476892200666026
2020-12-31,0.011624295665291273,0.0015434581422779545,0.13524,0.13524,0.5465118490804337,0.006697399096454142,0.024983796220362352,0.0167296956600036,5.134185656360605e-05,3.122711080279084e-05,0.005603772118448665,0.00039372302029820307,0.0005288446056237121,-0.0002640878201777313,0.00022059845484718034
2019-12-31,0.011355132585000814,0.0014850660414660183,0.326449,0.326449,0.5971626497659476,0.08327467048734331,0.11950527852968092,0.018332432919142806,0.0002542375109783483,0.0001558140642847764,0.028306432809140136,0.0019787467632662484,0.00055594389582764,4.011151768600801e-05,-0.00021222223663557707
2018-12-31,0.010810890752325598,0.0013728102068438879,0.33914099999999997,0.33914099999999997,0.6083117604429591,0.09666843345355765,0.12569438710122582,0.018440482622006125,0.000257162879246057,0.0001611980489059472,0.029864763335837718,0.0020613779392199953,0.0005688014712942514,0.0002269036417494337,0.0006667247318961571
2017-12-31,0.010296227280121863,0.0012724711274894997,0.243378,0.243378,0.5411907474649872,0.06620637037098383,0.09190399218146424,0.01590131460471817,0.00017474638043198155,0.0001108442359021912,0.020801057022202647,0.001439194250531082,0.0005816501835424808,9.757797525701341e-07,0.0009733462065182545
2016-12-31,0.011384710945472292,0.0014915010893105992,0.343797,0.343797,0.5873554648046456,0.09307516159888693,0.13243436762275565,0.024653340536646858,0.0004774003797062273,0.00025814463241910176,0.04818907225575793,0.0032501042232420323,0.00037224778604190824,-2.484753441366092e-05,-0.0011262677832486756
2015-12-31,0.013969859650679562,0.0021335758631365427,0.359211,0.359211,0.6001974371216026,0.08578613044684524,0.12804605606224967,0.024527282549972985,0.0004373655645369109,0.00022907886220524136,0.036213373403456046,0.0024604989760377894,0.00031783205678368576,-1.0454783063251437e-07,0.0004285955194645151
2014-12-31,0.015105668692784359,0.0024877418296938374,0.343095,0.343095,0.600724316530889,0.09767622664010965,0.1748871391194872,0.02308661984512876,0.0005457027983612678,0.0002750054130348979,0.0412847483095417,0.002806885543779575,0.00030534673648913147,9.154905035720509e-05,-6.041254727837768e-06
2013-12-31,0.014762559711315201,0.0023750093248609975,0.336028,0.336028,0.6002297726810173,0.05565482229298572,0.1489005749655281,0.02251035476319107,0.0003607472113680468,0.00017976698579363998,0.02790227726106894,0.0018839908117454197,0.000298963742050801,-4.373584248126851e-05,-2.3164320275451566e-05
2012-12-31,0.015575964624280873,0.0026510013768619037,0.35118299999999997,0.35118299999999997,0.6140399096886846,0.03844003759943353,-0.00795257750383744,0.02215018908698001,0.00021179666258210752,0.00010409295158945683,0.015388999715018524,0.0010309381088339786,0.00028637501754178634,0.0001403380379857118,-0.0005347066377823037
2011-12-31,0.015221024298623124,0.002527067122077386,0.35386,0.35386,0.6318539497885824,0.03317901554082313,0.038104050322774766,0.021249774896452366,0.00015172471824430572,7.736669699515558e-05,0.011957563667452526,0.0007935084283799474,0.0003083011426165698,0.0002751698902247778,5.729926263335699e-05
2010-12-31,0.016137953473238976,0.002861689609995584,0.346207,0.346207,0.5983400445469883,0.016204403440265348,-0.01377236432657318,0.021105708625967945,1.3897142736935108e-05,6.96819304567362e-06,0.00100779812948522,6.718454406691547e-05,0.00031602100582756607,-0.0003077539641052448,-0.0009139714207882171
2009-12-31,0.014570300368250586,0.002313518867679448,0.372552,0.372552,0.600344849230699,-0.013455358954503857,-0.0622490959252443,0.021681973707905637,-0.00015293430871904368,-7.775790738849244e-05,-0.012651882173113294,-0.000841675345016302,0.0003520751010037595,0.0008918975431259801,0.0011293440049812554
